Datim,EVENT_ROW_ID,Facility,State,State_SC,State_TR,Tool
2023-01-23 06:38:43,965346526,PLINE200,UP,"","",AP300
2023-01-23 06:30:26,965345705,PLINE200,DOWN,"","",AMAT_CVD
2023-01-23 05:32:33,965343560,PLINE200,UP,"","",CHRONOS_WB
2023-01-23 04:35:05,965340555,PLINE200,DOWN,"","",CHRONOS_WB
2023-01-23 03:25:26,965336490,PLINE200,DOWN,"","",AMAT_HIK
2023-01-23 03:00:30,965335867,PLINE200,DOWN,"","",MIRRA_OX
2023-01-23 03:00:30,965335870,PLINE200,DOWN,"","",AMAT_MEK
2023-01-23 00:35:26,965325342,PLINE300,DOWN,"","",A412_4
2023-01-22 23:48:30,965323901,PLINE300,UP,"","",INTEGRA
2023-01-22 23:32:48,965323168,PLINE200,DOWN,"","",TELACT8_1100
2023-01-22 23:10:03,965321916,PLINE300,DOWN,DOWN,UP,LithoCluster_3400
2023-01-22 23:10:03,965321916,PLINE300,UP,DOWN,UP,TR3400
2023-01-22 23:09:43,965321875,PLINE300,UP,UP,UP,LithoCluster_3400
2023-01-22 23:09:43,965321875,PLINE300,UP,UP,UP,TR3400
2023-01-22 22:26:55,965318196,PLINE300,DOWN,UP,DOWN,LithoCluster_1000
2023-01-22 22:26:55,965318196,PLINE300,DOWN,UP,DOWN,TR1000
2023-01-22 21:55:33,965315428,PLINE300,UP,"","",LEVITOR4300
2023-01-22 21:40:59,965313538,PLINE300,DOWN,"","",LEVITOR4300
2023-01-22 21:30:00,965311583,PLINE300,DOWN,UP,DOWN,LithoCluster_3400
2023-01-22 21:30:00,965311583,PLINE300,DOWN,UP,DOWN,TR3400
2023-01-22 21:28:52,965311513,PLINE300,DOWN,"","",INTEGRA
2023-01-22 21:01:40,965309904,PLINE300,DOWN,"","",EPSILON3200
2023-01-22 18:09:57,965290600,PLINE200,UP,"","",FUSIONBONDER
2023-01-22 18:03:27,965288026,PLINE300,UP,"","",AIXTRON
2023-01-22 17:10:04,965270778,PLINE200,UP,"","",CINTILLIO
2023-01-22 16:48:45,965267955,PLINE200,DOWN,"","",NV8201
2023-01-22 16:22:41,965265953,PLINE200,DOWN,"","",CINTILLIO
2023-01-22 15:28:24,965261754,PLINE300,UP,"","",PRODUCER_4
2023-01-22 15:22:47,965260775,PLINE300,UP,"","",LAM_E5
2023-01-22 15:08:24,965258679,PLINE300,UP,"","",F_REX300X_1
2023-01-22 14:29:27,965254517,PLINE200,UP,"","",SST_CU
2023-01-22 14:20:18,965253337,PLINE300,DOWN,"","",F_REX300X_1
2023-01-22 13:43:03,965248314,PLINE200,UP,"","",POLYGON
2023-01-22 13:26:43,965247217,PLINE200,DOWN,"","",SST_CU
2023-01-22 12:59:02,965245806,PLINE200,DOWN,"","",POLYGON
2023-01-22 11:47:54,965234236,PLINE300,UP,"","",PRODUCER_3
2023-01-22 11:25:11,965228825,PLINE300,DOWN,"","",ENDURA
2023-01-22 11:22:26,965228396,PLINE300,UP,"","",HELIOS_G5
2023-01-22 10:59:37,965225503,PLINE300,UP,"","",SABRE
2023-01-22 10:01:30,965215501,PLINE300,DOWN,"","",PRODUCER_4
2023-01-22 09:45:58,965212667,PLINE300,DOWN,"","",HELIOS_G5
2023-01-22 09:29:39,965210586,PLINE300,DOWN,"","",PRODUCER_3
2023-01-22 08:39:42,965202620,PLINE200,UP,"","",TEMP_BONDER
2023-01-22 08:23:22,965200206,PLINE200,UP,"","",SPTS_OMEGA
2023-01-22 08:12:32,965199044,PLINE200,DOWN,"","",SICONNEX
2023-01-22 08:08:56,965198360,PLINE300,DOWN,"","",LAM_E5
2023-01-22 07:52:52,965196315,PLINE300,DOWN,"","",SABRE
2023-01-22 07:47:55,965195502,PLINE200,DOWN,"","",SPTS_OMEGA
2023-01-22 07:35:46,965193792,PLINE300,UP,"","",ENDURA_4
2023-01-22 07:07:40,965189835,PLINE300,UP,"","",DNS_9
2023-01-22 06:58:40,965188660,PLINE300,UP,"","",OPTIMA
2023-01-22 06:14:20,965185281,PLINE300,UP,"","",EXCEL_1
2023-01-22 05:23:55,965182670,PLINE300,UP,"","",REFLEXION_4
2023-01-22 03:30:58,965177804,PLINE300,DOWN,"","",DNS_9
2023-01-22 03:21:54,965176936,PLINE300,DOWN,"","",OPTIMA
2023-01-22 03:21:43,965176930,PLINE300,DOWN,DOWN,UP,LithoCluster_3300
2023-01-22 03:21:43,965176930,PLINE300,UP,DOWN,UP,TR3300
2023-01-22 02:24:05,965172245,PLINE200,DOWN,"","",FUSIONBONDER
2023-01-22 02:14:45,965171057,PLINE200,UP,"","",POLYGON
2023-01-22 01:02:49,965169266,PLINE200,DOWN,"","",POLYGON
2023-01-21 23:54:40,965162837,PLINE200,UP,"","",CINTILLIO
2023-01-21 23:45:27,965161976,PLINE300,UP,UP,UP,LithoCluster_1950
2023-01-21 23:45:27,965161976,PLINE300,UP,UP,UP,TR1950
2023-01-21 23:40:22,965161731,PLINE200,DOWN,"","",CINTILLIO
2023-01-21 23:20:58,965160058,PLINE300,DOWN,"","",ENDURA_4
2023-01-21 22:26:46,965156990,PLINE200,UP,"","",GRINDER
2023-01-21 21:29:29,965153825,PLINE300,DOWN,"","",REFLEXION_4
2023-01-21 20:58:00,965150656,PLINE200,UP,"","",SICONNEX
2023-01-21 20:49:13,965149143,PLINE200,DOWN,"","",GRINDER
2023-01-21 20:43:38,965148087,PLINE300,UP,"","",NOKOTA
2023-01-21 19:56:15,965140234,PLINE300,DOWN,DOWN,UP,LithoCluster_1950
2023-01-21 19:56:15,965140234,PLINE300,UP,DOWN,UP,TR1950
2023-01-21 19:35:10,965137197,PLINE200,UP,"","",CHRONOS_WB
2023-01-21 19:34:31,965137105,PLINE300,UP,"","",CIRCL
2023-01-21 18:05:24,965120273,PLINE200,DOWN,"","",AP300
2023-01-21 18:00:28,965117282,PLINE200,DOWN,"","",SICONNEX
2023-01-21 17:45:06,965103376,PLINE200,DOWN,"","",CIPT
2023-01-21 17:28:00,965100512,PLINE200,UP,"","",SEZ_2
2023-01-21 17:08:52,965098438,PLINE200,DOWN,"","",SEZ_2
2023-01-21 15:56:48,965091085,PLINE300,UP,"","",EXTREME_1
2023-01-21 15:56:36,965091049,PLINE200,UP,"","",TELACT8_200
2023-01-21 14:56:18,965081168,PLINE300,DOWN,"","",CIRCL
2023-01-21 14:48:54,965080322,PLINE300,UP,"","",TEL_LEAGA
2023-01-21 14:20:10,965075357,PLINE300,UP,"","",PRODUCER_2
2023-01-21 14:16:52,965074851,PLINE200,DOWN,"","",TEMP_BONDER
2023-01-21 14:01:06,965071322,PLINE200,UP,"","",XR80
2023-01-21 14:00:01,965071205,PLINE300,DOWN,"","",EXCEL_1
2023-01-21 13:57:51,965070770,PLINE200,UP,"","",DNS_3
2023-01-21 13:32:57,965067261,PLINE300,DOWN,"","",NOKOTA
2023-01-21 13:21:53,965066351,PLINE200,DOWN,"","",TELACT8_200
2023-01-21 13:13:18,965065892,PLINE200,DOWN,"","",DNS_3
2023-01-21 10:55:18,965044272,PLINE200,UP,"","",DNS_10
2023-01-21 10:42:10,965041427,PLINE200,DOWN,"","",DNS_10
2023-01-21 10:09:06,965033873,PLINE200,UP,"","",SICONNEX
2023-01-21 09:52:56,965031549,PLINE300,DOWN,"","",PRODUCER_2
2023-01-21 09:27:48,965028566,PLINE200,DOWN,"","",SICONNEX
2023-01-21 08:49:24,965024302,PLINE300,DOWN,"","",EXTREME_1
2023-01-21 08:38:48,965023016,PLINE300,DOWN,"","",HELIOS460
2023-01-21 08:31:19,965022146,PLINE200,UP,"","",RAIDER
2023-01-21 07:47:20,965014571,PLINE200,DOWN,"","",RAIDER
2023-01-21 07:42:22,965014029,PLINE200,UP,"","",ASM200
2023-01-21 07:38:16,965013635,PLINE200,UP,"","",DNS_3
2023-01-21 07:26:03,965012193,PLINE200,UP,"","",ASM1100
2023-01-21 07:15:00,965010749,PLINE300,DOWN,DOWN,DOWN,LithoCluster_3300
2023-01-21 07:15:00,965010749,PLINE300,DOWN,DOWN,DOWN,TR3300
2023-01-21 07:12:47,965010639,PLINE200,DOWN,"","",DNS_3
2023-01-21 07:07:56,965010300,PLINE200,DOWN,"","",ASM200
2023-01-21 06:52:25,965009367,PLINE200,DOWN,"","",ASM1100
2023-01-21 06:38:59,965008718,PLINE200,UP,"","",DNS_3
2023-01-21 06:22:52,965007938,PLINE200,UP,"","",DOM_BEOL_CU
2023-01-21 03:05:41,964976184,PLINE300,UP,"","",REFLEXION_2
2023-01-21 02:47:25,964973882,PLINE200,UP,"","",GRINDER
2023-01-21 02:21:14,964970716,PLINE200,UP,"","",ELECTRA_CF
2023-01-21 02:14:20,964969418,PLINE200,DOWN,"","",GRINDER
2023-01-21 02:08:48,964968420,PLINE300,UP,"","",PRODUCER
2023-01-21 01:51:51,964965768,PLINE200,UP,"","",CINTILLIO
2023-01-21 01:50:57,964965534,PLINE200,UP,"","",TELACT8_1100
2023-01-21 01:45:23,964964151,PLINE300,DOWN,"","",TEL_LEAGA
2023-01-21 01:43:13,964963870,PLINE200,UP,"","",SICONNEX
2023-01-21 01:41:15,964963646,PLINE200,UP,"","",SST_CU
2023-01-20 23:47:09,964938205,PLINE300,UP,"","",SABRE
2023-01-20 23:25:14,964931637,PLINE300,DOWN,"","",WAFERSTORM
2023-01-20 23:15:53,964929474,PLINE200,DOWN,"","",TELACT8_1100
2023-01-20 23:13:03,964928789,PLINE200,DOWN,"","",SST_CU
2023-01-20 23:04:33,964926469,PLINE300,UP,"","",SEZ304_2
2023-01-20 23:02:17,964925980,PLINE300,DOWN,"","",PRODUCER
2023-01-20 22:56:39,964924491,PLINE300,UP,"","",A412
2023-01-20 22:51:32,964923206,PLINE200,DOWN,"","",DOM_BEOL_CU
2023-01-20 22:42:57,964921112,PLINE300,DOWN,"","",REFLEXION_2
2023-01-20 22:32:13,964918599,PLINE200,UP,"","",MIRRA_3
2023-01-20 22:03:43,964914752,PLINE300,UP,"","",REFLEXION_2
2023-01-20 21:48:42,964913155,PLINE200,UP,"","",HERCULES_NIL
2023-01-20 21:32:30,964907784,PLINE200,DOWN,"","",HERCULES_NIL
2023-01-20 21:25:33,964906815,PLINE300,UP,"","",PRODUCER_4
2023-01-20 21:11:17,964904911,PLINE200,UP,"","",MIRRA_OX
2023-01-20 21:00:44,964903011,PLINE200,DOWN,"","",DNS_3
2023-01-20 20:41:12,964899855,PLINE300,UP,"","",EXCEL_1
2023-01-20 20:28:37,964898236,PLINE200,DOWN,"","",CHRONOS_WB
2023-01-20 20:23:00,964897606,PLINE300,UP,"","",2830ZT
2023-01-20 20:11:44,964895020,PLINE300,DOWN,"","",PRODUCER_4
2023-01-20 19:47:10,964890625,PLINE300,UP,"","",VERSALIS
2023-01-20 19:41:16,964889500,PLINE300,DOWN,"","",SEZ304_2
2023-01-20 19:25:47,964884624,PLINE300,UP,"","",CIRCL
2023-01-20 18:34:08,964873704,PLINE300,DOWN,"","",2830ZT
2023-01-20 18:33:38,964873582,PLINE200,UP,"","",GRINDER
2023-01-20 18:14:15,964866630,PLINE200,DOWN,"","",GRINDER
2023-01-20 17:46:53,964841248,PLINE300,DOWN,"","",EDR7100
2023-01-20 17:45:55,964838744,PLINE200,UP,"","",ARCHER
2023-01-20 17:44:47,964838316,PLINE300,UP,"","",SORT5
2023-01-20 17:42:31,964837711,PLINE300,UP,"","",PRODUCER_4
2023-01-20 17:12:53,964826024,PLINE300,DOWN,"","",SORT5
2023-01-20 16:44:56,964815594,PLINE300,DOWN,"","",A412
2023-01-20 16:29:17,964810945,PLINE300,DOWN,"","",REFLEXION_2
2023-01-20 15:30:11,964793656,PLINE300,UP,"","",EP5
2023-01-20 15:06:14,964784832,PLINE300,UP,UP,UP,LithoCluster_2000
2023-01-20 15:06:14,964784832,PLINE300,UP,UP,UP,TR2000
2023-01-20 14:43:13,964774084,PLINE300,DOWN,"","",CIRCL
2023-01-20 14:40:24,964772980,PLINE200,DOWN,"","",CINTILLIO
2023-01-20 14:28:24,964767245,PLINE300,DOWN,"","",SABRE
2023-01-20 14:23:03,964764778,PLINE300,DOWN,"","",EXCEL_1
2023-01-20 14:22:15,964764451,PLINE200,UP,"","",SEZ_3
2023-01-20 14:19:42,964763365,PLINE200,UP,"","",RAIDER
2023-01-20 14:08:36,964758220,PLINE200,DOWN,"","",RAIDER
2023-01-20 14:00:01,964754791,PLINE200,DOWN,"","",ELECTRA_CF
2023-01-20 13:43:02,964749505,PLINE200,DOWN,"","",ARCHER
2023-01-20 13:38:48,964747119,PLINE200,UP,"","",AMAT_CVD
2023-01-20 13:28:34,964743180,PLINE200,DOWN,"","",MIRRA_3
2023-01-20 13:22:33,964741720,PLINE300,UP,"","",DNS_4
2023-01-20 12:59:54,964734016,PLINE200,UP,"","",ASM1100
2023-01-20 12:36:01,964728704,PLINE200,UP,"","",EDGE_TRIM
2023-01-20 12:30:45,964726993,PLINE300,DOWN,"","",DNS_4
2023-01-20 12:08:54,964721246,PLINE300,DOWN,DOWN,UP,LithoCluster_2000
2023-01-20 12:08:54,964721246,PLINE300,UP,DOWN,UP,TR2000
2023-01-20 12:00:01,964717222,PLINE200,DOWN,"","",AMAT_CVD
2023-01-20 11:55:55,964715548,PLINE300,UP,"","",METRIOS
2023-01-20 11:54:03,964715147,PLINE300,UP,"","",TEM_METROLOGY
2023-01-20 11:45:39,964713290,PLINE200,UP,"","",DEBOND_CLEANER
2023-01-20 11:29:56,964703294,PLINE300,UP,"","",F_REX300X_2
2023-01-20 11:22:02,964700688,PLINE200,UP,"","",ENDURA_BAR
2023-01-20 11:03:42,964695592,PLINE300,UP,"","",SORT6
2023-01-20 10:59:14,964694501,PLINE200,DOWN,"","",ASM1100
2023-01-20 10:29:59,964684787,PLINE300,DOWN,"","",PRODUCER_4
2023-01-20 10:29:17,964684566,PLINE300,UP,"","",SABRE
2023-01-20 10:21:28,964680185,PLINE300,UP,"","",YS375
2023-01-20 10:12:18,964677019,PLINE200,UP,"","",SEZ_2
2023-01-20 10:07:10,964675240,PLINE300,UP,"","",SIGMA
2023-01-20 10:05:20,964674782,PLINE300,DOWN,"","",TEM_METROLOGY
2023-01-20 10:01:09,964673245,PLINE200,UP,"","",BH800
2023-01-20 09:57:35,964671929,PLINE300,DOWN,"","",METRIOS
2023-01-20 09:53:33,964670379,PLINE200,UP,"","",CENTURA_W
2023-01-20 09:32:57,964663521,PLINE300,DOWN,"","",F_REX300X_2
2023-01-20 09:17:37,964661160,PLINE200,DOWN,"","",MIRRA_OX
2023-01-20 09:10:30,964659986,PLINE300,DOWN,"","",SORT6
2023-01-20 09:00:34,964658428,PLINE300,DOWN,"","",SABRE
2023-01-20 08:43:31,964655327,PLINE200,UP,"","",40NT
2023-01-20 07:48:31,964650764,PLINE200,UP,"","",CINTILLIO
2023-01-20 07:24:54,964647685,PLINE200,DOWN,"","",DEBOND_CLEANER
2023-01-20 07:20:42,964646644,PLINE200,DOWN,"","",SICONNEX
2023-01-20 07:10:33,964644501,PLINE200,DOWN,"","",ENDURA_BAR
2023-01-20 07:03:16,964643527,PLINE300,UP,"","",SORT5
2023-01-20 06:56:45,964641835,PLINE200,DOWN,"","",SEZ_2
2023-01-20 06:47:20,964640555,PLINE300,DOWN,"","",YS375
2023-01-20 06:15:42,964635946,PLINE200,UP,"","",SPTS_OMEGA
2023-01-20 05:51:49,964631816,PLINE300,DOWN,"","",SIGMA
2023-01-20 05:32:59,964628031,PLINE300,UP,"","",PRODUCER_4
2023-01-20 05:00:26,964622644,PLINE200,DOWN,"","",CINTILLIO
2023-01-20 04:14:40,964615496,PLINE300,DOWN,"","",SORT5
2023-01-20 04:02:17,964613820,PLINE300,UP,UP,UP,LithoCluster_1000
2023-01-20 04:02:17,964613820,PLINE300,UP,UP,UP,TR1000
2023-01-20 03:31:43,964608062,PLINE200,UP,"","",GRINDER
2023-01-20 03:03:14,964602314,PLINE200,DOWN,"","",INNOLAS
2023-01-20 02:21:22,964597106,PLINE200,DOWN,"","",SPTS_OMEGA
2023-01-20 02:00:37,964593381,PLINE300,UP,"","",F_REX300X_2
2023-01-20 00:23:28,964582944,PLINE300,DOWN,"","",VERSALIS
2023-01-20 00:00:01,964579337,PLINE300,DOWN,DOWN,UP,LithoCluster_1000
2023-01-20 00:00:01,964579337,PLINE300,UP,DOWN,UP,TR1000
2023-01-19 23:10:13,964566176,PLINE200,DOWN,"","",GRINDER
2023-01-19 23:08:50,964565919,PLINE300,DOWN,"","",F_REX300X_2
2023-01-19 22:42:47,964559070,PLINE300,UP,"","",SORT4
2023-01-19 22:34:10,964557139,PLINE200,UP,"","",WETSTRIP_WB
2023-01-19 22:31:38,964556402,PLINE200,DOWN,"","",40NT
2023-01-19 22:18:02,964553753,PLINE200,UP,"","",POLYGON
2023-01-19 22:00:01,964549092,PLINE200,DOWN,"","",CENTURA_W
2023-01-19 21:44:54,964546787,PLINE200,DOWN,"","",WETSTRIP_WB
2023-01-19 21:37:08,964545168,PLINE300,DOWN,"","",SORT4
2023-01-19 20:56:21,964534173,PLINE200,UP,"","",GRINDER
2023-01-19 20:41:01,964528079,PLINE300,UP,"","",SEZ304
2023-01-19 20:35:29,964526995,PLINE200,DOWN,"","",POLYGON
2023-01-19 20:08:55,964521756,PLINE300,UP,"","",A412_4
2023-01-19 19:59:01,964519720,PLINE300,UP,"","",SORT6
2023-01-19 18:29:33,964505192,PLINE200,UP,"","",SPTS_OMEGA
2023-01-19 18:10:47,964497714,PLINE200,DOWN,"","",GRINDER
2023-01-19 17:39:17,964471762,PLINE200,UP,"","",WETSTRIP_WB
2023-01-19 17:38:10,964471218,PLINE300,UP,"","",NOKOTA
2023-01-19 17:08:29,964462965,PLINE200,UP,"","",TEMP_BONDER
2023-01-19 16:45:47,964457215,PLINE300,UP,"","",SP5
2023-01-19 16:32:46,964453798,PLINE300,UP,"","",ENDURA
2023-01-19 15:34:50,964431701,PLINE200,UP,"","",ACT12_MTM
2023-01-19 15:25:50,964429050,PLINE200,DOWN,"","",WETSTRIP_WB
2023-01-19 14:47:52,964411304,PLINE200,DOWN,"","",ACT12_MTM
2023-01-19 14:42:31,964409804,PLINE200,UP,"","",AP300
2023-01-19 14:34:40,964407330,PLINE200,DOWN,"","",TEMP_BONDER
2023-01-19 14:27:28,964404884,PLINE300,UP,"","",HAMATECH
2023-01-19 14:19:57,964402686,PLINE300,DOWN,"","",SEZ304
2023-01-19 14:05:46,964399384,PLINE300,UP,"","",GEMINI
2023-01-19 14:02:51,964398954,PLINE200,DOWN,"","",AP300
2023-01-19 13:45:35,964395166,PLINE300,UP,"","",CIRCL
2023-01-19 13:19:36,964383406,PLINE200,DOWN,"","",SPTS_OMEGA
2023-01-19 13:03:41,964380016,PLINE300,UP,"","",YS250
2023-01-19 13:03:36,964380003,PLINE200,UP,"","",ELECTRA_CU
2023-01-19 12:56:42,964379138,PLINE300,DOWN,"","",ENDURA
2023-01-19 12:23:45,964370643,PLINE300,UP,"","",INTEGRA
2023-01-19 12:03:04,964365759,PLINE200,UP,"","",AP300
2023-01-19 12:00:31,964365299,PLINE300,UP,"","",SP3
2023-01-19 11:49:51,964361912,PLINE300,UP,"","",TEL_TACTRAS
2023-01-19 11:41:56,964358787,PLINE300,DOWN,"","",SP3
2023-01-19 11:29:51,964353601,PLINE200,UP,"","",CHRONOS_WB
2023-01-19 11:28:58,964353327,PLINE300,UP,"","",DNS_2
2023-01-19 11:17:16,964348615,PLINE300,UP,"","",F_REX300X_1
2023-01-19 11:05:59,964344804,PLINE300,UP,"","",HYBRID_BONDER
2023-01-19 11:03:03,964344016,PLINE200,DOWN,"","",ELECTRA_CU
2023-01-19 10:53:19,964337710,PLINE300,DOWN,"","",HYBRID_BONDER
2023-01-19 10:53:01,964337526,PLINE300,DOWN,"","",GEMINI
2023-01-19 10:46:05,964334077,PLINE200,UP,"","",SPTS_OMEGA
2023-01-19 10:36:33,964331474,PLINE300,UP,"","",F_REX300X_2
2023-01-19 10:31:44,964329984,PLINE300,DOWN,"","",CIRCL
2023-01-19 10:26:43,964328034,PLINE200,DOWN,"","",AP300
2023-01-19 10:26:34,964327973,PLINE300,UP,"","",DNS_5
2023-01-19 10:23:30,964327054,PLINE300,DOWN,"","",DNS_2
2023-01-19 10:22:07,964326707,PLINE300,DOWN,"","",SP5
2023-01-19 10:15:10,964323888,PLINE300,UP,"","",NX3DM
2023-01-19 09:58:16,964319405,PLINE200,DOWN,"","",SPTS_OMEGA
2023-01-19 09:53:24,964317968,PLINE300,DOWN,"","",YS250
2023-01-19 09:53:12,964317922,PLINE300,DOWN,"","",INTEGRA
2023-01-19 09:52:29,964317811,PLINE300,DOWN,"","",F_REX300X_1
2023-01-19 09:42:41,964314584,PLINE300,DOWN,"","",F_REX300X_2
2023-01-19 09:34:57,964312251,PLINE200,UP,"","",SPTS_OMEGA
2023-01-19 09:20:27,964309897,PLINE300,DOWN,"","",DNS_5
2023-01-19 09:19:48,964309662,PLINE200,UP,"","",LAM_POLY
2023-01-19 08:42:01,964301307,PLINE200,DOWN,"","",CHRONOS_WB
2023-01-19 08:26:30,964298921,PLINE200,UP,"","",DNS_8
2023-01-19 08:08:04,964296544,PLINE200,DOWN,"","",SEZ_3
2023-01-19 07:45:06,964290983,PLINE200,DOWN,"","",LAM_POLY
2023-01-19 07:39:11,964289703,PLINE300,DOWN,"","",TEL_TACTRAS
2023-01-19 07:37:39,964289243,PLINE300,UP,"","",OPTIMA
2023-01-19 07:03:32,964283225,PLINE300,UP,"","",INTREPID
2023-01-19 06:57:39,964282228,PLINE300,UP,"","",HRP340
2023-01-19 06:51:38,964281127,PLINE300,UP,"","",REFLEXION_2
2023-01-19 06:49:22,964280712,PLINE200,UP,"","",ELECTRA_CU
2023-01-19 06:40:04,964278770,PLINE300,DOWN,"","",INTREPID
2023-01-19 06:39:11,964278577,PLINE200,UP,"","",EPSILON
2023-01-19 06:30:01,964277221,PLINE300,DOWN,"","",PRODUCER_4
2023-01-19 06:16:54,964276373,PLINE300,DOWN,"","",HRP340
2023-01-19 06:02:27,964275315,PLINE300,UP,UP,UP,LithoCluster_1000
2023-01-19 06:02:27,964275315,PLINE300,UP,UP,UP,TR1000
2023-01-19 06:02:17,964275295,PLINE300,UP,UP,UP,LithoCluster_1950
2023-01-19 06:02:17,964275295,PLINE300,UP,UP,UP,TR1950
2023-01-19 06:00:01,964275004,PLINE200,DOWN,"","",EPSILON
2023-01-19 05:24:14,964267903,PLINE300,DOWN,"","",NX3DM
2023-01-19 05:04:01,964265588,PLINE200,DOWN,"","",ELECTRA_CU
2023-01-19 04:51:26,964264941,PLINE300,UP,"","",EAGLE12_3
2023-01-19 04:30:56,964263315,PLINE200,UP,"","",LAM_POLY
2023-01-19 04:19:23,964261134,PLINE300,DOWN,"","",REFLEXION_2
2023-01-19 03:53:13,964256176,PLINE200,UP,"","",SEZ_2
2023-01-19 03:50:20,964255744,PLINE200,UP,"","",NV8201
2023-01-19 03:49:16,964255563,PLINE200,UP,"","",TELACT8_200
2023-01-19 03:44:18,964255064,PLINE300,UP,"","",DNS_6
2023-01-19 03:32:47,964253888,PLINE300,UP,"","",DNS_5
2023-01-19 03:31:19,964253713,PLINE300,DOWN,"","",EAGLE12_3
2023-01-19 03:20:22,964251976,PLINE200,UP,"","",DNS_3
2023-01-19 03:08:55,964249811,PLINE200,DOWN,"","",SEZ_2
2023-01-19 02:54:09,964247798,PLINE300,UP,"","",REFLEXION_2
2023-01-19 02:41:49,964245730,PLINE300,UP,"","",ENDURA_4
2023-01-19 02:36:12,964244786,PLINE200,DOWN,"","",DNS_3
2023-01-19 02:28:24,964243682,PLINE200,UP,"","",TELACT8_1100
2023-01-19 02:25:24,964243143,PLINE200,UP,"","",TELACT8_750
2023-01-19 02:10:43,964240858,PLINE300,DOWN,"","",OPTIMA
2023-01-19 02:07:14,964240289,PLINE300,DOWN,"","",REFLEXION_2
2023-01-19 01:30:58,964234542,PLINE200,UP,"","",ELECTRA_CU
2023-01-19 01:13:31,964231471,PLINE200,DOWN,"","",DNS_8
2023-01-19 00:59:43,964228690,PLINE200,DOWN,"","",SPTS_OMEGA
2023-01-19 00:52:32,964226528,PLINE300,UP,"","",LAM_E5_2
2023-01-19 00:46:48,964225331,PLINE300,DOWN,"","",DNS_6
2023-01-19 00:43:35,964224771,PLINE300,DOWN,"","",DNS_5
2023-01-19 00:19:55,964222599,PLINE200,DOWN,"","",BH800
2023-01-19 00:16:15,964222097,PLINE200,DOWN,"","",TELACT8_1100
2023-01-19 00:14:19,964221565,PLINE200,DOWN,"","",TELACT8_750
2023-01-19 00:12:03,964221269,PLINE200,DOWN,"","",TELACT8_200
2023-01-19 00:00:01,964220193,PLINE300,DOWN,DOWN,UP,LithoCluster_1000
2023-01-19 00:00:01,964220193,PLINE300,UP,DOWN,UP,TR1000
2023-01-19 00:00:01,964220194,PLINE300,DOWN,DOWN,UP,LithoCluster_1950
2023-01-19 00:00:01,964220194,PLINE300,UP,DOWN,UP,TR1950
2023-01-18 23:53:20,964219267,PLINE200,UP,"","",TELACT8_750
2023-01-18 23:32:04,964215240,PLINE200,DOWN,"","",TELACT8_750
2023-01-18 23:29:24,964214647,PLINE200,DOWN,"","",NV8201
2023-01-18 23:28:58,964214431,PLINE200,UP,"","",MARANGONI
2023-01-18 23:22:54,964212810,PLINE300,UP,UP,UP,LithoCluster_3400
2023-01-18 23:22:54,964212810,PLINE300,UP,UP,UP,TR3400
2023-01-18 23:03:28,964208819,PLINE200,DOWN,"","",ELECTRA_CU
2023-01-18 22:55:01,964207033,PLINE300,DOWN,"","",SORT6
2023-01-18 22:49:58,964206473,PLINE200,DOWN,"","",MARANGONI
2023-01-18 22:44:36,964204765,PLINE300,UP,"","",SORT6
2023-01-18 22:39:24,964204073,PLINE300,UP,"","",VANTAGE
2023-01-18 22:25:23,964201069,PLINE200,DOWN,"","",LAM_POLY
2023-01-18 22:12:22,964196585,PLINE300,DOWN,"","",LAM_E5_2
2023-01-18 22:05:29,964194080,PLINE300,DOWN,"","",VANTAGE
2023-01-18 21:58:17,964191797,PLINE300,UP,"","",REFLEXION_2
2023-01-18 21:53:03,964190800,PLINE300,UP,"","",INTEGRA
2023-01-18 21:42:36,964189611,PLINE300,DOWN,"","",A412_4
2023-01-18 21:32:17,964188265,PLINE300,DOWN,"","",ENDURA_4
2023-01-18 21:30:00,964188002,PLINE300,DOWN,UP,DOWN,LithoCluster_3400
2023-01-18 21:30:00,964188002,PLINE300,DOWN,UP,DOWN,TR3400
2023-01-18 21:15:50,964185662,PLINE300,UP,"","",VANTAGE
2023-01-18 21:07:50,964184042,PLINE200,UP,"","",EPSILON2
2023-01-18 20:31:12,964178535,PLINE300,DOWN,"","",SORT6
2023-01-18 20:28:15,964178249,PLINE300,UP,"","",F_REX300X_2
2023-01-18 20:27:47,964178109,PLINE200,UP,"","",MOUNTER_LH
2023-01-18 20:08:18,964174489,PLINE200,DOWN,"","",MOUNTER_LH
2023-01-18 20:07:11,964174464,PLINE300,DOWN,"","",REFLEXION_2
2023-01-18 20:05:01,964174168,PLINE200,UP,"","",300MM_DICER
2023-01-18 19:36:46,964170272,PLINE300,UP,"","",2830ZT
2023-01-18 19:31:55,964169260,PLINE300,UP,"","",OPTIMA
2023-01-18 19:31:34,964169206,PLINE200,UP,"","",GRINDER
2023-01-18 18:53:16,964164001,PLINE300,UP,"","",LAM_E6_2
2023-01-18 18:41:00,964161668,PLINE300,UP,"","",SORT6
2023-01-18 18:36:32,964160453,PLINE200,UP,"","",AP300
2023-01-18 18:20:21,964155946,PLINE300,DOWN,"","",2830ZT
2023-01-18 17:50:48,964143553,PLINE200,UP,"","",EPSILON
2023-01-18 17:48:12,964141981,PLINE200,UP,"","",RIBER
