Datim,Duration,id,State,State_SC,State_TR
2023-01-06 16:00:00,2,1193,UP,"",""
2023-01-06 16:00:00,2,2027,UP,"",""
2023-01-06 16:30:00,1,710,UP,"",""
2023-01-06 16:30:00,1,2413,UP,DOWN,UP
2023-01-06 17:00:00,1,59,UP,"",""
2023-01-06 17:30:00,0.5,679,UP,"",""
2023-01-06 17:30:00,0.5,2353,UP,DOWN,UP
2023-01-06 18:00:00,0.5,2524,UP,UP,UP
2023-01-06 18:00:00,1,1884,UP,"",""
2023-01-06 18:00:00,2.901666666666667,2399,UP,DOWN,UP
2023-01-06 18:00:00,3,668,UP,"",""
2023-01-06 18:00:00,4,829,UP,"",""
2023-01-06 18:00:00,4,2064,DOWN,"",""
2023-01-06 18:00:00,6,1120,UP,"",""
2023-01-06 18:00:00,7,2297,UP,"",""
2023-01-06 18:48:44,2.956111111111111,1034,UP,"",""
2023-01-06 19:00:00,2.5,173,UP,"",""
2023-01-06 19:09:09,2.4702777777777776,972,UP,"",""
2023-01-06 20:00:00,1,2646,UP,UP,UP
2023-01-06 21:00:00,3,667,UP,"",""
2023-01-06 21:30:00,0.5,2525,UP,UP,UP
2023-01-06 21:55:21,,2064,UP,"",""
2023-01-06 22:00:00,2,612,UP,"",""
2023-01-06 22:00:00,8,1099,UP,"",""
2023-01-06 22:11:41,7.983888888888889,901,UP,"",""
2023-01-06 22:18:28,2.1597222222222223,1802,UP,"",""
2023-01-06 22:38:14,3.0927777777777776,1015,UP,"",""
2023-01-07 00:00:00,9,622,UP,"",""
2023-01-07 00:00:00,48,562,UP,"",""
2023-01-07 01:02:09,3.001388888888889,2163,UP,"",""
2023-01-07 04:00:00,6.085,1943,UP,"",""
2023-01-07 05:28:04,0.8419444444444445,1013,UP,"",""
2023-01-07 05:51:43,2.1380555555555554,1829,UP,"",""
2023-01-07 06:18:45,,1829,DOWN,"",""
2023-01-07 06:21:50,4.848888888888889,1012,UP,"",""
2023-01-07 06:34:38,,1829,UP,"",""
2023-01-07 06:40:58,3.0005555555555556,974,UP,"",""
2023-01-07 07:00:00,9.5,1124,UP,"",""
2023-01-07 07:41:05,4.315277777777778,1839,UP,"",""
2023-01-07 08:00:00,1,2647,UP,UP,UP
2023-01-07 08:30:00,2,2373,UP,DOWN,UP
2023-01-07 09:00:00,1,2333,UP,UP,UP
2023-01-07 09:00:00,1,2437,UP,UP,UP
2023-01-07 09:00:00,2,2458,UP,UP,UP
2023-01-07 09:00:00,28.5,620,UP,"",""
2023-01-07 10:00:00,0.5,2526,UP,UP,UP
2023-01-07 10:00:00,2,1228,UP,"",""
2023-01-07 10:00:00,2.462222222222222,920,UP,"",""
2023-01-07 10:00:00,8,1095,UP,"",""
2023-01-07 10:00:00,8,2062,UP,"",""
2023-01-07 11:00:00,1,2648,UP,UP,UP
2023-01-07 12:00:00,1,1892,UP,"",""
2023-01-07 12:00:00,3,786,UP,"",""
2023-01-07 12:42:35,4.058611111111111,1486,UP,"",""
2023-01-07 12:59:42,3.783888888888889,1011,UP,"",""
2023-01-07 14:00:00,4,2559,UP,UP,UP
2023-01-07 15:00:00,4,831,UP,"",""
2023-01-07 18:00:00,2,2332,UP,UP,UP
2023-01-07 18:30:00,5.5,1094,UP,"",""
2023-01-07 18:30:00,5.5,2055,UP,"",""
2023-01-07 18:51:03,4.9847222222222225,976,UP,"",""
2023-01-08 02:42:46,3.3308333333333335,2166,UP,"",""
2023-01-08 05:27:40,2.5388888888888888,924,UP,"",""
2023-01-08 06:00:00,1,1195,UP,"",""
2023-01-08 06:00:00,2,1742,UP,"",""
2023-01-08 06:19:08,4.1925,1005,UP,"",""
2023-01-08 07:43:23,3.04,971,UP,"",""
