FO_ROW_ID,ResTk,ResWBS,EVENT_ROW_ID,USER_ID,DATE_TIME_STAMP
736,NULL,NULL,963189894,stass,15/01/2023 18:24
736,4231167,31499/00880,963189898,stass,15/01/2023 18:24
736,NULL,NULL,963372432,groven85,16/01/2023 13:10
938,4229449,31299/01083,961236175,raymaek,08/01/2023 21:49
938,NULL,NULL,961248729,raymaek,09/01/2023 1:05
938,N/a,38199/01907,962227365,raymaek,12/01/2023 6:32
938,NULL,NULL,962242400,raymaek,12/01/2023 7:55
1056,4211149,98300/14175,959883542,vgompel,03/01/2023 10:04
1056,NULL,NULL,959924954,vgompel,03/01/2023 11:20
1056,4229897,98300/14175,961409062,vgompel,09/01/2023 17:01
1056,NULL,NULL,961518547,vgompel,09/01/2023 20:16
1056,4232098,98300/14175,963086613,vdveld25,15/01/2023 7:40
1056,NULL,NULL,963113198,vdveld25,15/01/2023 11:33
1062,4230898,32299/01899,962572589,wellens,13/01/2023 8:18
1062,NULL,NULL,962605513,wellens,13/01/2023 10:23
1062,4232285,32299/00352,964287716,wellens,19/01/2023 7:27
1062,NULL,NULL,964397538,wellens,19/01/2023 13:56
1062,4232294,32102/01048,964649340,wellens,20/01/2023 7:39
1062,NULL,NULL,964690553,wellens,20/01/2023 10:43
1073,4209212,31399/00039,960518771,raymaek,05/01/2023 14:58
1073,NULL,NULL,960521084,mendes43,05/01/2023 15:06
1073,4209223,31399/00039,960813967,raymaek,06/01/2023 14:29
1073,NULL,NULL,960884982,1f8psvc,06/01/2023 17:56
1073,4229197,31399/31519,961280619,dewild34,09/01/2023 9:16
1073,NULL,NULL,961349949,dewild34,09/01/2023 13:38
1073,4230060,31399/00039,961900018,raymaek,11/01/2023 6:25
1073,NULL,NULL,962007227,raymaek,11/01/2023 12:48
1073,4230066,31399/00039,962226561,raymaek,12/01/2023 6:25
1073,NULL,NULL,962318153,raymaek,12/01/2023 12:23
1073,4231589,31399/31519,962610754,dewild34,13/01/2023 10:45
1073,NULL,NULL,962688503,dewild34,13/01/2023 14:48
1073,4230965,43900/02205,963532258,raymaek,16/01/2023 21:50
1073,NULL,NULL,963578408,raymaek,17/01/2023 1:15
1073,4230968,43900/02205,963578455,raymaek,17/01/2023 1:15
1073,NULL,NULL,963603029,raymaek,17/01/2023 4:17
1073,4232611,32099/01506,963653620,dewild34,17/01/2023 9:46
1073,NULL,NULL,963751411,dewild34,17/01/2023 15:31
1073,4232776,31399/00039,963863177,raymaek,17/01/2023 22:02
1073,NULL,NULL,963900841,raymaek,18/01/2023 0:10
1073,4232706,32299/01936,964192982,raymaek,18/01/2023 22:02
1073,NULL,NULL,964239484,raymaek,19/01/2023 2:02
1073,4232788,31399/00039,964550315,raymaek,19/01/2023 22:05
1073,NULL,NULL,964587613,raymaek,20/01/2023 1:07
1073,4233220,32299/01084,964701510,dewild34,20/01/2023 11:23
1073,NULL,NULL,964793551,dewild34,20/01/2023 15:29
1073,4234839,32005/01717,965779051,dewild34,24/01/2023 12:59
1073,NULL,NULL,965850501,dewild34,24/01/2023 16:32
1082,4233797,36004/01225,966067130,geenen44,25/01/2023 10:49
1082,NULL,NULL,966084801,geenen44,25/01/2023 11:52
1232,4232629,32299/00013,964073150,schrauw,18/01/2023 14:43
1232,NULL,NULL,964102680,schrauw,18/01/2023 16:00
1249,4229761,30990/02250,961716028,chang92,10/01/2023 15:13
1249,NULL,NULL,961731895,vegava72,10/01/2023 16:22
1249,4230179,30990/02250,961959901,dubey63,11/01/2023 10:28
1249,NULL,NULL,961989384,ahmed76,11/01/2023 11:48
1249,4231077,36026/01221,962601320,mehdi55,13/01/2023 10:05
1249,NULL,NULL,962610101,mehdi55,13/01/2023 10:41
1249,4233424,30990/02250,964678370,patel41,20/01/2023 10:15
1249,NULL,NULL,964687540,patel41,20/01/2023 10:35
1249,4234771,30990/02250,965756175,dubey63,24/01/2023 11:20
1249,NULL,NULL,965773750,dubey63,24/01/2023 12:40
1249,4235147,30990/02250,966104790,dubey63,25/01/2023 13:21
1249,NULL,NULL,966133230,ahmed76,25/01/2023 15:01
1400,4235197,39423/01224,966051400,kimura50,25/01/2023 9:51
1400,NULL,NULL,966066877,kimura50,25/01/2023 10:48
1715,4232248,39425/01224,963282490,ceuppenj,16/01/2023 9:33
1715,NULL,NULL,963282555,ceuppenj,16/01/2023 9:33
2691,N/a,30990/02250,961358087,chang92,09/01/2023 14:06
2691,NULL,NULL,961383726,liang13,09/01/2023 15:32
2862,4231382,31199/01513,962392376,thomas96,12/01/2023 16:51
2862,NULL,NULL,962422071,thomas96,12/01/2023 18:03
2862,4233773,31199/01988,964826999,naqvi66,20/01/2023 17:15
2862,NULL,NULL,964901362,martin47,20/01/2023 20:47
3733,4231440,32099/01084,962555873,cuypers,13/01/2023 7:01
3733,NULL,NULL,962607415,cuypers,13/01/2023 10:28
3733,4231721,36671/01224,962677329,han41,13/01/2023 14:17
3733,NULL,NULL,962737025,han41,13/01/2023 17:08
3733,4234181,32299/02107,965369113,cuypers,23/01/2023 8:44
3733,NULL,NULL,965389226,ormerd14,23/01/2023 10:08
3824,4233485,98300/01969,964509046,leyssens,19/01/2023 18:45
3824,NULL,NULL,964522699,leyssens,19/01/2023 20:14
3824,N/a,39424/01221,966019325,leyssens,25/01/2023 7:07
3824,NULL,NULL,966063731,leyssens,25/01/2023 10:38
3828,4230838,97401/01775,962732733,moelants,13/01/2023 16:55
3828,NULL,NULL,962792203,moelants,13/01/2023 19:51
3828,4234239,44999/49500,965362707,moelants,23/01/2023 7:54
3828,NULL,NULL,965420863,moelants,23/01/2023 11:50
3830,4220764,31199/01513,960515289,cooman32,05/01/2023 14:42
3830,NULL,NULL,960532860,krishn87,05/01/2023 15:41
3830,N/a,31199/01513,964091336,krishn87,18/01/2023 15:28
3830,NULL,NULL,964124012,krishn87,18/01/2023 16:57
3838,4229542,39424/01224,961602297,vdveld25,10/01/2023 7:17
3838,NULL,NULL,961911567,1f8psvc,11/01/2023 7:27
3838,NULL,NULL,961913244,vdveld25,11/01/2023 7:32
3838,4233467,39424/01221,964468978,vdveld25,19/01/2023 17:30
3838,NULL,NULL,964514917,leyssens,19/01/2023 19:30
3840,4229790,44999/01997,962261455,locoroto,12/01/2023 9:31
3840,NULL,NULL,962308190,locoroto,12/01/2023 11:46
3840,4232260,44999/01997,964310602,locoroto,19/01/2023 9:26
3840,NULL,NULL,964370285,locoroto,19/01/2023 12:20
3845,4230033,39422/01224,962555508,bangel19,13/01/2023 6:58
3845,NULL,NULL,962607531,bangel19,13/01/2023 10:29
3845,N/a,39422/01224,962882240,bangel19,14/01/2023 7:21
3845,NULL,NULL,962902729,bangel19,14/01/2023 10:00
3845,N/a,39422/01221,964516111,bangel19,19/01/2023 19:36
3845,NULL,NULL,964520946,bangel19,19/01/2023 20:04
3845,4233451,39422/01224,965352361,bangel19,23/01/2023 7:06
3845,NULL,NULL,965404899,bangel19,23/01/2023 11:00
3846,N/a,39422/01221,960325656,bangel19,04/01/2023 20:05
3846,NULL,NULL,960341259,vranckxc,04/01/2023 22:07
3846,N/a,39422/01223,960534844,bangel19,05/01/2023 15:52
3846,NULL,NULL,960614667,bangel19,05/01/2023 21:00
3846,4232164,39422/01224,963096382,bangel19,15/01/2023 8:59
3846,NULL,NULL,963202047,bangel75,15/01/2023 19:48
3846,4233012,39422/01221,963785760,bermej14,17/01/2023 17:17
3846,NULL,NULL,963847024,1f8psvc,17/01/2023 20:34
3846,N/a,39422/01221,964105927,bermej14,18/01/2023 16:05
3846,NULL,NULL,964147304,1f8psvc,18/01/2023 17:56
3846,N/a,39422/36504,964170124,bangel19,18/01/2023 19:35
3846,NULL,NULL,964184444,bermej14,18/01/2023 21:11
3846,4233946,39422/01221,965016229,meulem85,21/01/2023 7:58
3846,NULL,NULL,965020494,meulem85,21/01/2023 8:23
3846,4234885,97401/02108,965787125,vlanck26,24/01/2023 13:39
3846,NULL,NULL,965832921,vlanck26,24/01/2023 15:24
3846,4235189,97401/02108,966042210,vlanck26,25/01/2023 9:21
3846,NULL,NULL,966055540,vlanck26,25/01/2023 10:06
3847,N/a,39422/01221,962283775,bermej14,12/01/2023 10:34
3847,NULL,NULL,962289255,janssenm,12/01/2023 10:49
3847,N/a,39422/01221,962289479,janssenm,12/01/2023 10:50
3847,NULL,NULL,962392323,meulem85,12/01/2023 16:51
3859,4229571,44999/01817,961154474,redants,08/01/2023 7:51
3859,NULL,NULL,961161398,redants,08/01/2023 9:12
3860,4229518,37004/01945,961332157,janard53,09/01/2023 11:58
3860,NULL,NULL,961344933,janard53,09/01/2023 13:16
3860,4231346,37004/01945,962566925,janard53,13/01/2023 7:51
3860,NULL,NULL,962584677,janard53,13/01/2023 9:03
3860,4233392,32299/31838,964454412,janard53,19/01/2023 16:34
3860,NULL,NULL,964513271,janard53,19/01/2023 19:11
3860,4235003,37004/01945,965795427,cooman32,24/01/2023 14:01
3860,NULL,NULL,965884747,cooman32,24/01/2023 18:10
3884,4208974,30990/02250,960743780,stokhof,06/01/2023 10:17
3884,NULL,NULL,960788232,stokhof,06/01/2023 12:43
3884,4218838,97406/01185,960816829,vais,06/01/2023 14:36
3884,NULL,NULL,960838904,vais,06/01/2023 15:45
3884,4229933,98300/01618,961619412,vranckee,10/01/2023 9:10
3884,NULL,NULL,961678406,stokhof,10/01/2023 13:23
3884,4230074,30990/02249,961678428,stokhof,10/01/2023 13:23
3884,NULL,NULL,961743686,hendri21,10/01/2023 16:54
3884,4229311,97406/01185,961743974,hendri21,10/01/2023 16:55
3884,NULL,NULL,961749199,planke49,10/01/2023 17:08
3884,4229975,97406/01185,961749235,planke49,10/01/2023 17:08
3884,NULL,NULL,961795744,planke49,10/01/2023 19:05
3884,4230047,43001/01668,961927050,verbeeck,11/01/2023 8:43
3884,NULL,NULL,961957232,verbeeck,11/01/2023 10:21
3884,4229972,30990/02249,962009975,stokhof,11/01/2023 13:05
3884,NULL,NULL,962395128,vais,12/01/2023 17:01
3884,4229303,97406/01185,962680574,vais,13/01/2023 14:26
3884,NULL,NULL,963387771,ripj,16/01/2023 14:06
3884,4230801,97406/01185,963772655,hendri21,17/01/2023 16:34
3884,NULL,NULL,963772678,hendri21,17/01/2023 16:35
3884,4230801,97406/01185,963774026,hendri21,17/01/2023 16:41
3884,NULL,NULL,963774083,hendri21,17/01/2023 16:41
3884,4230801,97406/01185,963774408,hendri21,17/01/2023 16:42
3884,NULL,NULL,963782939,hendri21,17/01/2023 17:04
3884,4232014,97406/01185,963985015,hendri21,18/01/2023 9:27
3884,NULL,NULL,964013281,hendri21,18/01/2023 11:11
3884,4233255,32299/00013,964048241,cochet,18/01/2023 13:26
3884,NULL,NULL,964092302,cochet,18/01/2023 15:31
3884,4233013,32008/00034,964297015,lux,19/01/2023 8:12
3884,NULL,NULL,964329563,lux,19/01/2023 10:30
3884,4233072,97406/01185,964730721,hendri21,20/01/2023 12:43
3884,NULL,NULL,964873364,cochet,20/01/2023 18:33
3884,4233375,32005/01299,965432478,ripj,23/01/2023 12:48
3884,NULL,NULL,965454563,ripj,23/01/2023 13:59
3884,4233435,97406/01185,965508283,planke49,23/01/2023 17:15
3884,NULL,NULL,965545703,planke49,23/01/2023 18:13
3884,4232823,97406/01185,965832615,hendri21,24/01/2023 15:24
3937,4234883,97401/02108,965709628,vlanck26,24/01/2023 8:52
3937,NULL,NULL,965768233,vlanck26,24/01/2023 12:14
3940,4234087,30990/02249,965385456,carval53,23/01/2023 9:53
3940,NULL,NULL,965605940,1f8psvc,23/01/2023 21:17
3960,4232047,30990/02249,963286172,stokhof,16/01/2023 9:35
3960,NULL,NULL,963301547,stokhof,16/01/2023 9:56
3960,4235242,30990/02249,966105163,tricas85,25/01/2023 13:22
3960,NULL,NULL,966113746,tricas85,25/01/2023 13:52
3965,NULL,NULL,965849883,cooman32,24/01/2023 16:28
3965,4234811,31199/02272,965849895,cooman32,24/01/2023 16:29
3965,NULL,NULL,965884698,cooman32,24/01/2023 18:10
3975,4217859,32099/01506,961342122,vdpeer,09/01/2023 13:03
3975,NULL,NULL,961413455,jmesse,09/01/2023 17:19
3975,4230088,32099/01506,963272927,vdpeer,16/01/2023 8:54
3975,NULL,NULL,963360488,vdpeer,16/01/2023 12:47
4419,4229270,97401/02110,962005491,segers56,11/01/2023 12:42
4419,NULL,NULL,962054743,segers56,11/01/2023 15:47
4419,4229500,44999/01882,962328567,arnett70,12/01/2023 13:17
4419,NULL,NULL,962424684,1f8psvc,12/01/2023 18:07
4419,NULL,NULL,964171897,han41,18/01/2023 19:53
4419,4233340,36671/01224,964171904,han41,18/01/2023 19:53
4419,NULL,NULL,964189373,han41,18/01/2023 21:39
4419,4233161,44042/49500,964297675,thomas82,19/01/2023 8:16
4419,NULL,NULL,964420213,wysock13,19/01/2023 15:08
4419,4234368,44042/49500,966113776,thomas82,25/01/2023 13:52
4419,NULL,NULL,966167771,thomas82,25/01/2023 16:46
4422,4229499,32299/00013,961933301,jslabbe,11/01/2023 9:01
4422,NULL,NULL,962030779,jslabbe,11/01/2023 14:22
4422,4232662,31012/01084,963695793,cuypers,17/01/2023 11:55
4422,NULL,NULL,963783986,sneyers,17/01/2023 17:06
4422,4232868,31012/01084,964377493,cuypers,19/01/2023 12:50
4422,NULL,NULL,964523401,daniel18,19/01/2023 20:17
4424,4229481,31012/01506,961287834,schoofs,09/01/2023 9:33
4424,NULL,NULL,961414182,hiro13,09/01/2023 17:24
4424,4229957,31012/01506,961616856,schoofs,10/01/2023 8:53
4424,NULL,NULL,961632710,hiro13,10/01/2023 10:15
4424,4231179,32299/02016,962278042,schoofs,12/01/2023 10:18
4424,NULL,NULL,962399369,vandrom,12/01/2023 17:19
4424,4231402,36671/01224,962608932,ameghn57,13/01/2023 10:37
4424,NULL,NULL,962660996,ameghn57,13/01/2023 13:27
4424,4231971,32299/02016,963269920,schoofs,16/01/2023 8:25
4424,NULL,NULL,963442002,schoofs,16/01/2023 16:59
4424,4232792,32299/02016,964312070,hiro13,19/01/2023 9:32
4424,NULL,NULL,964458114,hiro13,19/01/2023 16:48
4424,N/a,31012/01506,965369408,schoofs,23/01/2023 8:48
4424,NULL,NULL,965421971,schoofs,23/01/2023 11:53
4436,4231441,32099/01084,962555978,cuypers,13/01/2023 7:01
4436,NULL,NULL,962618536,cuypers,13/01/2023 11:06
4436,4234247,36003/01224,965255971,nong52,22/01/2023 14:41
4436,NULL,NULL,965266093,nong52,22/01/2023 16:24
4673,4209344,32299/00013,959937480,beirnaer,03/01/2023 12:12
4673,NULL,NULL,959968280,beirnaer,03/01/2023 14:10
4673,4219909,97406/01185,960050669,aarts61,03/01/2023 19:25
4673,NULL,NULL,960058635,aarts61,03/01/2023 20:08
4673,4220331,44999/01997,960159623,leruth67,04/01/2023 8:40
4673,NULL,NULL,960188482,leruth67,04/01/2023 10:36
4673,4209039,97401/01743,960227059,willegem,04/01/2023 13:32
4673,NULL,NULL,960314741,aarts61,04/01/2023 18:47
4673,4227823,97406/01185,960314829,aarts61,04/01/2023 18:47
4673,NULL,NULL,960320099,aarts61,04/01/2023 19:16
4673,4220238,97406/01185,960412525,tripat41,05/01/2023 8:20
4673,NULL,NULL,960514935,vais,05/01/2023 14:40
4673,4228998,97700/01345,960514963,vais,05/01/2023 14:40
4673,NULL,NULL,960530414,vais,05/01/2023 15:36
4673,4229150,32299/00013,960535572,beirnaer,05/01/2023 15:55
4673,NULL,NULL,960548327,beirnaer,05/01/2023 16:47
4673,4229227,32299/00013,960770331,beirnaer,06/01/2023 11:28
4673,NULL,NULL,960786457,beirnaer,06/01/2023 12:20
4673,4209042,97401/01743,960791829,willegem,06/01/2023 13:07
4673,NULL,NULL,960838809,mudige97,06/01/2023 15:44
4673,4220224,31399/01838,960838887,mudige97,06/01/2023 15:45
4673,NULL,NULL,960838907,vais,06/01/2023 15:45
4673,4209042,97401/01743,960838924,vais,06/01/2023 15:45
4673,NULL,NULL,960858234,mudige97,06/01/2023 17:05
4673,4220272,39320/36502,961273184,mander15,09/01/2023 8:14
4673,NULL,NULL,961292090,mander15,09/01/2023 9:49
4673,4229336,44999/01997,961311506,leruth67,09/01/2023 10:50
4673,NULL,NULL,961335019,leruth67,09/01/2023 12:12
4673,4229783,30990/02249,961353681,stokhof,09/01/2023 13:54
4673,NULL,NULL,961438596,stokhof,09/01/2023 18:02
4673,N/a,97700/01345,961646459,vais,10/01/2023 10:58
4673,NULL,NULL,961655517,vais,10/01/2023 11:22
4673,4220275,39320/36502,961928295,eswara57,11/01/2023 8:54
4673,NULL,NULL,961946871,eswara57,11/01/2023 9:51
4673,4230901,98300/01618,961963101,redants,11/01/2023 10:34
4673,NULL,NULL,962150983,billin72,11/01/2023 21:36
4673,4229877,97406/01185,962383067,lopezb41,12/01/2023 16:13
4673,NULL,NULL,962388575,lopezb41,12/01/2023 16:39
4673,4231549,98300/14175,962574690,maes72,13/01/2023 8:29
4673,NULL,NULL,962603236,maes72,13/01/2023 10:13
4673,4220293,97401/01743,962660487,willegem,13/01/2023 13:26
4673,NULL,NULL,962771443,tripat41,13/01/2023 18:23
4673,4230072,97406/01185,962775637,tripat41,13/01/2023 18:38
4673,NULL,NULL,963276350,eswara57,16/01/2023 9:17
4673,N/a,39320/36502,963276609,eswara57,16/01/2023 9:19
4673,NULL,NULL,963312190,eswara57,16/01/2023 10:18
4673,4232970,39320/36502,963776383,gianna53,17/01/2023 16:45
4673,NULL,NULL,964045927,willegem,18/01/2023 13:16
4673,4229779,97401/01743,964046016,willegem,18/01/2023 13:17
4673,NULL,NULL,964113630,cochet,18/01/2023 16:38
4673,4233254,32299/00013,964113792,cochet,18/01/2023 16:38
4673,NULL,NULL,964157355,cochet,18/01/2023 18:27
4673,4233514,36056/36504,964376150,eswara57,19/01/2023 12:39
4673,NULL,NULL,964394392,eswara57,19/01/2023 13:44
4673,4233600,32299/00013,964399275,cochet,19/01/2023 14:04
4673,NULL,NULL,964415714,cochet,19/01/2023 14:56
4673,4229781,97401/01743,964742436,willegem,20/01/2023 13:24
4673,NULL,NULL,964822922,tripat41,20/01/2023 17:03
4673,4233970,97406/01185,964822960,tripat41,20/01/2023 17:04
4673,NULL,NULL,964874701,tripat41,20/01/2023 18:38
4673,4232501,97401/00942,965384114,leruth67,23/01/2023 9:46
4673,NULL,NULL,965428619,mander15,23/01/2023 12:26
4673,4234342,97401/01743,965487957,willegem,23/01/2023 15:49
4673,NULL,NULL,965488083,willegem,23/01/2023 15:49
4673,4232997,30990/02249,965727446,marian80,24/01/2023 9:58
4673,NULL,NULL,965751335,marian80,24/01/2023 11:01
4673,N/a,39320/36502,966030300,mander15,25/01/2023 8:02
4673,NULL,NULL,966236462,billin72,25/01/2023 20:24
4806,NULL,NULL,962905705,tielens,14/01/2023 10:21
4806,4231805,32099/01506,962905709,tielens,14/01/2023 10:21
4806,NULL,NULL,962925346,tielens,14/01/2023 12:26
4926,4209260,32299/00013,959927701,dvriendt,03/01/2023 11:27
4926,NULL,NULL,959949955,dvriendt,03/01/2023 13:04
4926,4206370,44999/01997,959966576,maes72,03/01/2023 14:05
4926,NULL,NULL,959980164,maes72,03/01/2023 14:57
4926,N/a,39320/36502,960078732,michal78,03/01/2023 22:31
4926,NULL,NULL,960088323,michal78,03/01/2023 23:23
4926,N/a,39320/36502,960088342,michal78,03/01/2023 23:23
4926,NULL,NULL,960108452,michal78,04/01/2023 3:01
4926,N/a,39320/36502,960108459,michal78,04/01/2023 3:01
4926,NULL,NULL,960111360,michal78,04/01/2023 3:30
4926,4220098,37092/02170,960257134,janard53,04/01/2023 15:04
4926,NULL,NULL,960272528,janard53,04/01/2023 16:23
4926,4220349,32299/00013,960274359,beirnaer,04/01/2023 16:35
4926,NULL,NULL,960279222,beirnaer,04/01/2023 17:09
4926,N/a,39320/36502,960344226,michal78,04/01/2023 22:19
4926,NULL,NULL,960349692,michal78,04/01/2023 22:50
4926,4219882,43001/43193,960395151,dvriendt,05/01/2023 6:36
4926,NULL,NULL,960467958,dvriendt,05/01/2023 11:25
4926,4219884,43001/43193,960704542,beirnaer,06/01/2023 6:54
4926,NULL,NULL,960763608,beirnaer,06/01/2023 11:09
4926,N/a,39320/36502,960780238,dutrow20,06/01/2023 11:50
4926,NULL,NULL,960785652,dutrow20,06/01/2023 12:14
4926,N/a,39320/36502,960958883,michal78,06/01/2023 22:18
4926,NULL,NULL,960974009,michal78,07/01/2023 0:28
4926,4219892,43001/43193,961004230,redants,07/01/2023 5:51
4926,NULL,NULL,961005462,redants,07/01/2023 6:34
4926,4219892,43001/43193,961005463,redants,07/01/2023 6:34
4926,NULL,NULL,961009993,redants,07/01/2023 7:22
4926,4220352,32299/00013,961013028,beirnaer,07/01/2023 7:41
4926,NULL,NULL,961034175,beirnaer,07/01/2023 10:47
4926,N/a,39320/36502,961224902,derudd92,08/01/2023 19:27
4926,NULL,NULL,961233819,derudd92,08/01/2023 21:11
4926,N/a,39320/36502,961239733,derudd92,08/01/2023 22:42
4926,NULL,NULL,961243997,derudd92,08/01/2023 23:51
4926,4229566,32299/00013,961268583,cochet,09/01/2023 7:37
4926,NULL,NULL,961326174,beirnaer,09/01/2023 11:35
4926,4219902,43001/43193,961475687,engelen,09/01/2023 18:51
4926,NULL,NULL,961513796,engelen,09/01/2023 19:50
4926,N/a,39320/36502,961539168,decler36,09/01/2023 22:14
4926,NULL,NULL,961565588,dutrow20,10/01/2023 1:50
4926,4220355,32299/00013,961602181,cochet,10/01/2023 7:16
4926,NULL,NULL,961668974,beirnaer,10/01/2023 12:20
4926,4209265,32299/00013,961711901,heyvaerc,10/01/2023 14:59
4926,NULL,NULL,961789711,dvriendt,10/01/2023 18:20
4926,4219907,43001/43193,961790421,engelen,10/01/2023 18:23
4926,NULL,NULL,961795400,engelen,10/01/2023 18:58
4926,N/a,39320/36502,961837013,decler36,10/01/2023 22:31
4926,NULL,NULL,961869083,dutrow20,11/01/2023 2:17
4926,N/a,39320/36502,961869427,dutrow20,11/01/2023 2:22
4926,NULL,NULL,961871644,dutrow20,11/01/2023 2:42
4926,4220356,32299/00013,961945653,beirnaer,11/01/2023 9:45
4926,NULL,NULL,961993676,beirnaer,11/01/2023 12:01
4926,4209267,32299/00013,962008651,dvriendt,11/01/2023 12:57
4926,NULL,NULL,962116756,dvriendt,11/01/2023 19:04
4926,N/a,39320/36502,962130806,michal78,11/01/2023 20:30
4926,NULL,NULL,962141780,michal78,11/01/2023 21:15
4926,N/a,39320/36502,962141862,michal78,11/01/2023 21:16
4926,NULL,NULL,962155818,michal78,11/01/2023 22:06
4926,N/a,39320/36502,962160005,decler36,11/01/2023 22:26
4926,NULL,NULL,962197904,dutrow20,12/01/2023 2:11
4926,4219899,43001/43193,962224471,redants,12/01/2023 5:59
4926,NULL,NULL,962230459,redants,12/01/2023 6:50
4926,4220357,32299/00013,962240822,beirnaer,12/01/2023 7:47
4926,NULL,NULL,962267083,heyvaerc,12/01/2023 9:53
4926,4230866,37092/02174,962277027,janard53,12/01/2023 10:14
4926,NULL,NULL,962295242,janard53,12/01/2023 11:07
4926,4219899,43001/43193,962315540,maes72,12/01/2023 12:12
4926,NULL,NULL,962335905,maes72,12/01/2023 13:44
4926,4219910,43001/43193,962421207,engelen,12/01/2023 18:01
4926,NULL,NULL,962453207,engelen,12/01/2023 20:06
4926,N/a,39320/36502,962503249,decler36,13/01/2023 0:40
4926,NULL,NULL,962518910,decler36,13/01/2023 2:11
4926,4219900,43001/43193,962549652,redants,13/01/2023 6:04
4926,NULL,NULL,962553717,redants,13/01/2023 6:44
4926,4220358,32299/00013,962581912,beirnaer,13/01/2023 8:53
4926,NULL,NULL,962612447,beirnaer,13/01/2023 10:52
4926,4231692,98300/14175,962618621,maes72,13/01/2023 11:06
