CSIM_TIMESTAMP,Area,DEL_FLAG,ENT_NAME,FACILITY,ROW_ID
2022-11-17 17:30:23,Area/DDALD/Deposition/ALD,N,POLYGON_2,PLINE300,5266
2022-11-17 17:34:16,Area/DDDIFFUSION/Anneal/AnnealOven,N,P7_HITEMP,PLINE200,3940
2022-11-17 17:37:25,Area/ISE/Sorter/Sorter,N,SORT_CMP,PLINE200,3955
2022-11-17 17:45:21,Area/WBA/Assembly/Dicing,N,300MM_DICER,PLINE200,4424
2022-11-17 17:46:42,Area/WBA/Assembly/Bonding,N,TEMP_BONDER,PLINE200,9290
2022-11-17 17:53:39,Area/ISE/Etch/CombinedEtch,N,LAM_E6_2,PLINE300,21501
2022-11-17 17:54:25,Area/ILIME/Metrology/Defectivity,N,KLA2351,PLINE200,3860
2022-11-17 17:54:38,Area/ILIME/Metrology,N,RS75_CF,PLINE200,3949
2022-11-17 17:56:10,Area/ILIME/Metrology/Inspections,N,HITACHI5000,PLINE300,7554
2022-11-17 17:59:29,Area/DDCVD/Deposition/CVD,N,EXTREME_2,PLINE300,24044
2022-11-17 18:00:16,Area/ISE/Etch/CombinedEtch,N,LAM_E6_3,PLINE300,23357
2022-11-17 18:05:24,Area/ILIME/Metrology/Defectivity,N,CAMTEK,PLINE200,7932
2022-11-17 18:06:07,Area/WMCE/Cmp/Cmp,N,MIRRA_3,PLINE200,7518
