Begin,End,Fab300_Res_id,FACILITY,ResTk,Tool,User_id,WBS
2022-11-14 10:12:45,2022-11-14 13:54:53,92,PLINE300,N/a,HELIOS1200,verhoevj,36003/36503
2022-10-31 14:07:55,2022-10-31 17:37:43,93,PLINE300,4167152,HELIOS1200,peeter11,37092/02172
2022-11-15 19:36:54,2022-11-15 22:12:42,94,PLINE300,N/a,HELIOS1200,michal78,39320/36502
2022-11-15 22:18:27,2022-11-16 05:54:37,95,PLINE300,N/a,HELIOS1200,sterke41,39320/36502
2022-11-16 14:15:39,2022-11-16 17:32:27,96,PLINE300,N/a,HELIOS1200,sainch77,39320/36502
2022-11-16 19:06:06,2022-11-16 21:54:29,97,PLINE300,N/a,HELIOS1200,michal78,39320/36502
2022-11-17 06:27:34,2022-11-17 09:49:59,98,PLINE300,N/a,HELIOS1200,rutkow29,39320/36502
2022-11-17 14:42:56,2022-11-17 18:11:21,99,PLINE300,N/a,HELIOS1200,vrebos45,39320/36502
2022-11-14 14:23:43,2022-11-14 18:55:04,100,PLINE300,N/a,HELIOS1200,subedi56,39320/36502
2022-11-14 19:02:40,2022-11-14 21:44:40,101,PLINE300,N/a,HELIOS1200,sainch77,39320/36502
2022-11-14 23:02:01,2022-11-15 05:55:06,102,PLINE300,N/a,HELIOS1200,sterke41,39320/36502
2022-11-15 06:35:14,2022-11-15 09:53:31,103,PLINE300,N/a,HELIOS1200,zeleni15,39320/36502
2022-11-15 12:05:20,2022-11-15 13:48:49,104,PLINE300,N/a,HELIOS1200,rutkow29,39320/36502
2022-11-15 13:56:03,2022-11-15 17:31:14,105,PLINE300,N/a,HELIOS1200,subedi56,39320/36502
2022-11-08 21:52:28,2022-11-09 01:47:05,106,PLINE300,N/a,HELIOS1200,sainch77,39320/36502
2022-11-09 02:53:30,2022-11-09 05:49:22,107,PLINE300,N/a,HELIOS1200,subedi56,39320/36502
2022-11-09 06:25:32,2022-11-09 09:22:24,108,PLINE300,N/a,HELIOS1200,dutrow20,39320/36502
2022-11-10 22:07:25,2022-11-11 01:03:37,109,PLINE300,N/a,HELIOS1200,sainch77,39320/36502
2022-11-11 02:15:15,2022-11-11 05:52:35,110,PLINE300,N/a,HELIOS1200,sainch77,39320/36502
2022-11-14 06:50:06,2022-11-14 10:00:31,111,PLINE300,N/a,HELIOS1200,peeter11,39320/36502
2022-11-04 05:06:32,2022-11-04 05:42:13,112,PLINE300,N/a,HELIOS1200,vrebos45,39320/36502
2022-11-04 10:08:39,2022-11-04 14:06:55,113,PLINE300,N/a,HELIOS1200,michal78,39320/36502
2022-11-04 19:00:22,2022-11-04 21:50:50,114,PLINE300,N/a,HELIOS1200,sterke41,39320/36502
2022-11-04 22:06:12,2022-11-05 01:43:14,115,PLINE300,N/a,HELIOS1200,derudd92,39320/36502
2022-11-05 03:17:30,2022-11-05 05:56:55,116,PLINE300,N/a,HELIOS1200,vrebos45,39320/36502
2022-11-05 14:07:02,2022-11-05 18:14:27,117,PLINE300,N/a,HELIOS1200,pavlov38,39320/36502
2022-11-03 02:36:06,2022-11-03 05:57:09,118,PLINE300,N/a,HELIOS1200,vrebos45,39320/36502
2022-11-03 09:59:25,2022-11-03 14:04:20,119,PLINE300,N/a,HELIOS1200,michal78,39320/36502
2022-11-03 14:16:18,2022-11-03 16:38:15,120,PLINE300,N/a,HELIOS1200,subedi56,39320/36502
2022-11-03 17:21:06,2022-11-03 18:02:52,121,PLINE300,N/a,HELIOS1200,dutrow20,39320/36502
2022-11-03 20:32:06,2022-11-03 21:37:20,122,PLINE300,N/a,HELIOS1200,dutrow20,39320/36502
2022-11-03 22:15:01,2022-11-04 02:14:30,123,PLINE300,N/a,HELIOS1200,derudd92,39320/36502
2022-11-02 14:46:03,2022-11-02 17:36:08,124,PLINE300,4166760,DNS_6,drent34,31199/31811
2022-11-14 10:49:33,2022-11-14 12:20:09,125,PLINE300,4169529,DNS_6,rastog28,30990/32063
2022-11-16 12:55:51,2022-11-16 13:49:17,126,PLINE300,N/a,HELIOS460,maes72,98300/14175
2022-11-02 09:30:13,2022-11-02 14:03:06,127,PLINE300,4167398,F_REX300X_1,vdweeg61,38199/01284
2022-11-07 15:05:52,2022-11-07 20:15:18,128,PLINE300,4168707,F_REX300X_1,vdweeg61,38199/01284
2022-11-10 10:08:39,2022-11-10 10:09:50,129,PLINE300,4169227,F_REX300X_1,sugawa19,31399/01183
2022-11-14 13:12:56,2022-11-14 20:02:49,130,PLINE300,4170171,F_REX300X_1,sugawa19,31399/01183
2022-10-31 16:49:10,2022-10-31 18:03:14,131,PLINE300,4166692,TR1000,wouter12,31199/30079
2022-11-02 07:58:06,2022-11-02 09:55:06,132,PLINE300,4155595,TR1000,lecocq91,31199/30079
2022-11-03 08:02:17,2022-11-03 09:49:54,133,PLINE300,4158404,TR1000,maessc90,31199/30079
2022-11-04 08:14:12,2022-11-04 09:54:43,134,PLINE300,4158402,TR1000,lecocq91,31199/30079
2022-11-06 13:00:53,2022-11-06 14:33:46,135,PLINE300,4168646,TR1000,le27,31199/30079
2022-11-08 08:11:54,2022-11-08 08:28:59,136,PLINE300,4167929,TR1000,jacobs41,31199/01513
2022-11-10 07:58:29,2022-11-10 10:25:33,137,PLINE300,4167672,TR1000,maessc90,31199/30079
2022-11-10 17:01:33,2022-11-10 18:40:33,138,PLINE300,4168301,TR1000,wouter12,31199/30079
2022-11-14 08:58:02,2022-11-14 09:53:09,139,PLINE300,4169285,TR1000,lecocq91,31199/30079
2022-11-15 09:50:08,2022-11-15 11:12:41,140,PLINE300,4168303,TR1000,lecocq91,31199/30079
2022-11-16 08:02:11,2022-11-16 09:03:24,141,PLINE300,4169287,TR1000,lecocq91,31199/30079
2022-11-17 08:04:55,2022-11-17 09:47:11,142,PLINE300,4169289,TR1000,lecocq91,31199/30079
2022-11-10 12:38:32,2022-11-10 13:38:15,143,PLINE300,N/a,MC600I,sterke41,39320/36502
2022-11-03 20:17:05,2022-11-03 21:42:40,144,PLINE300,N/a,MC600I,claeseng,31299/01861
2022-11-17 01:48:13,2022-11-17 04:29:25,145,PLINE300,N/a,MC600I,claeseng,37093/02178
2022-11-02 20:01:29,2022-11-02 20:43:09,146,PLINE300,4167528,TR3400,furuka28,31199/01514
2022-11-03 08:29:59,2022-11-03 09:56:17,147,PLINE300,4167650,TR3400,roy82,31199/00653
2022-11-02 18:15:51,2022-11-02 19:38:17,148,PLINE300,4166283,SC3400,kato15,31199/30117
2022-11-02 20:01:13,2022-11-02 20:35:35,149,PLINE300,4167527,SC3400,furuka28,31199/01514
2022-11-03 08:30:14,2022-11-03 09:56:51,150,PLINE300,4167649,SC3400,roy82,31199/00653
2022-11-04 18:08:19,2022-11-04 23:01:45,151,PLINE200,4168337,KLA2351,gooris43,32299/31838
2022-11-07 07:15:11,2022-11-07 14:52:57,152,PLINE200,4168613,KLA2351,gompou79,32299/31838
2022-11-09 14:12:19,2022-11-09 19:10:57,153,PLINE200,4169305,KLA2351,gooris43,98300/14175
2022-11-07 09:03:39,2022-11-07 09:37:20,154,PLINE200,N/a,NOVA200,vdepauw,41603/41380
2022-11-03 11:12:45,2022-11-03 13:06:33,155,PLINE200,4157493,NOVA200,hendri21,97406/01185
2022-11-04 12:34:18,2022-11-04 13:37:35,156,PLINE200,4166207,NOVA200,hendri21,97406/01185
2022-11-04 14:08:25,2022-11-04 15:33:59,157,PLINE200,4168162,NOVA200,villal56,41603/49500
2022-11-08 07:26:53,2022-11-08 09:20:59,158,PLINE200,4168733,NOVA200,ripj,32005/01784
2022-11-17 07:59:07,2022-11-17 09:56:41,159,PLINE200,4170814,NOVA200,lux,32008/00034
2022-11-17 11:31:23,2022-11-17 11:57:34,160,PLINE200,4171871,NOVA200,tsvetani,38199/01838
2022-11-07 13:14:43,2022-11-07 15:42:14,161,PLINE200,4166921,XL30_CF,vdpeer,32099/01506
2022-11-10 10:15:38,2022-11-10 10:50:15,162,PLINE200,4169283,XL30_CF,jmesse,32099/01506
2022-10-31 11:25:08,2022-10-31 13:44:15,163,PLINE300,N/a,SU8000,billin72,39320/36502
2022-11-05 00:20:07,2022-11-05 06:15:12,164,PLINE300,N/a,SU8000,vdstaey,39320/36502
2022-11-08 03:26:11,2022-11-08 04:46:40,165,PLINE300,N/a,SU8000,subedi56,39320/36502
2022-11-09 04:48:41,2022-11-09 06:05:46,166,PLINE300,N/a,SU8000,vdstaey,39320/36502
2022-11-09 22:08:20,2022-11-10 00:52:49,167,PLINE300,N/a,SU8000,vdstaey,39320/36502
2022-11-10 03:33:02,2022-11-10 05:30:23,168,PLINE300,N/a,SU8000,subedi56,39320/36502
2022-11-03 06:37:13,2022-11-03 08:20:44,169,PLINE300,4167489,SU8000,vdbroecn,31199/31191
2022-11-08 09:01:50,2022-11-08 10:20:56,170,PLINE300,4168796,SU8000,maes72,98300/14175
2022-11-14 08:37:25,2022-11-14 09:37:13,171,PLINE300,4169845,SU8000,maes72,37004/15017
2022-11-15 08:43:41,2022-11-15 09:53:39,172,PLINE300,4170656,SU8000,maes72,37004/15017
2022-11-15 14:16:06,2022-11-15 14:55:23,173,PLINE300,4170165,SU8000,leruth67,44999/01882
2022-11-14 20:01:40,2022-11-14 21:35:18,174,PLINE300,N/a,SU8000,michal78,39320/36502
2022-11-02 11:45:18,2022-11-02 13:09:17,175,PLINE300,N/a,SU8000,dusar,98300/01969
2022-11-02 22:05:55,2022-11-03 01:24:38,176,PLINE300,N/a,SU8000,konecn85,98300/01535
2022-11-05 10:56:41,2022-11-05 11:44:00,177,PLINE300,N/a,SU8000,stiersj,38199/01490
2022-11-09 10:28:56,2022-11-09 11:56:30,178,PLINE300,N/a,SU8000,maes72,98300/01618
2022-11-14 14:50:38,2022-11-14 15:31:48,179,PLINE300,N/a,SU8000,maes72,37004/15017
2022-11-04 10:33:04,2022-11-04 11:14:46,180,PLINE200,N/a,PROFILER,redants,98300/01618
2022-11-15 10:40:36,2022-11-15 13:59:45,181,PLINE300,N/a,EXSOLVE,vhumbe97,39320/36502
2022-11-09 09:24:50,2022-11-09 11:59:14,182,PLINE300,N/a,TEM_METROLOGY,casill80,39320/36502
2022-11-02 08:57:31,2022-11-02 11:19:59,183,PLINE300,4167469,H6300_2,goovae19,31199/01918
2022-10-31 10:55:16,2022-10-31 12:34:15,184,PLINE300,N/a,VERIOS,billin72,39320/36502
2022-10-31 14:58:17,2022-10-31 16:59:03,185,PLINE300,N/a,VERIOS,billin72,39320/36502
2022-10-31 22:03:55,2022-11-01 01:23:11,186,PLINE300,N/a,VERIOS,vrebos45,39320/36502
2022-11-01 03:11:38,2022-11-01 05:53:06,187,PLINE300,N/a,VERIOS,derudd92,39320/36502
2022-11-02 00:38:14,2022-11-02 01:41:57,188,PLINE300,N/a,VERIOS,vrebos45,39320/36502
2022-11-02 03:18:34,2022-11-02 05:57:10,189,PLINE300,N/a,VERIOS,derudd92,39320/36502
2022-10-31 18:35:30,2022-10-31 21:36:00,190,PLINE300,N/a,VERIOS,peeter11,36003/36502
2022-11-05 06:32:56,2022-11-05 18:05:01,191,PLINE300,N/a,VERIOS,peeter11,36003/36502
2022-11-06 06:46:11,2022-11-06 16:23:59,192,PLINE300,N/a,VERIOS,peeter11,36003/36502
2022-11-07 08:02:15,2022-11-07 13:45:05,193,PLINE300,N/a,VERIOS,claeseng,32005/01718
2022-11-08 09:53:51,2022-11-08 13:01:28,194,PLINE300,N/a,VERIOS,claeseng,37299/01841
2022-11-15 22:09:28,2022-11-16 04:50:27,195,PLINE300,N/a,VERIOS,claeseng,97406/97283
2022-11-15 19:10:25,2022-11-15 20:02:25,196,PLINE300,N/a,VERIOS,subedi56,39320/36502
2022-11-16 10:46:32,2022-11-16 13:31:57,197,PLINE300,N/a,VERIOS,rutkow29,39320/36502
2022-11-16 14:45:20,2022-11-16 15:09:19,198,PLINE300,N/a,VERIOS,billin72,39320/36502
2022-11-16 15:33:14,2022-11-16 18:03:05,199,PLINE300,N/a,VERIOS,michal78,39320/36502
2022-11-17 10:43:51,2022-11-17 13:38:54,200,PLINE300,N/a,VERIOS,rutkow29,39320/36502
2022-11-17 14:39:32,2022-11-17 21:36:14,201,PLINE300,N/a,VERIOS,derudd92,39320/36502
2022-11-08 18:58:56,2022-11-08 21:55:44,202,PLINE300,N/a,VERIOS,vrebos45,39320/36502
2022-11-08 21:59:13,2022-11-09 01:35:49,203,PLINE300,N/a,VERIOS,subedi56,39320/36502
2022-11-09 22:06:57,2022-11-10 02:08:49,204,PLINE300,N/a,VERIOS,subedi56,39320/36502
2022-11-10 08:08:00,2022-11-10 09:22:42,205,PLINE300,N/a,VERIOS,billin72,39320/36502
2022-11-10 22:00:59,2022-11-11 03:33:08,206,PLINE300,N/a,VERIOS,vdstaey,39320/36502
2022-11-14 11:32:58,2022-11-14 14:02:02,207,PLINE300,N/a,VERIOS,rutkow29,39320/36502
2022-11-04 11:54:09,2022-11-04 13:48:04,208,PLINE300,N/a,VERIOS,sainch77,39320/36502
2022-11-05 22:47:56,2022-11-06 01:35:54,209,PLINE300,N/a,VERIOS,vdstaey,39320/36502
2022-11-07 14:09:07,2022-11-07 18:15:57,210,PLINE300,N/a,VERIOS,vrebos45,39320/36502
2022-11-07 20:33:31,2022-11-07 21:53:39,211,PLINE300,N/a,VERIOS,vrebos45,39320/36502
2022-11-08 08:05:37,2022-11-08 09:24:19,212,PLINE300,N/a,VERIOS,billin72,39320/36502
2022-11-08 15:09:18,2022-11-08 17:28:22,213,PLINE300,N/a,VERIOS,vrebos45,39320/36502
2022-11-02 22:00:44,2022-11-03 01:42:05,214,PLINE300,N/a,VERIOS,vrebos45,39320/36502
2022-11-03 03:19:05,2022-11-03 05:48:16,215,PLINE300,N/a,VERIOS,derudd92,39320/36502
2022-11-03 11:20:50,2022-11-03 13:41:32,216,PLINE300,N/a,VERIOS,sainch77,39320/36502
2022-11-03 22:04:02,2022-11-04 01:55:55,217,PLINE300,N/a,VERIOS,vrebos45,39320/36502
2022-11-04 03:43:25,2022-11-04 05:43:06,218,PLINE300,N/a,VERIOS,derudd92,39320/36502
2022-11-04 06:34:52,2022-11-04 08:16:52,219,PLINE300,N/a,VERIOS,sainch77,39320/36502
2022-11-09 18:14:23,2022-11-09 19:21:54,220,PLINE300,4169947,PROVISION2E,janard53,38199/01952
2022-11-05 16:06:33,2022-11-05 17:31:26,221,PLINE300,4168193,NXWAFER,vbelle62,36003/01224
2022-11-16 09:27:21,2022-11-16 14:19:36,222,PLINE300,4171192,NXWAFER,vbelle62,36003/01224
2022-11-14 15:33:00,2022-11-14 17:42:35,223,PLINE200,4170227,CS4800,moelants,37004/01376
2022-11-17 19:56:58,2022-11-17 21:12:06,224,PLINE200,4170594,CS4800,moelants,97401/01775
2022-11-03 10:43:00,2022-11-03 12:50:00,225,PLINE300,4167936,2830ZT,thukka30,30990/32063
2022-11-08 11:21:53,2022-11-08 11:57:26,226,PLINE300,4168880,2830ZT,sinha70,31499/00379
2022-11-10 14:34:34,2022-11-10 17:05:24,227,PLINE300,4169016,2830ZT,devul,31499/02121
2022-11-16 19:04:16,2022-11-16 21:59:48,228,PLINE300,N/a,SEMVISION,sainch77,39320/36502
2022-11-16 22:35:04,2022-11-17 03:47:02,229,PLINE300,N/a,SEMVISION,dutrow20,39320/36502
2022-11-03 17:33:48,2022-11-03 21:31:34,230,PLINE300,N/a,SEMVISION,sterke41,39320/36502
2022-11-04 22:02:06,2022-11-04 23:43:36,231,PLINE300,N/a,SEMVISION,vdstaey,39320/36502
2022-11-06 04:45:18,2022-11-06 06:04:13,232,PLINE300,N/a,SEMVISION,vdstaey,39320/36502
2022-11-07 12:20:44,2022-11-07 13:46:45,233,PLINE300,N/a,SEMVISION,dutrow20,39320/36502
2022-11-15 07:58:19,2022-11-15 10:11:41,234,PLINE300,4167971,SEMVISION,beirnaer,32299/00013
2022-11-15 15:04:05,2022-11-15 16:28:40,235,PLINE300,4167980,SEMVISION,dusar,44999/02213
2022-11-14 08:01:52,2022-11-14 10:02:18,236,PLINE300,4167556,SEMVISION,beirnaer,32299/00013
2022-11-14 12:13:40,2022-11-14 14:03:51,237,PLINE300,4170164,SEMVISION,janard53,00999/00505
2022-11-14 15:25:36,2022-11-14 16:29:25,238,PLINE300,4167487,SEMVISION,michal78,43013/97275
2022-11-14 16:29:39,2022-11-14 17:10:03,239,PLINE300,4170848,SEMVISION,michal78,39320/36502
2022-11-15 06:01:06,2022-11-15 06:29:15,240,PLINE300,4167981,SEMVISION,redants,44999/02213
2022-11-15 06:29:19,2022-11-15 07:08:50,241,PLINE300,4167981,SEMVISION,redants,44999/02213
2022-11-09 06:16:31,2022-11-09 07:21:20,242,PLINE300,4166544,SEMVISION,engelen,31029/01811
2022-11-09 10:12:48,2022-11-09 12:10:46,243,PLINE300,4168842,SEMVISION,dvriendt,32299/00013
2022-11-09 13:54:02,2022-11-09 14:29:25,244,PLINE300,4166546,SEMVISION,redants,43001/01666
2022-11-09 14:38:16,2022-11-09 18:07:56,245,PLINE300,4166899,SEMVISION,beirnaer,32299/00013
2022-11-09 20:02:41,2022-11-09 20:43:06,246,PLINE300,4169945,SEMVISION,janard53,32299/01084
2022-11-10 07:07:35,2022-11-10 08:04:39,247,PLINE300,4168843,SEMVISION,dvriendt,32299/00013
2022-11-07 09:58:00,2022-11-07 12:11:44,248,PLINE300,4166517,SEMVISION,beirnaer,32299/00013
2022-11-07 15:06:08,2022-11-07 16:32:05,249,PLINE300,4168378,SEMVISION,janard53,00999/00505
