DATE_TIME_STAMP_Begin,DATE_TIME_STAMP_End,EVENT_ROW_ID_Begin,EVENT_ROW_ID_End,FO_ROW_ID,ResTk,USER_ID_Begin,USER_ID_End,WBS
2022-11-01 10:14:39,2022-11-01 12:01:50,945662497,945664322,13809,4155633,le27,le27,31199/30079
2022-11-01 10:06:07,2022-11-01 16:40:32,945662482,945666719,20891,4167252,muraki29,muraki29,32005/01675
2022-11-01 21:58:19,2022-11-02 01:40:04,945690609,945719429,10907,N/a,derudd92,derudd92,39320/36502
2022-11-02 00:38:14,2022-11-02 01:41:57,945717492,945719468,20579,N/a,vrebos45,vrebos45,39320/36502
2022-10-31 09:50:18,2022-11-02 04:07:21,945425807,945737719,14466,4167065,paolil45,braile95,31199/01988
2022-11-02 02:54:57,2022-11-02 05:34:32,945729140,945747782,20568,N/a,vrebos45,vrebos45,39320/36502
2022-11-02 03:18:34,2022-11-02 05:57:10,945731473,945749121,20579,N/a,derudd92,derudd92,39320/36502
2022-11-02 06:22:13,2022-11-02 06:47:00,945750196,945752996,20568,N/a,sainch77,sainch77,39320/36502
2022-11-01 11:01:25,2022-11-02 06:49:11,945662964,945753405,20573,4166885,naqvi66,willem81,31199/02273
2022-10-31 13:05:41,2022-11-02 06:49:23,945464306,945753438,13055,4167062,debruy71,willem81,98601/01062
2022-11-02 06:47:20,2022-11-02 09:18:16,945753156,945775583,10907,N/a,sainch77,sainch77,39320/36502
2022-11-02 09:03:40,2022-11-02 09:41:02,945773882,945779754,19200,4167074,arvind29,arvind29,31199/02272
2022-11-02 06:48:28,2022-11-02 09:41:07,945753261,945779781,20568,N/a,gade18,gade18,39320/36502
2022-11-02 07:58:10,2022-11-02 09:54:57,945764919,945784495,13809,4155594,lecocq91,lecocq91,31199/30079
2022-11-02 07:58:06,2022-11-02 09:55:06,945764907,945784529,13810,4155595,lecocq91,lecocq91,31199/30079
2022-11-02 09:22:56,2022-11-02 10:05:58,945776118,945787311,10907,4167497,dangol,dangol,38199/00881
2022-11-02 10:04:22,2022-11-02 10:37:43,945787163,945798310,9290,4167474,ghosh40,ghosh40,98500/01852
2022-11-02 09:26:22,2022-11-02 10:39:37,945776814,945798814,20891,4167257,muraki29,muraki29,32005/01675
2022-11-02 09:36:10,2022-11-02 10:42:50,945779014,945799700,4673,N/a,redants,redants,98300/01618
2022-11-02 10:04:04,2022-11-02 10:55:45,945787115,945802617,429,4167356,hsingy35,hsingy35,30990/32063
2022-10-31 07:30:14,2022-11-02 11:06:05,945392401,945804257,20749,4166906,das10,1f8psvc,31199/00651
2022-11-02 08:57:31,2022-11-02 11:19:59,945773528,945808411,20573,4167469,goovae19,goovae19,31199/01918
2022-11-02 08:20:29,2022-11-02 11:20:27,945767121,945808552,24044,N/a,goovae19,goovae19,31199/01918
2022-10-31 15:47:10,2022-11-02 11:51:19,945503900,945825411,13686,4167298,liang13,rastog28,30990/32063
2022-11-02 11:56:45,2022-11-02 12:41:05,945828924,945839903,19200,4167613,dcosters,dcosters,38199/01907
2022-11-02 10:11:16,2022-11-02 12:54:15,945789111,945843014,4926,4155482,beirnaer,beirnaer,32299/00013
2022-11-02 11:50:23,2022-11-02 12:55:00,945825188,945843088,10996,4167471,rastog28,demesm55,30990/32063
2022-11-02 12:06:36,2022-11-02 13:07:26,945832133,945845782,10206,4167428,lecocq91,lecocq91,31199/30079
2022-11-02 12:09:19,2022-11-02 13:08:50,945832506,945846176,429,4166993,hsingy35,hsingy35,30990/32063
2022-11-02 11:45:18,2022-11-02 13:09:17,945822702,945846246,5443,N/a,dusar,dusar,98300/01969
2022-11-02 09:30:02,2022-11-02 13:21:04,945777558,945848557,16067,4166506,soulie26,soulie26,32005/01697
2022-11-02 10:49:34,2022-11-02 14:02:08,945800931,945857525,14921,N/a,gade18,gade18,39320/36502
2022-11-02 09:30:13,2022-11-02 14:03:06,945777585,945857736,13186,4167398,vdweeg61,vdweeg61,38199/01284
2022-11-02 10:15:11,2022-11-02 14:07:11,945791188,945858765,10907,N/a,michal78,michal78,39320/36502
2022-11-02 09:43:34,2022-11-02 14:15:01,945780544,945860564,3854,4167493,vdalon75,jehoul85,98601/32063
2022-11-02 11:08:33,2022-11-02 14:39:57,945805083,945868091,20579,N/a,sainch77,billin72,39320/36502
2022-11-02 14:26:32,2022-11-02 15:02:39,945862979,945875577,19200,4167545,debruy71,debruy71,38199/37862
2022-11-02 13:43:46,2022-11-02 15:51:03,945853442,945889250,4419,4155813,segers56,segers56,97401/14983
2022-11-02 15:38:56,2022-11-02 15:58:08,945886153,945891409,7694,4167267,monter30,monter30,32299/00588
2022-11-02 11:51:23,2022-11-02 16:17:33,945825436,945896908,13686,4166322,rastog28,rastog28,30990/32063
2022-11-02 14:24:35,2022-11-02 16:37:12,945862370,945900169,4926,4155972,dusar,dusar,98300/01618
2022-11-02 15:18:25,2022-11-02 16:52:41,945880974,945901949,16067,4167125,agiann70,agiann70,31299/01284
2022-11-02 11:08:03,2022-11-02 16:56:21,945804879,945902558,704,4167406,witterst,witterst,31499/01715
2022-11-02 14:08:02,2022-11-02 17:12:41,945859113,945908108,10907,N/a,pavlov38,pavlov38,39320/36502
2022-11-02 17:08:36,2022-11-02 17:33:28,945907108,945912529,19200,4167625,choudh58,choudh58,98850/02081
2022-11-02 14:46:03,2022-11-02 17:36:08,945870612,945912845,10996,4166760,drent34,drent34,31199/31811
2022-11-02 14:27:16,2022-11-02 18:19:46,945863062,945936225,14921,N/a,martin29,martin29,42199/00160
2022-11-02 18:13:30,2022-11-02 19:27:03,945934496,945950156,8133,4167011,furuka28,furuka28,31199/01514
2022-11-02 18:15:51,2022-11-02 19:38:17,945935118,945951152,20795,4166283,kato15,kato15,31199/30117
2022-11-02 17:27:07,2022-11-02 20:10:20,945911311,945957961,4926,N/a,verhoevj,verhoevj,36003/36503
2022-11-02 20:01:13,2022-11-02 20:35:35,945956776,945960490,20795,4167527,furuka28,furuka28,31199/01514
2022-11-02 20:01:29,2022-11-02 20:43:09,945956873,945961847,20749,4167528,furuka28,furuka28,31199/01514
2022-11-02 20:10:47,2022-11-02 21:39:51,945957981,945972234,10907,N/a,verhoevj,verhoevj,36003/36503
2022-11-02 16:40:14,2022-11-02 21:50:03,945900428,945974508,10087,4167415,gompou79,gompou79,36003/36503
2022-11-02 14:42:19,2022-11-02 22:00:16,945868655,945975946,20579,N/a,peeter11,vrebos45,36003/36502
2022-11-02 13:52:20,2022-11-02 22:38:19,945855206,945981300,8487,4167322,pena,jaspers,98600/01847
2022-11-02 09:06:55,2022-11-02 23:52:17,945774114,945994284,12955,4166370,beggia74,irutha45,31199/01988
2022-11-02 22:05:55,2022-11-03 01:24:38,945976808,946002715,5443,N/a,konecn85,konecn85,98300/01535
