Cluster,Description,Fab300_Begin,Fab300_End,Fab300_Res_id,Fab300_User_id,FACILITY,IIO_Begin,IIO_End,IIO_Res_id,IIO_User_id,Modules,Tool,WBS
0,emar,2022-11-08 09:07:05,2022-11-08 13:16:06,495,canga29,PLINE300,2022-11-08 09:00:00,2022-11-08 11:00:00,784,canga29,"",SC2000,31199/01391
0,etch 2 wafers,2022-11-04 11:36:21,2022-11-04 13:15:32,487,marneffe,PLINE300,2022-11-04 11:00:00,2022-11-04 13:00:00,1464,marneffe,LP3;PM4;PM6,LAM_E6,31199/01956
0,Etch on EP check,2022-11-10 10:00:13,2022-11-10 11:21:00,422,jamieson,PLINE200,2022-11-10 10:00:00,2022-11-10 11:30:00,1191,jamieson,LP1;PM2,DOM_BEOL_CU,98300/01535
0,etching,2022-11-03 10:34:23,2022-11-03 11:16:59,499,ghorba81,PLINE300,2022-11-03 10:00:00,2022-11-03 12:00:00,1187,ghorba81,LP1;PM3,LAM_E6_2,31299/02062
0,exp,2022-11-02 18:15:51,2022-11-02 19:38:17,148,kato15,PLINE300,2022-11-02 18:00:00,2022-11-02 20:00:00,514,kato15,"",SC3400,31199/30117
0,exp,2022-11-10 10:39:01,2022-11-10 11:54:48,294,mingar54,PLINE200,2022-11-10 11:00:00,2022-11-10 12:30:00,1092,mingar54,"",AP300,32099/01821
0,exposure,2022-11-04 11:12:06,2022-11-04 13:54:39,293,guerrera,PLINE200,2022-11-04 10:30:00,2022-11-04 13:30:00,1098,guerrera,"",AP300,32299/00716
0,for Clement,2022-11-15 14:16:06,2022-11-15 14:55:23,173,leruth67,PLINE300,2022-11-15 14:00:00,2022-11-15 15:00:00,263,billin72,"",SU8000,44999/01882
0,fusion bonding of thinned wafers,2022-11-15 15:25:09,2022-11-15 19:19:37,316,vasch21,PLINE300,2022-11-15 13:00:00,2022-11-15 18:00:00,315,kennes63,"",HYBRID_BONDER,31012/01084
0,glass perminex glass bonding,2022-11-15 11:53:25,2022-11-15 16:42:00,428,arnett70,PLINE200,2022-11-15 11:00:00,2022-11-15 17:00:00,1115,arnett70,"",BONDER_200,44999/01882
0,GST composition,2022-11-08 11:21:53,2022-11-08 11:57:26,226,sinha70,PLINE300,2022-11-08 11:00:00,2022-11-08 13:00:00,872,sinha70,"",2830ZT,31499/00379
0,H-barrier exp,2022-11-02 11:08:03,2022-11-02 16:56:21,414,witterst,PLINE300,2022-11-02 10:30:00,2022-11-02 17:30:00,1166,witterst,LP1;CHB,ANELVA,31499/01715
0,HF/HNO3 WER test,2022-11-15 13:00:45,2022-11-15 16:35:00,512,lai86,PLINE300,2022-11-15 13:00:00,2022-11-15 17:00:00,1469,lai86,LP3;PM_R1,DVPRIME_1,32005/02270
0,HF-O3-APM CLEAN OF BARE SI,2022-11-02 14:46:03,2022-11-02 17:36:08,124,drent34,PLINE300,2022-11-02 15:00:00,2022-11-02 17:00:00,1293,drent34,LP1;LP2;MPC8,DNS_6,31199/31811
0,HfOx Deposition,2022-11-02 11:51:23,2022-11-02 16:17:33,470,rastog28,PLINE300,2022-11-02 12:00:00,2022-11-02 18:00:00,1428,rastog28,LP3;PM3,XP4_2,30990/32063
0,HMI,2022-11-07 09:57:08,2022-11-07 10:43:39,473,vallat65,PLINE300,2022-11-07 10:00:00,2022-11-07 11:00:00,1213,vallat65,LP1;PM6,TEL_TACTRAS3,98601/31507
0,HMI,2022-11-08 10:13:27,2022-11-08 10:52:34,458,vallat65,PLINE300,2022-11-08 10:30:00,2022-11-08 12:00:00,1455,vallat65,LP3;PM6,TEL_TACTRAS2,98601/31507
0,HPM Recipe,2022-11-14 10:49:33,2022-11-14 12:20:09,125,rastog28,PLINE300,2022-11-14 11:00:00,2022-11-14 14:00:00,1162,rastog28,LP1;MPC5,DNS_6,30990/32063
0,i,2022-11-02 09:36:10,2022-11-02 10:42:50,327,redants,PLINE300,2022-11-02 09:30:00,2022-11-02 11:00:00,214,redants,"",NOVA200_2,98300/01618
0,i,2022-11-04 05:57:22,2022-11-04 07:07:40,256,redants,PLINE300,2022-11-04 06:00:00,2022-11-04 08:00:00,179,redants,"",SEMVISION,31029/01811
0,i,2022-11-04 10:33:04,2022-11-04 11:14:46,180,redants,PLINE200,2022-11-04 10:30:00,2022-11-04 12:00:00,980,redants,"",PROFILER,98300/01618
0,i,2022-11-15 06:01:06,2022-11-15 06:29:15,240,redants,PLINE300,2022-11-15 06:00:00,2022-11-15 08:00:00,297,redants,"",SEMVISION,44999/02213
0,i,2022-11-15 06:29:19,2022-11-15 07:08:50,241,redants,PLINE300,2022-11-15 06:00:00,2022-11-15 08:00:00,297,redants,"",SEMVISION,44999/02213
0,i,2022-11-15 10:02:35,2022-11-15 11:47:02,87,vrancken,PLINE300,2022-11-15 10:00:00,2022-11-15 12:00:00,288,vrancken,"",HELIOS1200,37092/02172
0,IGZO,2022-11-07 16:36:50,2022-11-07 19:21:55,297,agiann70,PLINE300,2022-11-07 14:00:00,2022-11-07 19:00:00,1358,agiann70,LP2;CH4_MC;CHE,ENDURA_5,31299/01284
0,iLIME ID:20220819-103159-sinha70,2022-10-31 10:35:48,2022-10-31 12:36:54,348,dara85,PLINE300,2022-10-31 10:00:00,2022-10-31 14:00:00,848,dara85,"",TXRF300,31499/00379
0,iLIME request,2022-11-15 14:03:50,2022-11-15 14:37:21,360,tielens,PLINE300,2022-11-15 14:00:00,2022-11-15 15:00:00,351,tielens,"",JVX7300M,30990/01658
0,ILLUMINATOR - FULL Beam Rls,2022-11-16 10:59:22,2022-11-16 10:59:37,442,vespen36,PLINE200,2022-11-16 07:30:00,2022-11-16 11:30:00,1375,palomb58,PM2;PM3,SPTS_OMEGA,36004/01224
0,IMEC Clean (215),2022-11-14 10:49:33,2022-11-14 12:20:09,125,rastog28,PLINE300,2022-11-14 12:00:00,2022-11-14 15:00:00,1319,rastog28,LP2;MPC2,DNS_6,30990/32063
0,Important lot,2022-10-31 06:42:14,2022-10-31 07:36:27,318,redants,PLINE300,2022-10-31 07:00:00,2022-10-31 09:30:00,750,redants,"",INS3300,00999/00505
0,Insp,2022-10-31 05:56:57,2022-10-31 06:36:48,264,redants,PLINE300,2022-10-31 06:00:00,2022-10-31 08:00:00,163,redants,"",SEMVISION,37004/37141
0,Insp,2022-11-02 14:24:35,2022-11-02 16:37:12,254,dusar,PLINE300,2022-11-02 14:00:00,2022-11-02 15:00:00,167,dusar,"",SEMVISION,98300/01618
0,Insp,2022-11-03 06:08:43,2022-11-03 07:43:33,255,redants,PLINE300,2022-11-03 06:00:00,2022-11-03 08:00:00,168,redants,"",SEMVISION,43013/97275
0,Insp,2022-11-07 10:22:33,2022-11-07 11:11:33,323,engelen,PLINE300,2022-11-07 10:00:00,2022-11-07 10:30:00,831,engelen,"",INS300,98601/31507
0,Insp,2022-11-09 13:54:02,2022-11-09 14:29:25,244,redants,PLINE300,2022-11-09 14:00:00,2022-11-09 15:00:00,174,dusar,"",SEMVISION,43001/01666
0,inspect,2022-11-03 13:25:28,2022-11-03 14:47:09,284,chowri97,PLINE300,2022-11-03 13:00:00,2022-11-03 15:00:00,467,chowri97,"",KLA2925,31199/01988
0,inspection,2022-11-02 09:22:56,2022-11-02 10:05:58,84,dangol,PLINE300,2022-11-02 09:00:00,2022-11-02 10:00:00,780,dangol,"",HELIOS1200,38199/00881
0,inspection,2022-11-03 07:58:15,2022-11-03 09:50:38,85,beirnaer,PLINE300,2022-11-03 08:00:00,2022-11-03 10:00:00,238,stiersj,"",HELIOS1200,38199/01490
0,Inspection SIGE,2022-10-31 17:01:02,2022-10-31 18:30:28,331,rengo74,PLINE300,2022-10-31 15:30:00,2022-10-31 18:00:00,204,rengo74,"",NOVA200_2,32499/01906
0,Internal processing,2022-11-08 14:00:46,2022-11-08 14:57:19,317,rahmat49,PLINE300,2022-11-08 14:00:00,2022-11-08 15:00:00,393,rahmat49,"",F5_SCD,30990/32063
0,JSR,2022-10-31 16:48:50,2022-10-31 18:03:02,16,wouter12,PLINE300,2022-10-31 17:00:00,2022-10-31 19:00:00,481,perrem78,"",SC1000,31199/30079
0,JSR,2022-10-31 16:49:10,2022-10-31 18:03:14,131,wouter12,PLINE300,2022-10-31 17:00:00,2022-10-31 19:00:00,518,perrem78,"",TR1000,31199/30079
0,JSR,2022-11-02 20:01:13,2022-11-02 20:35:35,149,furuka28,PLINE300,2022-11-02 20:00:00,2022-11-02 21:30:00,688,furuka28,"",SC3400,31199/01514
0,JSR,2022-11-02 20:01:29,2022-11-02 20:43:09,146,furuka28,PLINE300,2022-11-02 20:00:00,2022-11-02 21:30:00,732,furuka28,"",TR3400,31199/01514
0,JSR Private,2022-11-04 14:03:19,2022-11-04 16:18:11,419,krishn87,PLINE200,2022-11-04 14:00:00,2022-11-04 16:00:00,1027,krishn87,"",ASM750,31199/01513
0,Laser delam of PI from Glass,2022-11-03 09:00:48,2022-11-03 09:57:25,496,segers56,PLINE200,2022-11-03 09:00:00,2022-11-03 11:00:00,989,segers56,"",LASERDEBOND,97401/14983
0,LF process development,2022-11-08 12:42:52,2022-11-08 15:50:32,507,dith82,PLINE300,2022-11-08 13:00:00,2022-11-08 16:00:00,1308,dith82,LP1;LP2;LP3;LP4;PM_R2,DVPRIME_1,98600/31827
0,lot,2022-11-05 09:56:09,2022-11-05 11:21:58,65,han41,PLINE200,2022-11-05 09:30:00,2022-11-05 11:30:00,1043,han41,"",FUSIONBONDER,36671/01224
0,lot,2022-11-07 20:48:52,2022-11-07 21:12:20,448,han41,PLINE200,2022-11-07 20:00:00,2022-11-07 21:30:00,1046,han41,"",TEMP_BONDER,36671/01224
0,lot,2022-11-10 19:14:46,2022-11-10 20:51:14,417,han41,PLINE200,2022-11-10 19:00:00,2022-11-10 22:00:00,1044,han41,"",GRINDER,36671/01224
0,Low T IGZO,2022-11-15 13:04:10,2022-11-15 17:16:39,35,dekkers,PLINE300,2022-11-15 13:00:00,2022-11-15 17:30:00,1276,dekkers,LP1;CH3;CHE,ENDURA_3,31499/01284
0,manual endpointing,2022-11-02 11:56:45,2022-11-02 12:41:05,479,dcosters,PLINE300,2022-11-02 11:30:00,2022-11-02 13:00:00,1203,dcosters,LP1;PM1,LAM_E6,38199/01907
0,MAZO devel,2022-11-03 10:43:00,2022-11-03 12:50:00,225,thukka30,PLINE300,2022-11-03 11:00:00,2022-11-03 13:00:00,338,thukka30,"",2830ZT,30990/32063
0,meas,2022-11-09 09:47:12,2022-11-09 11:22:53,347,willegem,PLINE300,2022-11-09 09:30:00,2022-11-09 11:00:00,205,delvaux,"",NOVA200_2,97401/01743
0,Measure lot AL214908,2022-11-04 10:38:10,2022-11-04 12:29:01,74,vdweeg61,PLINE300,2022-11-04 11:00:00,2022-11-04 13:00:00,1228,vdweeg61,LP1;PM3,CIRCL,32299/00352
0,measurement,2022-10-31 09:31:45,2022-10-31 09:56:38,375,arnou66,PLINE300,2022-10-31 09:30:00,2022-10-31 10:00:00,404,arnou66,"",SP5,30990/32063
0,measurement,2022-11-09 15:06:20,2022-11-09 15:10:02,379,sebai,PLINE300,2022-11-09 15:00:00,2022-11-09 16:00:00,382,sebai,"",SP5,32399/30027
0,measuremetn trilayer,2022-10-31 09:19:20,2022-10-31 12:26:51,437,perezl56,PLINE200,2022-10-31 09:00:00,2022-10-31 13:00:00,996,perezl56,"",CIPT,31499/01838
0,MEC,2022-11-08 07:26:53,2022-11-08 09:20:59,158,ripj,PLINE200,2022-11-08 07:00:00,2022-11-08 09:30:00,968,ripj,"",NOVA200,32005/01784
0,meting,2022-11-08 08:11:54,2022-11-08 08:28:59,136,jacobs41,PLINE300,2022-11-08 07:30:00,2022-11-08 09:00:00,882,jacobs41,"",TR1000,31199/01513
0,meting,2022-11-08 08:12:05,2022-11-08 08:28:47,26,jacobs41,PLINE300,2022-11-08 07:30:00,2022-11-08 09:00:00,879,jacobs41,"",SC1000,31199/01513
0,meting,2022-11-16 08:21:16,2022-11-16 08:33:03,70,beirnaer,PLINE300,2022-11-16 08:30:00,2022-11-16 09:00:00,1124,beirnaer,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,32299/00013
0,metro,2022-10-31 12:20:49,2022-10-31 12:21:18,319,hsingy35,PLINE300,2022-10-31 12:00:00,2022-10-31 13:00:00,394,houben21,"",SCD100,30990/32063
0,micledi,2022-11-15 09:32:00,2022-11-15 14:22:00,498,jslabbe,PLINE200,2022-11-15 09:00:00,2022-11-15 11:00:00,1094,jslabbe,"",LASERDEBOND,32099/30197
0,new recipe test in DCM4,2022-11-16 14:22:48,2022-11-16 16:24:00,464,kimura50,PLINE300,2022-11-16 15:00:00,2022-11-16 17:00:00,1305,kimura50,LP1;LP2;DCM4;LP3;LP4,XP8,39423/01225
0,OS,2022-11-14 10:50:36,2022-11-15 11:40:58,286,beggia74,PLINE300,2022-11-14 17:00:00,2022-11-14 18:00:00,637,beggia74,"",KLA2925,31199/00653
0,OS;test,2022-11-14 10:50:36,2022-11-15 11:40:58,286,beggia74,PLINE300,2022-11-15 11:30:00,2022-11-15 13:30:00,638,beggia74,"",KLA2925,31199/00653
0,Overpolish testing,2022-11-09 08:51:50,2022-11-09 09:55:05,60,kenens78,PLINE300,2022-11-09 09:00:00,2022-11-09 12:00:00,1282,kenens78,LP1;LP2;CLN,REFLEXION_4,31199/00653
0,Oxide depositions,2022-10-31 10:47:41,2022-10-31 12:24:51,463,gomezg80,PLINE300,2022-10-31 11:00:00,2022-10-31 14:30:00,1302,gomezg80,LP1;PM2,EXTREME_1,39424/01224
0,p,2022-11-02 08:20:29,2022-11-02 11:20:27,307,goovae19,PLINE300,2022-11-02 09:00:00,2022-11-02 12:00:00,1236,goovae19,LP1;LP2;PM1,EXTREME_2,31199/01918
0,p,2022-11-02 08:57:31,2022-11-02 11:19:59,183,goovae19,PLINE300,2022-11-02 09:00:00,2022-11-02 11:00:00,154,goovae19,"",H6300_2,31199/01918
0,p,2022-11-09 11:58:36,2022-11-09 16:19:33,314,goovae19,PLINE300,2022-11-09 13:00:00,2022-11-09 18:00:00,1237,goovae19,LP1;LP2;PM1,EXTREME_2,31199/01617
0,p,2022-11-17 10:22:07,2022-11-17 13:32:26,315,goovae19,PLINE300,2022-11-17 09:00:00,2022-11-17 12:30:00,1239,goovae19,LP1;LP2;LP3;PM1,EXTREME_2,98601/01062
0,P14 SADP,2022-11-16 13:58:26,2022-11-16 14:25:42,475,vallat65,PLINE300,2022-11-16 14:00:00,2022-11-16 15:00:00,1215,vallat65,LP1;PM6,TEL_TACTRAS3,31199/01889
0,P223984/2,2022-11-14 15:33:00,2022-11-14 17:42:35,223,moelants,PLINE200,2022-11-14 15:30:00,2022-11-14 17:30:00,1071,moelants,"",CS4800,37004/01376
0,P224185,2022-11-17 19:56:58,2022-11-17 21:12:06,224,moelants,PLINE200,2022-11-17 19:00:00,2022-11-17 21:00:00,1075,moelants,"",CS4800,97401/01775
0,particle meting 2x23 wafers,2022-11-15 15:02:12,2022-11-15 15:58:22,378,jehoul60,PLINE300,2022-11-15 15:00:00,2022-11-15 16:00:00,812,haider15,"",SP5,98601/01062
0,Passi Etch,2022-11-16 10:02:21,2022-11-16 11:36:10,483,jamieson,PLINE300,2022-11-16 10:00:00,2022-11-16 12:00:00,1448,jamieson,LP3;PM4,LAM_E6,37092/02170
0,pline use,2022-11-14 16:29:39,2022-11-14 17:10:03,239,michal78,PLINE300,2022-11-14 15:00:00,2022-11-14 17:00:00,889,michal78,"",SEMVISION,39320/36502
0,PMMA coupon etch,2022-11-02 09:03:40,2022-11-02 09:41:02,478,arvind29,PLINE300,2022-11-02 09:00:00,2022-11-02 11:00:00,1188,arvind29,LP1;PM1,LAM_E6,31199/02272
0,pocket wafer test,2022-11-03 15:16:34,2022-11-03 17:09:06,9,lai86,PLINE300,2022-11-03 15:00:00,2022-11-03 18:00:00,1461,lai86,LP4;SM2_3;SM2_4,CELLESTA,39422/01221
0,POR recipe - C1301,2022-11-14 09:21:10,2022-11-14 15:15:26,451,jedidi64,PLINE200,2022-11-14 09:00:00,2022-11-14 14:00:00,1111,jedidi64,"",TEMP_BONDER,31012/01084
0,prcoess hold lot with BS APM,2022-10-31 13:38:42,2022-10-31 15:54:39,505,lai86,PLINE300,2022-10-31 13:30:00,2022-10-31 17:00:00,1272,lai86,LP1;PM_L1;PM_L2,DVPRIME_1,37092/02174
0,Process development,2022-11-07 09:54:31,2022-11-07 10:23:00,343,rupp93,PLINE300,2022-11-07 09:30:00,2022-11-07 10:30:00,211,rupp93,"",NOVA200_2,97406/01934
0,Process lot AL217248,2022-11-10 06:33:14,2022-11-10 10:00:51,61,pittev,PLINE300,2022-11-10 06:30:00,2022-11-10 10:30:00,1255,pittev,LP1;LP2;CLN,REFLEXION_4,38199/01284
0,Process lot P223884 with a new r,2022-11-05 09:39:38,2022-11-05 11:59:39,421,vdveld25,PLINE200,2022-11-05 10:00:00,2022-11-05 13:30:00,1273,vdveld25,LP1;CHB,DCVD_CF,39424/01224
0,pwec,2022-11-10 06:59:22,2022-11-10 09:06:31,353,baudem,PLINE300,2022-11-10 07:00:00,2022-11-10 10:00:00,583,baudem,"",HITACHI5000,31199/01920
0,RAX;rax,2022-11-17 14:50:17,2022-11-17 19:59:21,10,hofman72,PLINE300,2022-11-17 14:30:00,2022-11-17 17:00:00,414,kim69,"",SC1950,31199/31147
0,recipe check,2022-11-09 14:12:19,2022-11-09 19:10:57,153,gooris43,PLINE200,2022-11-09 13:00:00,2022-11-09 16:00:00,1095,moet12,"",KLA2351,98300/14175
0,Reservation for Jelle,2022-11-02 09:30:13,2022-11-02 14:03:06,127,vdweeg61,PLINE300,2022-11-02 06:30:00,2022-11-02 14:00:00,1217,vdweeg61,LP1;LP2;CL1A;CL2A;CL3A;LP3;LP4;PM_A;PM_B,F_REX300X_1,38199/01284
0,Ru CMP ATLAS2 M1,2022-11-05 18:49:08,2022-11-05 21:11:48,32,raymaek,PLINE300,2022-11-05 18:30:00,2022-11-06 00:00:00,1313,raymaek,LP1;LP2;H4;PM3;PM1,REFLEXION,31399/00039
0,Ru Dep,2022-11-17 08:49:19,2022-11-17 10:06:07,305,mandal97,PLINE300,2022-11-17 08:30:00,2022-11-17 10:00:00,1284,mandal97,LP1;CH1_MC;CHE,ENDURA_5,31199/01765
0,Ru dep at 250C,2022-11-17 17:12:21,2022-11-17 18:57:11,416,mandal97,PLINE300,2022-11-17 16:30:00,2022-11-17 18:30:00,1274,mandal97,LP1;CH3;CHE,ENDURA_2,31199/01765
0,Sample practice on alignment.,2022-11-15 06:22:41,2022-11-15 09:51:36,466,sterckxg,PLINE300,2022-11-15 06:30:00,2022-11-15 08:00:00,618,sterckxg,"",EBEAM300,31199/31811
0,sample processing;processing samples,2022-11-15 09:41:57,2022-11-15 10:02:52,290,janssenm,PLINE200,2022-11-15 06:00:00,2022-11-15 22:00:00,1361,janssenm,LP2;ALCVD,POLYGON,39423/01221
0,SAQP P14,2022-11-16 13:26:21,2022-11-16 13:57:58,436,vallat65,PLINE300,2022-11-16 13:30:00,2022-11-16 14:30:00,1357,vallat65,LP2;PM3,LAM_E5,31199/01889
0,SAW BSPDN2,2022-11-02 15:38:56,2022-11-02 15:58:08,433,monter30,PLINE300,2022-11-02 15:30:00,2022-11-02 16:30:00,1342,monter30,LP2;PM4,LAM_E5,32299/00588
0,script recipes,2022-11-10 10:16:45,2022-11-10 11:59:48,472,popovici,PLINE300,2022-11-10 10:00:00,2022-11-10 12:00:00,1193,popovici,LP1;PM1,XP4_2,38199/00561
0,sem,2022-10-31 14:37:10,2022-10-31 15:22:04,330,tsvetani,PLINE300,2022-10-31 14:00:00,2022-10-31 15:30:00,259,tsvetani,"",NOVA200_2,38199/01838
0,sem,2022-11-02 10:11:16,2022-11-02 12:54:15,265,beirnaer,PLINE300,2022-11-02 10:00:00,2022-11-02 12:00:00,215,beirnaer,"",SEMVISION,32299/00013
0,sem,2022-11-03 13:15:37,2022-11-03 14:00:31,342,lux,PLINE300,2022-11-03 13:00:00,2022-11-03 14:00:00,894,lux,"",NOVA200_2,98500/01852
0,sem,2022-11-17 07:59:07,2022-11-17 09:56:41,159,lux,PLINE200,2022-11-17 08:00:00,2022-11-17 11:00:00,1097,lux,"",NOVA200,32008/00034
0,sem,2022-11-17 11:31:23,2022-11-17 11:57:34,160,tsvetani,PLINE200,2022-11-17 11:00:00,2022-11-17 12:00:00,978,tsvetani,"",NOVA200,38199/01838
0,SiGe SPC Development,2022-11-01 10:06:07,2022-11-01 16:40:32,492,muraki29,PLINE300,2022-11-01 10:00:00,2022-11-01 16:00:00,1333,muraki29,LP2;PM2;PM3;PM5;PM6,TEL_LEAGA,32005/01675
0,SOI processing,2022-11-15 07:32:37,2022-11-15 10:49:37,412,wellens,PLINE300,2022-11-15 07:30:00,2022-11-15 12:00:00,1234,wellens,LP1;LP2;CH3;CH5;CHC;CHE,ENDURA,32299/01899
0,SOI processing,2022-11-17 07:47:21,2022-11-17 13:55:38,413,wellens,PLINE300,2022-11-17 07:30:00,2022-11-17 12:30:00,1235,wellens,LP1;LP2;CH3;CH5;CHC;CHE,ENDURA,32299/00352
0,TBM development,2022-11-08 14:23:54,2022-11-08 16:24:22,449,patil20,PLINE200,2022-11-08 13:00:00,2022-11-08 16:00:00,1054,patil20,"",TEMP_BONDER,36671/01221
0,TEM prep,2022-11-07 09:48:27,2022-11-15 14:22:00,55,drijboom,PLINE300,2022-11-07 10:00:00,2022-11-07 17:30:00,308,drijboom,"",HELIOS_G5,42199/00160
0,TEM prep,2022-11-07 09:48:27,2022-11-15 14:22:00,55,drijboom,PLINE300,2022-11-08 10:00:00,2022-11-08 17:30:00,309,drijboom,"",HELIOS_G5,42199/00160
0,TEM prep,2022-11-07 09:48:27,2022-11-15 14:22:00,55,drijboom,PLINE300,2022-11-14 10:00:00,2022-11-14 17:30:00,310,drijboom,"",HELIOS_G5,42199/00160
0,test,2022-11-02 12:06:36,2022-11-02 13:07:26,364,lecocq91,PLINE300,2022-11-02 12:00:00,2022-11-02 13:30:00,936,dilien72,"",H5000_2,31199/30079
0,test,2022-11-02 18:13:30,2022-11-02 19:27:03,63,furuka28,PLINE300,2022-11-02 18:00:00,2022-11-02 20:30:00,923,furuka28,"",TR3300,31199/01514
0,test,2022-11-03 11:00:04,2022-11-03 12:40:41,292,vanpuym,PLINE200,2022-11-03 11:00:00,2022-11-03 13:00:00,982,noda11,"",ACT12_MTM,31012/01649
0,test,2022-11-07 08:26:43,2022-11-07 10:41:39,64,wouter12,PLINE300,2022-11-07 08:30:00,2022-11-07 11:00:00,961,cloost23,"",TR3300,31199/30079
0,test,2022-11-14 10:50:36,2022-11-15 11:40:58,286,beggia74,PLINE300,2022-11-14 11:00:00,2022-11-14 13:00:00,636,beggia74,"",KLA2925,31199/00653
0,test,2022-11-15 07:47:35,2022-11-15 12:08:24,289,cochet,PLINE300,2022-11-15 12:00:00,2022-11-15 13:00:00,744,cochet,"",FTIR_2,32299/00013
0,test,2022-11-16 10:01:04,2022-11-16 11:04:16,355,roy82,PLINE300,2022-11-16 10:00:00,2022-11-16 11:00:00,270,roy82,"",HITACHI5000,38199/01905
0,Test develop recipe,2022-11-05 08:42:23,2022-11-05 11:39:56,501,gomezg80,PLINE300,2022-11-05 08:30:00,2022-11-05 12:00:00,1465,gomezg80,LP3;PM3,ALTUS,39424/01224
0,test spc,2022-11-03 14:18:13,2022-11-03 14:33:39,357,pena,PLINE300,2022-11-03 14:30:00,2022-11-03 15:00:00,359,pena,"",JVX7300M,98600/01847
0,testing,2022-11-09 19:23:38,2022-11-09 20:00:20,363,janard53,PLINE300,2022-11-09 19:00:00,2022-11-09 20:00:00,1517,janard53,PM,EDR7100,00999/00505
0,TiN,2022-11-02 11:51:23,2022-11-02 16:17:33,470,rastog28,PLINE300,2022-11-02 12:00:00,2022-11-02 15:00:00,1323,rastog28,LP2;PM2,XP4_2,30990/32063
0,Tool-to-tool offset,2022-11-14 08:20:55,2022-11-14 09:45:34,15,newman74,PLINE300,2022-11-14 08:00:00,2022-11-14 10:00:00,44,newman74,"",H6300,31199/01995
0,training,2022-10-31 09:21:18,2022-10-31 13:35:15,368,koylan92,PLINE300,2022-10-31 09:00:00,2022-10-31 16:00:00,873,koylan92,"",TECNAIF30,42199/00160
0,training,2022-11-03 15:58:31,2022-11-03 17:04:35,12,monter30,PLINE300,2022-11-03 16:00:00,2022-11-03 17:00:00,12,monter30,"",H6300,31299/31818
0,Training EBSD Myriam Van De Peer,2022-11-07 13:14:43,2022-11-07 15:42:14,161,vdpeer,PLINE200,2022-11-07 13:00:00,2022-11-07 16:00:00,1051,jmesse,"",XL30_CF,32099/01506
0,Tuning Sicap,2022-11-04 10:04:05,2022-11-04 15:54:43,431,mauric47,PLINE300,2022-11-04 10:00:00,2022-11-04 17:00:00,1316,mauric47,LP2;RIB,CENTURA_IIIV,39421/01221
0,Use,2022-11-02 14:26:32,2022-11-02 15:02:39,480,debruy71,PLINE300,2022-11-02 14:30:00,2022-11-02 15:30:00,1457,debruy71,LP4;PM4;PM1,LAM_E6,38199/37862
0,Use,2022-11-16 09:23:34,2022-11-16 09:39:04,435,raymae79,PLINE300,2022-11-16 09:30:00,2022-11-16 10:00:00,1347,raymae79,LP2;PM4,LAM_E5,98601/01062
0,voormeting Ni sampels,2022-11-16 11:14:49,2022-11-16 12:30:14,439,raymaek,PLINE200,2022-11-16 11:00:00,2022-11-16 13:00:00,1082,raymaek,"",CIPT,31399/00039
0,Wafer processing,2022-11-07 16:51:23,2022-11-07 19:10:30,457,feurpr61,PLINE300,2022-11-07 16:30:00,2022-11-07 18:30:00,1432,feurpr61,LP3;PM6,TEL_TACTRAS2,31199/02273
0,Wafer thinning development,2022-11-17 13:58:48,2022-11-17 15:38:50,513,lai86,PLINE300,2022-11-17 13:00:00,2022-11-17 17:00:00,1470,lai86,LP3;PM_R1,DVPRIME_1,32299/00588
0,WS2 MOCVD,2022-11-16 17:15:17,2022-11-16 17:48:53,291,medina33,PLINE200,2022-11-16 17:00:00,2022-11-17 10:00:00,1317,medina33,LP2;NITRIDE,POLYGON,31499/00880
0,xsem,2022-11-07 09:03:39,2022-11-07 09:37:20,154,vdepauw,PLINE200,2022-11-07 09:00:00,2022-11-07 10:00:00,979,vdepauw,"",NOVA200,41603/41380
0,xsem,2022-11-07 14:18:43,2022-11-07 15:10:02,345,vais,PLINE300,2022-11-07 14:00:00,2022-11-07 15:00:00,200,vais,"",NOVA200_2,97700/01345
0,xsem,2022-11-08 09:01:50,2022-11-08 10:20:56,170,maes72,PLINE300,2022-11-08 08:30:00,2022-11-08 10:00:00,266,maes72,"",SU8000,98300/14175
0,xsem,2022-11-09 06:33:00,2022-11-09 09:25:03,346,maes72,PLINE300,2022-11-09 06:00:00,2022-11-09 08:30:00,262,maes72,"",NOVA200_2,98300/14175
0,xsem,2022-11-14 08:37:25,2022-11-14 09:37:13,171,maes72,PLINE300,2022-11-14 08:30:00,2022-11-14 10:00:00,264,maes72,"",SU8000,37004/15017
0,x-sem,2022-11-03 06:37:13,2022-11-03 08:20:44,169,vdbroecn,PLINE300,2022-11-03 06:30:00,2022-11-03 09:00:00,785,vdbroecn,"",SU8000,31199/31191
0,xsem training,2022-11-04 14:08:25,2022-11-04 15:33:59,157,villal56,PLINE200,2022-11-04 14:00:00,2022-11-04 15:30:00,976,vdepauw,"",NOVA200,41603/49500
1,AL210794/3,2022-11-10 12:04:47,2022-11-10 13:15:00,373,chen70,PLINE200,2022-11-10 12:00:00,2022-11-10 13:00:00,1064,chen70,"",SAM_AW300,38199/01132
1,alignment training on samples.,2022-11-16 06:13:15,2022-11-16 10:43:24,467,sterckxg,PLINE300,2022-11-16 06:30:00,2022-11-16 08:30:00,619,sterckxg,"",EBEAM300,31199/31811
