,Facility,Tool,Datim,State,State_SC,State_TR,id,Duration,BeginEndFlag
980,PLINE300,H5000_2,2023-01-24 02:00:00,UP,,,980.0,2.0,Begin
972,PLINE300,H5000_2,2023-01-24 04:00:00,UP,,,972.0,1.5,Begin
989,PLINE300,H5000_2,2023-01-24 12:00:00,UP,,,989.0,2.0,Begin
990,PLINE300,H5000_2,2023-01-24 16:00:00,UP,,,990.0,3.0,Begin
157,PLINE300,H5000_2,2023-01-25 11:58:00,UP,,,157.0,2.033333333333333,Begin
1000,PLINE300,H5000_2,2023-01-25 14:00:00,UP,,,1000.0,4.0,Begin
976,PLINE300,H5000_2,2023-01-26 11:00:00,UP,,,976.0,0.5,Begin
1001,PLINE300,H5000_2,2023-01-26 11:30:00,UP,,,1001.0,0.5,Begin
981,PLINE300,H5000_2,2023-01-26 12:00:00,UP,,,981.0,2.0,Begin
1776,PLINE300,TECNAIF30,2023-01-04 09:00:00,DOWN,,,1776.0,7.0,Begin
1777,PLINE300,TECNAIF30,2023-01-06 09:00:00,UP,,,1777.0,7.0,Begin
1778,PLINE300,TECNAIF30,2023-01-11 10:00:00,UP,,,1778.0,6.0,Begin
1779,PLINE300,TECNAIF30,2023-01-19 08:00:00,UP,,,1779.0,3.5,Begin
1780,PLINE300,TECNAIF30,2023-01-25 09:00:00,UP,,,1780.0,2.0,Begin
1811,PLINE300,TITAN,2023-01-03 07:00:00,DOWN,,,1811.0,5.5,Begin
1812,PLINE300,TITAN,2023-01-04 08:00:00,DOWN,,,1812.0,8.0,Begin
1813,PLINE300,TITAN,2023-01-05 07:00:00,DOWN,,,1813.0,10.0,Begin
1814,PLINE300,TITAN,2023-01-05 18:00:00,DOWN,,,1814.0,4.0,Begin
1815,PLINE300,TITAN,2023-01-06 18:00:00,DOWN,,,1815.0,4.0,Begin
820,PLINE300,TITAN,2023-01-06 21:55:00,UP,,,1815.0,4.0,Begin
1816,PLINE300,TITAN,2023-01-07 10:00:00,UP,,,1816.0,8.0,Begin
1817,PLINE300,TITAN,2023-01-07 18:30:00,UP,,,1817.0,5.5,Begin
1818,PLINE300,TITAN,2023-01-08 10:00:00,UP,,,1818.0,8.0,Begin
1819,PLINE300,TITAN,2023-01-08 18:30:00,UP,,,1819.0,5.5,Begin
1820,PLINE300,TITAN,2023-01-09 08:00:00,UP,,,1820.0,6.0,Begin
1821,PLINE300,TITAN,2023-01-09 18:00:00,UP,,,1821.0,3.0,Begin
417,PLINE300,TITAN,2023-01-10 10:00:00,UP,,,417.0,9.033333333333333,Begin
1822,PLINE300,TITAN,2023-01-11 10:00:00,UP,,,1822.0,12.0,Begin
1823,PLINE300,TITAN,2023-01-12 10:00:00,UP,,,1823.0,12.0,Begin
1824,PLINE300,TITAN,2023-01-13 01:00:00,UP,,,1824.0,4.0,Begin
1825,PLINE300,TITAN,2023-01-13 08:30:00,UP,,,1825.0,13.5,Begin
1980,PLINE300,TITAN,2023-01-14 13:00:00,UP,,,1980.0,4.0,Begin
1981,PLINE300,TITAN,2023-01-15 10:00:00,UP,,,1981.0,2.0,Begin
1826,PLINE300,TITAN,2023-01-17 19:30:00,UP,,,1826.0,2.5,Begin
821,PLINE300,TITAN,2023-01-17 20:24:00,DOWN,,,1826.0,2.5,Begin
1827,PLINE300,TITAN,2023-01-18 17:00:00,UP,,,1827.0,5.0,Begin
2056,PLINE300,TITAN,2023-01-19 00:37:00,UP,,,2056.0,3.316666666666667,Begin
1828,PLINE300,TITAN,2023-01-19 10:00:00,UP,,,1828.0,4.0,Begin
1829,PLINE300,TITAN,2023-01-19 16:00:00,UP,,,1829.0,6.0,Begin
2057,PLINE300,TITAN,2023-01-20 00:39:00,UP,,,2057.0,3.4,Begin
1830,PLINE300,TITAN,2023-01-20 09:30:00,UP,,,1830.0,7.5,Begin
2058,PLINE300,TITAN,2023-01-20 22:50:00,UP,,,2058.0,1.2166666666666666,Begin
418,PLINE300,TITAN,2023-01-23 16:46:00,UP,,,418.0,5.233333333333333,Begin
1831,PLINE300,TITAN,2023-01-24 06:00:00,UP,,,1831.0,8.0,Begin
1832,PLINE300,TITAN,2023-01-24 15:00:00,UP,,,1832.0,7.5,Begin
1833,PLINE300,TITAN,2023-01-25 06:00:00,UP,,,1833.0,10.5,Begin
1834,PLINE300,TITAN,2023-01-25 17:00:00,UP,,,1834.0,5.0,Begin
1835,PLINE300,TITAN,2023-01-26 06:00:00,UP,,,1835.0,11.0,Begin
2059,PLINE300,HELIOS450,2023-01-02 10:05:00,UP,,,2059.0,4.033333333333333,Begin
1267,PLINE300,HELIOS450,2023-01-11 10:00:00,DOWN,,,1267.0,3.0,Begin
188,PLINE300,HELIOS450,2023-01-11 14:00:00,DOWN,,,188.0,6.983333333333333,Begin
828,PLINE300,HELIOS450,2023-01-11 17:05:00,UP,,,188.0,6.983333333333333,Begin
1268,PLINE300,HELIOS450,2023-01-12 14:00:00,DOWN,,,1268.0,8.0,Begin
1269,PLINE300,HELIOS450,2023-01-13 07:00:00,DOWN,,,1269.0,8.0,Begin
1270,PLINE300,HELIOS450,2023-01-14 10:30:00,DOWN,,,1270.0,1.5,Begin
1271,PLINE300,HELIOS450,2023-01-15 12:30:00,DOWN,,,1271.0,3.5,Begin
830,PLINE300,HELIOS450,2023-01-15 15:23:00,UP,,,1271.0,3.5,Begin
1272,PLINE300,HELIOS450,2023-01-16 14:00:00,UP,,,1272.0,8.0,Begin
1273,PLINE300,HELIOS450,2023-01-17 14:00:00,UP,,,1273.0,8.0,Begin
1274,PLINE300,HELIOS450,2023-01-18 14:00:00,UP,,,1274.0,2.5,Begin
1275,PLINE300,HELIOS450,2023-01-19 10:00:00,UP,,,1275.0,6.0,Begin
1276,PLINE300,HELIOS450,2023-01-19 19:30:00,UP,,,1276.0,2.5,Begin
1277,PLINE300,HELIOS450,2023-01-20 06:00:00,UP,,,1277.0,4.0,Begin
1278,PLINE300,HELIOS450,2023-01-20 10:00:00,UP,,,1278.0,7.0,Begin
1266,PLINE300,HELIOS450,2023-01-26 09:00:00,UP,,,1266.0,4.0,Begin
2060,PLINE300,NOVA600,2023-01-23 13:35:00,UP,,,2060.0,2.1166666666666667,Begin
1607,PLINE300,NOVA600,2023-01-26 09:00:00,UP,,,1607.0,3.0,Begin
869,PLINE300,EXCEL_1,2023-01-10 09:30:00,UP,,,869.0,2.0,Begin
870,PLINE300,EXCEL_1,2023-01-13 11:00:00,UP,,,870.0,3.0,Begin
871,PLINE300,EXCEL_1,2023-01-18 10:00:00,UP,,,871.0,4.0,Begin
131,PLINE300,EXCEL_1,2023-01-25 10:23:00,UP,,,131.0,5.716666666666667,Begin
879,PLINE300,EXCEL_2,2023-01-05 14:00:00,UP,,,879.0,0.5,Begin
872,PLINE300,EXCEL_2,2023-01-05 16:30:00,UP,,,872.0,2.0,Begin
132,PLINE300,EXCEL_2,2023-01-10 10:00:00,UP,,,132.0,4.0,Begin
873,PLINE300,EXCEL_2,2023-01-16 15:00:00,DOWN,,,873.0,4.0,Begin
864,PLINE300,EXCEL_2,2023-01-16 15:33:00,UP,,,873.0,4.0,Begin
874,PLINE300,EXCEL_2,2023-01-17 15:30:00,UP,,,874.0,1.5,Begin
875,PLINE300,EXCEL_2,2023-01-18 13:00:00,UP,,,875.0,2.0,Begin
876,PLINE300,EXCEL_2,2023-01-19 15:30:00,UP,,,876.0,2.5,Begin
877,PLINE300,EXCEL_2,2023-01-24 15:30:00,UP,,,877.0,1.5,Begin
878,PLINE300,EXCEL_2,2023-01-25 14:30:00,UP,,,878.0,1.5,Begin
1255,PLINE300,HELIOS1200,2023-01-03 10:00:00,DOWN,,,1255.0,2.0,Begin
2061,PLINE300,HELIOS1200,2023-01-03 15:51:00,DOWN,,,2061.0,1.7833333333333334,Begin
888,PLINE300,HELIOS1200,2023-01-03 15:51:00,UP,,,2061.0,1.7833333333333334,Begin
2062,PLINE300,HELIOS1200,2023-01-03 18:57:00,UP,,,2062.0,2.4166666666666665,Begin
2063,PLINE300,HELIOS1200,2023-01-03 22:08:00,UP,,,2063.0,3.4833333333333334,Begin
2064,PLINE300,HELIOS1200,2023-01-04 02:07:00,UP,,,2064.0,3.8833333333333333,Begin
2065,PLINE300,HELIOS1200,2023-01-04 06:19:00,UP,,,2065.0,1.5666666666666667,Begin
169,PLINE300,HELIOS1200,2023-01-04 07:55:00,UP,,,169.0,2.0833333333333335,Begin
2066,PLINE300,HELIOS1200,2023-01-04 14:14:00,UP,,,2066.0,3.85,Begin
2067,PLINE300,HELIOS1200,2023-01-05 06:19:00,UP,,,2067.0,1.6,Begin
170,PLINE300,HELIOS1200,2023-01-05 08:00:00,UP,,,170.0,2.0,Begin
2068,PLINE300,HELIOS1200,2023-01-05 12:48:00,UP,,,2068.0,0.8,Begin
2069,PLINE300,HELIOS1200,2023-01-05 18:58:00,UP,,,2069.0,2.6666666666666665,Begin
171,PLINE300,HELIOS1200,2023-01-06 06:37:00,UP,,,171.0,3.3833333333333333,Begin
2070,PLINE300,HELIOS1200,2023-01-06 10:22:00,UP,,,2070.0,3.3666666666666667,Begin
184,PLINE300,HELIOS1200,2023-01-06 15:59:00,UP,,,184.0,2.0166666666666666,Begin
2071,PLINE300,HELIOS1200,2023-01-06 19:09:00,UP,,,2071.0,2.466666666666667,Begin
2072,PLINE300,HELIOS1200,2023-01-06 22:11:00,UP,,,2072.0,7.983333333333333,Begin
2073,PLINE300,HELIOS1200,2023-01-07 06:40:00,UP,,,2073.0,3.0166666666666666,Begin
172,PLINE300,HELIOS1200,2023-01-07 10:00:00,UP,,,172.0,2.45,Begin
2074,PLINE300,HELIOS1200,2023-01-07 18:51:00,UP,,,2074.0,4.983333333333333,Begin
173,PLINE300,HELIOS1200,2023-01-08 05:27:00,UP,,,173.0,2.55,Begin
2075,PLINE300,HELIOS1200,2023-01-08 07:43:00,UP,,,2075.0,3.033333333333333,Begin
2076,PLINE300,HELIOS1200,2023-01-08 11:32:00,UP,,,2076.0,3.7666666666666666,Begin
2077,PLINE300,HELIOS1200,2023-01-08 15:59:00,UP,,,2077.0,1.9833333333333334,Begin
2078,PLINE300,HELIOS1200,2023-01-08 18:54:00,UP,,,2078.0,4.95,Begin
2079,PLINE300,HELIOS1200,2023-01-09 06:38:00,UP,,,2079.0,3.283333333333333,Begin
174,PLINE300,HELIOS1200,2023-01-09 09:59:00,UP,,,174.0,2.0166666666666666,Begin
2080,PLINE300,HELIOS1200,2023-01-09 12:20:00,UP,,,2080.0,1.55,Begin
2081,PLINE300,HELIOS1200,2023-01-09 22:22:00,UP,,,2081.0,2.5,Begin
2082,PLINE300,HELIOS1200,2023-01-10 01:51:00,UP,,,2082.0,3.85,Begin
2083,PLINE300,HELIOS1200,2023-01-10 06:26:00,UP,,,2083.0,2.9,Begin
175,PLINE300,HELIOS1200,2023-01-10 09:50:00,UP,,,175.0,2.1666666666666665,Begin
2084,PLINE300,HELIOS1200,2023-01-10 12:03:00,UP,,,2084.0,0.7666666666666667,Begin
2085,PLINE300,HELIOS1200,2023-01-10 19:18:00,UP,,,2085.0,2.566666666666667,Begin
2086,PLINE300,HELIOS1200,2023-01-10 22:00:00,UP,,,2086.0,0.5166666666666667,Begin
2087,PLINE300,HELIOS1200,2023-01-11 06:24:00,UP,,,2087.0,1.5666666666666667,Begin
176,PLINE300,HELIOS1200,2023-01-11 08:00:00,UP,,,176.0,5.833333333333333,Begin
2088,PLINE300,HELIOS1200,2023-01-11 14:12:00,UP,,,2088.0,7.816666666666666,Begin
177,PLINE300,HELIOS1200,2023-01-12 07:00:00,UP,,,177.0,3.3833333333333333,Begin
1256,PLINE300,HELIOS1200,2023-01-13 08:00:00,DOWN,,,1256.0,2.0,Begin
1257,PLINE300,HELIOS1200,2023-01-13 14:00:00,DOWN,,,1257.0,2.0,Begin
894,PLINE300,HELIOS1200,2023-01-13 14:00:00,UP,,,1257.0,2.0,Begin
2089,PLINE300,HELIOS1200,2023-01-13 14:37:00,UP,,,2089.0,0.03333333333333333,Begin
2090,PLINE300,HELIOS1200,2023-01-13 17:20:00,UP,,,2090.0,0.9,Begin
2091,PLINE300,HELIOS1200,2023-01-13 19:29:00,UP,,,2091.0,2.0833333333333335,Begin
2092,PLINE300,HELIOS1200,2023-01-14 02:43:00,UP,,,2092.0,1.8,Begin
2093,PLINE300,HELIOS1200,2023-01-14 05:22:00,UP,,,2093.0,0.7333333333333333,Begin
2094,PLINE300,HELIOS1200,2023-01-14 06:42:00,UP,,,2094.0,7.8,Begin
1258,PLINE300,HELIOS1200,2023-01-14 10:00:00,UP,,,1258.0,2.0,Begin
2095,PLINE300,HELIOS1200,2023-01-14 15:30:00,UP,,,2095.0,2.55,Begin
2096,PLINE300,HELIOS1200,2023-01-14 19:08:00,UP,,,2096.0,11.066666666666666,Begin
178,PLINE300,HELIOS1200,2023-01-15 06:00:00,UP,,,178.0,2.0,Begin
2097,PLINE300,HELIOS1200,2023-01-15 10:20:00,UP,,,2097.0,7.783333333333333,Begin
2098,PLINE300,HELIOS1200,2023-01-15 18:54:00,UP,,,2098.0,3.066666666666667,Begin
895,PLINE300,HELIOS1200,2023-01-15 21:02:00,DOWN,,,2098.0,3.066666666666667,Begin
2099,PLINE300,HELIOS1200,2023-01-15 21:58:00,DOWN,,,2099.0,7.633333333333334,Begin
896,PLINE300,HELIOS1200,2023-01-15 21:58:00,UP,,,2099.0,7.633333333333334,Begin
2100,PLINE300,HELIOS1200,2023-01-16 06:31:00,UP,,,2100.0,3.533333333333333,Begin
179,PLINE300,HELIOS1200,2023-01-16 10:00:00,UP,,,179.0,2.0,Begin
180,PLINE300,HELIOS1200,2023-01-16 12:38:00,UP,,,180.0,1.7166666666666666,Begin
2101,PLINE300,HELIOS1200,2023-01-16 14:24:00,UP,,,2101.0,6.85,Begin
2102,PLINE300,HELIOS1200,2023-01-16 22:23:00,UP,,,2102.0,7.85,Begin
1259,PLINE300,HELIOS1200,2023-01-17 10:00:00,UP,,,1259.0,2.0,Begin
2103,PLINE300,HELIOS1200,2023-01-17 13:48:00,UP,,,2103.0,7.883333333333334,Begin
1260,PLINE300,HELIOS1200,2023-01-18 07:30:00,UP,,,1260.0,2.5,Begin
2104,PLINE300,HELIOS1200,2023-01-18 12:35:00,UP,,,2104.0,1.3333333333333333,Begin
2105,PLINE300,HELIOS1200,2023-01-18 14:23:00,UP,,,2105.0,7.383333333333334,Begin
2106,PLINE300,HELIOS1200,2023-01-18 22:00:00,UP,,,2106.0,7.783333333333333,Begin
185,PLINE300,HELIOS1200,2023-01-19 07:20:00,UP,,,185.0,3.05,Begin
2107,PLINE300,HELIOS1200,2023-01-19 10:31:00,UP,,,2107.0,3.183333333333333,Begin
2108,PLINE300,HELIOS1200,2023-01-19 14:21:00,UP,,,2108.0,3.7333333333333334,Begin
2109,PLINE300,HELIOS1200,2023-01-19 18:43:00,UP,,,2109.0,3.1333333333333333,Begin
2110,PLINE300,HELIOS1200,2023-01-19 22:21:00,UP,,,2110.0,7.316666666666666,Begin
2111,PLINE300,HELIOS1200,2023-01-20 06:29:00,UP,,,2111.0,0.0,Begin
2112,PLINE300,HELIOS1200,2023-01-20 06:31:00,UP,,,2112.0,1.6333333333333333,Begin
181,PLINE300,HELIOS1200,2023-01-20 08:00:00,UP,,,181.0,2.183333333333333,Begin
2113,PLINE300,HELIOS1200,2023-01-20 10:16:00,UP,,,2113.0,3.466666666666667,Begin
1252,PLINE300,HELIOS1200,2023-01-20 15:00:00,UP,,,1252.0,1.0,Begin
1264,PLINE300,HELIOS1200,2023-01-20 16:00:00,UP,,,1264.0,2.0,Begin
2114,PLINE300,HELIOS1200,2023-01-20 16:02:00,UP,,,2114.0,6.016666666666667,Begin
2115,PLINE300,HELIOS1200,2023-01-20 22:11:00,UP,,,2115.0,4.066666666666666,Begin
2116,PLINE300,HELIOS1200,2023-01-21 02:59:00,UP,,,2116.0,3.05,Begin
2117,PLINE300,HELIOS1200,2023-01-21 08:14:00,UP,,,2117.0,1.7166666666666666,Begin
1254,PLINE300,HELIOS1200,2023-01-21 10:00:00,UP,,,1254.0,2.0,Begin
2118,PLINE300,HELIOS1200,2023-01-21 12:14:00,UP,,,2118.0,6.133333333333334,Begin
2119,PLINE300,HELIOS1200,2023-01-22 06:41:00,UP,,,2119.0,3.8333333333333335,Begin
1261,PLINE300,HELIOS1200,2023-01-22 08:00:00,UP,,,1261.0,2.0,Begin
2120,PLINE300,HELIOS1200,2023-01-22 10:35:00,UP,,,2120.0,1.2333333333333334,Begin
2121,PLINE300,HELIOS1200,2023-01-22 12:23:00,UP,,,2121.0,6.216666666666667,Begin
2122,PLINE300,HELIOS1200,2023-01-23 06:36:00,UP,,,2122.0,3.4,Begin
182,PLINE300,HELIOS1200,2023-01-23 10:00:00,UP,,,182.0,2.0166666666666666,Begin
2123,PLINE300,HELIOS1200,2023-01-23 18:44:00,UP,,,2123.0,2.7,Begin
2124,PLINE300,HELIOS1200,2023-01-24 02:05:00,UP,,,2124.0,3.8333333333333335,Begin
2125,PLINE300,HELIOS1200,2023-01-24 06:33:00,UP,,,2125.0,3.433333333333333,Begin
183,PLINE300,HELIOS1200,2023-01-24 10:00:00,UP,,,183.0,2.05,Begin
2126,PLINE300,HELIOS1200,2023-01-24 13:41:00,UP,,,2126.0,5.083333333333333,Begin
2127,PLINE300,HELIOS1200,2023-01-24 19:53:00,UP,,,2127.0,1.9,Begin
2128,PLINE300,HELIOS1200,2023-01-24 21:56:00,UP,,,2128.0,0.13333333333333333,Begin
2129,PLINE300,HELIOS1200,2023-01-24 22:09:00,UP,,,2129.0,3.95,Begin
2130,PLINE300,HELIOS1200,2023-01-25 02:50:00,UP,,,2130.0,3.1666666666666665,Begin
2131,PLINE300,HELIOS1200,2023-01-25 06:24:00,UP,,,2131.0,1.4333333333333333,Begin
1262,PLINE300,HELIOS1200,2023-01-25 08:00:00,UP,,,1262.0,2.0,Begin
2132,PLINE300,HELIOS1200,2023-01-25 10:06:00,UP,,,2132.0,2.8,Begin
1253,PLINE300,HELIOS1200,2023-01-25 18:30:00,UP,,,1253.0,0.5,Begin
2133,PLINE300,HELIOS1200,2023-01-25 19:28:00,UP,,,2133.0,2.216666666666667,Begin
1263,PLINE300,HELIOS1200,2023-01-26 08:00:00,UP,,,1263.0,2.0,Begin
731,PLINE300,DNS_5,2023-01-11 09:00:00,UP,,,731.0,9.5,Begin
103,PLINE300,DNS_5,2023-01-18 16:00:00,UP,,,103.0,2.0,Begin
730,PLINE300,DNS_5,2023-01-24 16:30:00,UP,,,730.0,1.0,Begin
102,PLINE300,DNS_5,2023-01-25 16:00:00,UP,,,102.0,1.0,Begin
106,PLINE300,DNS_6,2023-01-05 07:00:00,UP,,,106.0,2.6,Begin
107,PLINE300,DNS_6,2023-01-06 07:00:00,UP,,,107.0,3.0,Begin
734,PLINE300,DNS_6,2023-01-11 09:30:00,UP,,,734.0,0.5,Begin
735,PLINE300,DNS_6,2023-01-17 11:00:00,UP,,,735.0,2.0,Begin
104,PLINE300,DNS_6,2023-01-17 13:00:00,UP,,,104.0,1.0,Begin
733,PLINE300,DNS_6,2023-01-17 18:00:00,UP,,,733.0,2.5,Begin
105,PLINE300,DNS_6,2023-01-20 11:00:00,UP,,,105.0,0.5,Begin
732,PLINE300,DNS_6,2023-01-20 16:00:00,UP,,,732.0,3.0,Begin
737,PLINE300,DNS_6,2023-01-24 09:00:00,UP,,,737.0,2.0,Begin
736,PLINE300,DNS_6,2023-01-25 14:30:00,UP,,,736.0,1.0,Begin
931,PLINE300,DNS_6,2023-01-25 14:39:00,DOWN,,,736.0,1.0,Begin
1775,PLINE300,T600,2023-01-25 14:00:00,UP,,,1775.0,7.0,Begin
1937,PLINE300,YS250,2023-01-02 13:00:00,DOWN,,,1937.0,11.0,Begin
1938,PLINE300,YS250,2023-01-03 11:00:00,UP,,,1938.0,13.0,Begin
1939,PLINE300,YS250,2023-01-04 13:00:00,DOWN,,,1939.0,14.0,Begin
1940,PLINE300,YS250,2023-01-05 08:30:00,UP,,,1940.0,6.5,Begin
1941,PLINE300,YS250,2023-01-05 18:00:00,UP,,,1941.0,6.0,Begin
1953,PLINE300,YS250,2023-01-06 08:00:00,UP,,,1953.0,1.0,Begin
1942,PLINE300,YS250,2023-01-06 09:00:00,UP,,,1942.0,7.5,Begin
1943,PLINE300,YS250,2023-01-06 18:00:00,UP,,,1943.0,7.0,Begin
1944,PLINE300,YS250,2023-01-11 17:00:00,UP,,,1944.0,7.0,Begin
1945,PLINE300,YS250,2023-01-12 11:00:00,UP,,,1945.0,4.0,Begin
1946,PLINE300,YS250,2023-01-12 18:00:00,UP,,,1946.0,6.0,Begin
1947,PLINE300,YS250,2023-01-13 17:00:00,DOWN,,,1947.0,7.0,Begin
1948,PLINE300,YS250,2023-01-17 11:00:00,UP,,,1948.0,9.0,Begin
438,PLINE300,YS250,2023-01-20 07:48:00,UP,,,438.0,2.466666666666667,Begin
1950,PLINE300,YS250,2023-01-20 10:00:00,UP,,,1950.0,1.0,Begin
1952,PLINE300,YS250,2023-01-20 14:00:00,UP,,,1952.0,4.0,Begin
954,PLINE300,YS250,2023-01-20 15:00:00,DOWN,,,1952.0,4.0,Begin
955,PLINE300,YS250,2023-01-20 17:50:00,UP,,,1952.0,4.0,Begin
1949,PLINE300,YS250,2023-01-21 08:00:00,UP,,,1949.0,3.5,Begin
1951,PLINE300,YS250,2023-01-21 14:00:00,UP,,,1951.0,13.0,Begin
433,PLINE300,XP8,2023-01-12 13:11:00,UP,,,433.0,3.816666666666667,Begin
435,PLINE300,XP8,2023-01-16 12:59:00,UP,,,435.0,3.0166666666666666,Begin
434,PLINE300,XP8,2023-01-19 13:35:00,UP,,,434.0,3.4166666666666665,Begin
436,PLINE300,XP8,2023-01-20 09:06:00,UP,,,436.0,7.4,Begin
437,PLINE300,XP8,2023-01-23 09:06:00,UP,,,437.0,7.4,Begin
1934,PLINE300,XP8,2023-01-24 09:30:00,UP,,,1934.0,8.0,Begin
965,PLINE300,XP8,2023-01-24 13:37:00,DOWN,,,1934.0,8.0,Begin
966,PLINE300,XP8,2023-01-24 15:19:00,UP,,,1934.0,8.0,Begin
1935,PLINE300,XP8,2023-01-26 09:30:00,UP,,,1935.0,8.5,Begin
1936,PLINE300,XP8,2023-01-26 10:30:00,UP,,,1936.0,5.0,Begin
190,PLINE300,HELIOS460,2023-01-03 15:06:00,UP,,,190.0,6.9,Begin
1284,PLINE300,HELIOS460,2023-01-04 14:00:00,UP,,,1284.0,4.0,Begin
2134,PLINE300,HELIOS460,2023-01-05 07:31:00,UP,,,2134.0,1.55,Begin
1280,PLINE300,HELIOS460,2023-01-05 14:00:00,UP,,,1280.0,4.0,Begin
1281,PLINE300,HELIOS460,2023-01-06 15:00:00,UP,,,1281.0,1.5,Begin
191,PLINE300,HELIOS460,2023-01-09 16:00:00,UP,,,191.0,2.0,Begin
1282,PLINE300,HELIOS460,2023-01-12 06:00:00,DOWN,,,1282.0,4.0,Begin
1283,PLINE300,HELIOS460,2023-01-13 11:00:00,UP,,,1283.0,2.0,Begin
1285,PLINE300,HELIOS460,2023-01-13 14:00:00,UP,,,1285.0,4.0,Begin
1286,PLINE300,HELIOS460,2023-01-19 10:00:00,UP,,,1286.0,4.0,Begin
1279,PLINE300,HELIOS460,2023-01-20 08:00:00,UP,,,1279.0,1.0,Begin
1287,PLINE300,HELIOS460,2023-01-20 10:00:00,UP,,,1287.0,7.0,Begin
1288,PLINE300,HELIOS460,2023-01-23 14:00:00,DOWN,,,1288.0,3.0,Begin
1020,PLINE300,HELIOS460,2023-01-23 16:46:00,UP,,,1288.0,3.0,Begin
189,PLINE300,HELIOS460,2023-01-25 08:00:00,UP,,,189.0,2.0,Begin
1289,PLINE300,HELIOS460,2023-01-25 14:00:00,UP,,,1289.0,3.0,Begin
1609,PLINE300,NX3DM,2023-01-04 09:00:00,UP,,,1609.0,2.0,Begin
1022,PLINE300,NX3DM,2023-01-04 09:15:00,DOWN,,,1609.0,2.0,Begin
1610,PLINE300,NX3DM,2023-01-09 09:00:00,UP,,,1610.0,2.0,Begin
1608,PLINE300,NX3DM,2023-01-11 09:00:00,UP,,,1608.0,3.0,Begin
1024,PLINE300,NX3DM,2023-01-11 09:18:00,DOWN,,,1608.0,3.0,Begin
1611,PLINE300,NX3DM,2023-01-11 12:00:00,DOWN,,,1611.0,2.5,Begin
1612,PLINE300,NX3DM,2023-01-11 16:30:00,DOWN,,,1612.0,5.5,Begin
1613,PLINE300,NX3DM,2023-01-12 09:00:00,DOWN,,,1613.0,3.0,Begin
1025,PLINE300,NX3DM,2023-01-12 10:33:00,UP,,,1613.0,3.0,Begin
1614,PLINE300,NX3DM,2023-01-12 15:30:00,UP,,,1614.0,8.5,Begin
270,PLINE300,NX3DM,2023-01-13 14:00:00,UP,,,270.0,3.316666666666667,Begin
271,PLINE300,NX3DM,2023-01-14 13:30:00,UP,,,271.0,5.5,Begin
272,PLINE300,NX3DM,2023-01-15 13:17:00,UP,,,272.0,5.716666666666667,Begin
1615,PLINE300,NX3DM,2023-01-16 15:00:00,UP,,,1615.0,1.0,Begin
273,PLINE300,NX3DM,2023-01-17 09:22:00,UP,,,273.0,3.5833333333333335,Begin
1616,PLINE300,NX3DM,2023-01-17 16:00:00,DOWN,,,1616.0,1.0,Begin
274,PLINE300,NX3DM,2023-01-17 19:30:00,UP,,,274.0,2.0,Begin
1617,PLINE300,NX3DM,2023-01-18 09:00:00,UP,,,1617.0,3.0,Begin
1030,PLINE300,NX3DM,2023-01-18 09:15:00,DOWN,,,1617.0,3.0,Begin
1618,PLINE300,NX3DM,2023-01-19 07:00:00,DOWN,,,1618.0,2.5,Begin
1619,PLINE300,NX3DM,2023-01-24 10:00:00,UP,,,1619.0,2.0,Begin
1620,PLINE300,NX3DM,2023-01-25 09:30:00,DOWN,,,1620.0,0.5,Begin
1033,PLINE300,NX3DM,2023-01-25 09:50:00,UP,,,1620.0,0.5,Begin
275,PLINE300,NX3DM,2023-01-25 15:30:00,UP,,,275.0,1.0,Begin
1036,PLINE300,NX3DM,2023-01-25 16:28:00,DOWN,,,275.0,1.0,Begin
428,PLINE300,VERSALIS,2023-01-09 10:30:00,UP,,,428.0,4.5,Begin
1891,PLINE300,VERSALIS,2023-01-11 10:00:00,UP,,,1891.0,5.0,Begin
1888,PLINE300,VERSALIS,2023-01-11 15:30:00,UP,,,1888.0,0.5,Begin
1889,PLINE300,VERSALIS,2023-01-12 15:30:00,UP,,,1889.0,0.5,Begin
1892,PLINE300,VERSALIS,2023-01-13 10:00:00,UP,,,1892.0,5.0,Begin
429,PLINE300,VERSALIS,2023-01-17 10:00:00,UP,,,429.0,4.683333333333334,Begin
1894,PLINE300,VERSALIS,2023-01-18 10:00:00,UP,,,1894.0,3.5,Begin
1893,PLINE300,VERSALIS,2023-01-19 09:00:00,UP,,,1893.0,10.0,Begin
1887,PLINE300,VERSALIS,2023-01-20 12:30:00,DOWN,,,1887.0,2.0,Begin
1890,PLINE300,VERSALIS,2023-01-23 10:00:00,UP,,,1890.0,3.5,Begin
703,PLINE300,CENTURA_EPI,2023-01-10 09:00:00,UP,,,703.0,6.0,Begin
1527,PLINE300,LAM_E5_2,2023-01-04 15:00:00,UP,,,1527.0,0.5,Begin
2135,PLINE300,LAM_E5_2,2023-01-05 18:30:00,UP,,,2135.0,0.48333333333333334,Begin
1523,PLINE300,LAM_E5_2,2023-01-05 19:00:00,UP,,,1523.0,1.0,Begin
219,PLINE300,LAM_E5_2,2023-01-09 09:58:00,UP,,,219.0,0.6166666666666667,Begin
1528,PLINE300,LAM_E5_2,2023-01-10 11:00:00,UP,,,1528.0,0.5,Begin
1537,PLINE300,LAM_E5_2,2023-01-10 11:00:00,UP,,,1537.0,0.5,Begin
