,id,BillableDuration
131,678.0,1.0
132,672.0,1.0
133,673.0,1.0
134,685.0,1.0
135,686.0,1.0
136,665.0,0.5
137,664.0,0.5
138,674.0,1.0
139,675.0,1.0
140,676.0,2.0
141,660.0,0.5
142,661.0,0.5
143,688.0,1.0
144,670.0,1.0
145,1316.0,1.5
146,1315.0,1.5
147,1599.0,1.1333333333333333
148,255.0,2.1666666666666665
149,1587.0,1.5
150,1600.0,1.5
151,2001.0,0.7166666666666667
152,263.0,2.6
153,1588.0,3.0
154,265.0,0.7666666666666667
155,1601.0,1.5
156,268.0,1.6
157,256.0,1.5
158,257.0,2.0
159,1589.0,2.5
160,1580.0,1.5
161,261.0,2.0
162,264.0,2.2
163,253.0,4.533333333333333
164,2002.0,0.4
165,1590.0,0.0
166,262.0,1.2166666666666668
167,1604.0,1.5
168,1591.0,3.0
169,1582.0,1.0
170,1605.0,1.5
171,266.0,1.5
172,1579.0,1.5
173,269.0,1.7333333333333334
174,1592.0,2.5
175,1581.0,1.5
176,1602.0,1.5
177,2003.0,0.9833333333333333
178,1593.0,0.0
179,1603.0,0.0
180,1584.0,1.5
181,1594.0,3.0
182,258.0,1.8166666666666667
183,1606.0,2.0
184,260.0,1.5
185,259.0,1.5
186,1598.0,1.5
187,1595.0,4.0
188,267.0,1.6333333333333333
189,1583.0,2.0
190,1585.0,1.5
191,1596.0,2.5
192,2004.0,0.0
193,254.0,1.05
194,1597.0,1.5
195,1586.0,1.5
196,427.0,2.433333333333333
197,1719.0,2.0
198,1679.0,1.0
199,1720.0,1.0
200,1721.0,1.5
201,1722.0,2.0
202,1680.0,2.0
203,2005.0,1.6166666666666667
204,362.0,1.0
205,1681.0,2.0
206,1723.0,1.5
207,2006.0,0.0
208,2007.0,3.6333333333333333
209,2008.0,0.48333333333333334
210,1672.0,2.0
211,1673.0,1.0
212,343.0,1.5
213,331.0,1.5
214,1674.0,2.0
215,2009.0,0.5166666666666667
216,346.0,5.416666666666667
217,1682.0,2.0
218,1707.0,1.0
219,1708.0,1.5
220,347.0,5.15
221,1683.0,3.0
222,2010.0,0.4
223,1709.0,1.0
224,2011.0,2.1666666666666665
225,348.0,0.0
226,332.0,4.316666666666666
227,1710.0,2.0
228,2012.0,1.7333333333333334
229,2013.0,1.15
230,1684.0,4.0
231,1711.0,1.0
232,349.0,1.5
233,1685.0,4.0
234,1686.0,1.0
235,1687.0,1.5
236,350.0,1.6166666666666667
237,2014.0,0.3333333333333333
238,333.0,2.2666666666666666
239,334.0,6.116666666666666
240,1704.0,2.0
241,1712.0,1.5
242,2015.0,0.0
243,2016.0,0.8333333333333334
244,351.0,2.0166666666666666
245,1688.0,2.0
246,344.0,2.0
247,2017.0,1.5333333333333334
248,1689.0,1.0
249,1690.0,1.5
250,352.0,2.0833333333333335
251,2018.0,1.5166666666666666
252,353.0,2.0
253,335.0,2.1166666666666667
254,365.0,1.0
255,1691.0,1.0
256,1692.0,1.5
257,2019.0,4.05
258,2020.0,0.48333333333333334
259,354.0,6.083333333333333
260,2021.0,0.4166666666666667
261,1713.0,2.5
262,1693.0,2.0
263,1726.0,1.0
264,366.0,4.066666666666666
265,2022.0,1.8166666666666667
266,2023.0,1.7166666666666666
267,363.0,2.0
268,1694.0,0.0
269,364.0,2.8833333333333333
270,1695.0,3.0
271,1724.0,1.5
272,2024.0,1.6666666666666667
273,2025.0,2.6333333333333333
274,355.0,2.3833333333333333
275,336.0,2.05
276,1714.0,1.0
277,337.0,2.183333333333333
278,2026.0,1.3833333333333333
279,2027.0,1.8166666666666667
280,1715.0,2.0
281,338.0,3.4166666666666665
282,342.0,4.066666666666666
283,1716.0,1.0
284,1696.0,3.0
285,1725.0,0.5
286,356.0,1.7833333333333334
287,2028.0,2.6
288,357.0,2.433333333333333
289,339.0,2.183333333333333
290,1675.0,1.0
291,2029.0,0.9333333333333333
292,358.0,1.1166666666666667
293,2030.0,1.25
294,340.0,2.5
295,2031.0,1.4333333333333333
296,2032.0,0.9833333333333333
297,1717.0,2.0
298,1697.0,1.0
299,1705.0,0.0
300,1718.0,0.0
301,2033.0,0.5
302,1703.0,1.5
303,1676.0,2.0
304,341.0,2.033333333333333
305,345.0,1.5
306,1677.0,1.0
307,1698.0,1.5
308,359.0,1.5
309,2034.0,1.65
310,2035.0,0.7833333333333333
311,360.0,3.15
312,1699.0,2.0
313,1678.0,1.0
314,1700.0,3.5
315,361.0,2.283333333333333
316,1706.0,2.0
317,1701.0,2.0
318,1702.0,1.0
319,85.0,1.0
320,806.0,2.5
321,2036.0,2.85
322,2037.0,0.9333333333333333
323,804.0,6.0
324,805.0,4.0
325,394.0,1.5
326,395.0,2.2666666666666666
327,1771.0,6.0
328,2038.0,1.0666666666666667
329,385.0,2.45
330,2039.0,2.3333333333333335
331,1772.0,6.0
332,1759.0,2.0
333,2040.0,3.6333333333333333
334,1773.0,6.0
335,393.0,6.083333333333333
336,1770.0,1.5
337,1768.0,2.0
338,392.0,1.95
339,1760.0,2.0
340,1769.0,1.5
341,387.0,3.0
342,2041.0,2.4166666666666665
343,2042.0,0.4666666666666667
344,386.0,5.583333333333333
345,1761.0,2.0
346,1765.0,4.0
347,1982.0,0.5
348,1764.0,1.0
349,2043.0,0.8
350,396.0,1.8166666666666667
351,388.0,4.583333333333333
352,2044.0,3.6
353,389.0,6.2
354,1762.0,2.5
355,2045.0,2.3833333333333333
356,390.0,6.233333333333333
357,391.0,3.3666666666666667
358,2046.0,4.333333333333333
359,2047.0,1.2166666666666666
360,1758.0,2.0
361,1774.0,0.5
362,1763.0,3.0
363,1766.0,3.0
364,2048.0,1.5833333333333333
365,1767.0,4.0
366,98.0,1.5833333333333333
367,101.0,5.5
368,726.0,1.0
369,96.0,1.75
370,722.0,0.0
371,99.0,1.8333333333333333
372,729.0,4.833333333333333
373,723.0,1.5
374,724.0,2.0
375,720.0,0.5
376,725.0,2.5
377,727.0,1.0
378,97.0,1.0
379,100.0,1.0
380,721.0,1.0
381,728.0,1.5
382,88.0,4.5
383,1652.0,7.5
384,315.0,6.8
385,312.0,0.0
386,316.0,8.016666666666667
387,313.0,3.066666666666667
388,314.0,7.0
389,704.0,6.0
390,1786.0,2.0
391,1787.0,1.0
392,1413.0,3.0
393,1354.0,3.0
394,1409.0,2.0
395,1322.0,2.0
396,1383.0,3.0
397,1371.0,1.0
398,1384.0,2.0
399,1355.0,2.0
400,1412.0,1.0
401,1323.0,3.0
402,1324.0,1.5
403,1414.0,0.5
404,1407.0,1.0
405,1367.0,1.5
406,1356.0,3.0
407,1368.0,2.0
408,1349.0,4.0
409,1325.0,1.5
410,1318.0,2.0
411,1369.0,2.0
412,1357.0,6.0
413,1326.0,9.5
414,1327.0,1.0
415,1328.0,1.0
416,1393.0,1.5
417,1329.0,3.0
418,1348.0,6.0
419,1405.0,0.0
420,1396.0,2.0
421,1330.0,3.0
422,1372.0,1.0
423,1370.0,1.0
424,1385.0,3.0
425,192.0,3.0166666666666666
426,1386.0,3.0
427,1331.0,4.0
428,1387.0,3.0
429,1397.0,1.0
430,1410.0,2.0
431,1395.0,4.0
432,1332.0,6.0
433,1388.0,3.0
434,1373.0,1.0
435,1350.0,1.0
436,1374.0,0.5
437,1398.0,2.0
438,1389.0,3.0
439,1399.0,12.0
440,1333.0,5.0
441,1390.0,3.0
442,1365.0,5.0
443,1391.0,11.0
444,1317.0,1.0
445,1400.0,3.5
446,1408.0,2.0
447,1401.0,2.0
448,1334.0,3.0
449,1358.0,1.0
450,1347.0,2.0
451,1359.0,6.0
452,1319.0,1.0
453,1335.0,9.0
454,1375.0,4.0
455,1336.0,3.5
456,1320.0,1.0
457,1337.0,3.0
458,1411.0,1.0
459,1376.0,2.0
460,1351.0,2.0
461,1338.0,8.0
462,1417.0,1.0
463,1415.0,0.5
464,1377.0,1.5
465,1402.0,2.0
466,1352.0,3.0
467,1403.0,5.0
468,1378.0,2.0
469,1339.0,9.0
470,1404.0,2.0
471,1394.0,2.0
472,1340.0,3.0
473,1366.0,2.0
474,1360.0,3.5
475,1406.0,1.5
476,1361.0,4.0
477,1341.0,2.0
478,1362.0,1.0
479,1342.0,3.0
480,193.0,5.05
481,1379.0,2.0
482,1983.0,3.0
483,1380.0,4.0
484,1343.0,3.0
485,1363.0,1.5
486,1344.0,1.0
487,1353.0,2.0
488,194.0,3.2
489,1392.0,2.0
490,1381.0,3.0
491,1382.0,3.0
492,1345.0,4.0
493,1346.0,3.0
494,1321.0,1.0
495,1416.0,3.0
496,1364.0,3.0
497,1512.0,2.0
498,1520.0,1.5
499,212.0,2.0166666666666666
500,213.0,3.7
501,1513.0,1.5
502,216.0,1.5333333333333334
503,210.0,3.0
504,214.0,1.0
505,211.0,7.25
506,2051.0,0.8833333333333333
507,1519.0,3.0
508,215.0,3.5166666666666666
509,217.0,0.6333333333333333
510,1514.0,3.0
511,1515.0,1.0
512,1518.0,2.0
513,218.0,0.5
514,1516.0,1.0
515,1522.0,1.0
516,1521.0,1.5
517,1517.0,1.5
518,1437.0,6.0
519,1438.0,6.5
520,1732.0,0.5
521,373.0,1.0
522,372.0,1.1166666666666667
523,1735.0,0.5
524,1736.0,1.0
525,374.0,1.0
526,1737.0,1.0
527,1738.0,1.0
528,1739.0,1.0
529,1740.0,1.0
530,375.0,1.0833333333333333
531,1741.0,1.0
532,376.0,1.0
533,1731.0,1.0
534,1733.0,1.0
535,1734.0,1.0
536,689.0,17.0
537,205.0,2.7
538,1442.0,1.0
539,202.0,1.7
540,207.0,3.0166666666666666
541,1443.0,0.5
542,1444.0,0.5
543,206.0,2.1666666666666665
544,198.0,1.5
545,208.0,0.5
546,1445.0,0.5
547,199.0,1.0
548,203.0,2.183333333333333
549,204.0,3.5
550,200.0,1.0333333333333334
551,201.0,1.1666666666666667
552,84.0,2.6
553,83.0,2.0
554,690.0,4.0
555,691.0,1.5
556,785.0,2.0
557,759.0,0.5
558,114.0,2.75
559,786.0,2.0
560,799.0,0.0
561,753.0,2.0
562,775.0,4.0
563,116.0,2.2
564,776.0,2.0
565,797.0,1.5
566,787.0,1.0
567,767.0,2.0
568,798.0,1.0
569,788.0,0.0
570,765.0,0.0
571,777.0,0.0
572,766.0,0.0
573,751.0,1.0
574,794.0,2.0
575,763.0,0.0
576,760.0,0.0
577,757.0,0.0
578,795.0,0.0
579,778.0,0.0
580,115.0,6.316666666666666
581,768.0,4.0
582,789.0,2.0
583,769.0,2.0
584,800.0,2.0
585,779.0,4.0
586,754.0,2.0
587,755.0,2.5
588,764.0,1.0
589,790.0,2.0
590,758.0,1.0
591,761.0,2.0
592,801.0,2.0
593,780.0,0.0
594,796.0,0.0
595,762.0,0.0
596,756.0,0.0
597,803.0,0.0
598,781.0,0.0
599,791.0,3.1666666666666665
600,752.0,0.0
601,772.0,0.0
602,782.0,0.0
603,773.0,2.0
604,792.0,2.0
605,783.0,2.0
606,793.0,2.0
607,770.0,4.0
608,774.0,2.0
609,771.0,2.0
610,802.0,2.0
611,784.0,2.0
612,1788.0,2.0
613,399.0,2.6166666666666667
614,400.0,3.8833333333333333
615,401.0,2.0
616,403.0,2.5
617,402.0,1.3
618,94.0,2.566666666666667
619,715.0,2.0
620,714.0,3.0
621,705.0,2.5
622,711.0,2.5
623,89.0,2.5
624,92.0,4.45
625,706.0,1.0
626,707.0,2.5
627,90.0,2.0
628,91.0,1.0
629,717.0,1.0
630,708.0,1.0
631,712.0,2.0
632,93.0,5.166666666666666
633,710.0,2.5
634,709.0,1.5
635,95.0,2.35
636,716.0,1.0
637,713.0,2.5
638,2055.0,2.033333333333333
639,977.0,2.0
640,973.0,0.5
641,1003.0,1.0
642,986.0,4.0
643,992.0,3.0
644,970.0,2.0
645,991.0,10.5
646,1005.0,1.0
647,971.0,0.5
648,982.0,2.0
649,983.0,3.0
650,993.0,7.0
651,156.0,2.066666666666667
652,1002.0,1.0
653,158.0,7.733333333333333
654,994.0,3.0
655,978.0,1.5
656,995.0,7.0
657,987.0,0.0
658,1985.0,0.7
659,984.0,2.0
660,1004.0,0.5
661,996.0,4.0
662,974.0,1.0
663,979.0,2.0
664,985.0,3.0
665,988.0,3.0
666,969.0,1.0
667,975.0,1.5
668,997.0,0.5
669,998.0,4.0
670,159.0,7.0
671,1006.0,1.0
672,999.0,8.0
673,980.0,2.0
674,972.0,1.5
675,989.0,2.0
676,990.0,3.0
677,157.0,2.033333333333333
678,1000.0,4.0
679,976.0,0.5
680,1001.0,0.5
681,981.0,2.0
682,1776.0,0.0
683,1777.0,7.0
684,1778.0,6.0
685,1779.0,3.5
686,1780.0,2.0
687,1811.0,0.0
688,1812.0,0.0
689,1813.0,0.0
690,1814.0,0.0
691,1815.0,0.0
692,1816.0,8.0
693,1817.0,5.5
694,1818.0,8.0
695,1819.0,5.5
696,1820.0,6.0
697,1821.0,3.0
698,417.0,9.033333333333333
699,1822.0,12.0
700,1823.0,12.0
701,1824.0,4.0
702,1825.0,13.5
703,1980.0,4.0
704,1981.0,2.0
705,1826.0,0.0
706,1827.0,5.0
707,2056.0,3.316666666666667
708,1828.0,4.0
709,1829.0,6.0
710,2057.0,3.4
711,1830.0,7.5
712,2058.0,1.2166666666666666
713,418.0,5.233333333333333
714,1831.0,8.0
715,1832.0,7.5
716,1833.0,10.5
717,1834.0,5.0
718,1835.0,11.0
719,2059.0,4.033333333333333
720,1267.0,0.0
721,188.0,3.9
722,1268.0,0.0
723,1269.0,0.0
724,1270.0,0.0
725,1271.0,0.0
726,1272.0,8.0
727,1273.0,8.0
728,1274.0,2.5
729,1275.0,6.0
730,1276.0,2.5
731,1277.0,4.0
732,1278.0,7.0
733,1266.0,4.0
734,2060.0,2.1166666666666667
735,1607.0,3.0
736,869.0,2.0
737,870.0,3.0
738,871.0,4.0
739,131.0,5.716666666666667
740,879.0,0.5
741,872.0,2.0
742,132.0,4.0
743,873.0,3.45
744,874.0,1.5
745,875.0,2.0
746,876.0,2.5
747,877.0,1.5
748,878.0,1.5
749,1255.0,0.0
750,2061.0,1.7833333333333334
751,2062.0,2.4166666666666665
752,2063.0,3.4833333333333334
753,2064.0,3.8833333333333333
754,2065.0,1.5666666666666667
755,169.0,2.0833333333333335
756,2066.0,3.85
757,2067.0,1.6
758,170.0,2.0
759,2068.0,0.8
760,2069.0,2.6666666666666665
761,171.0,3.3833333333333333
762,2070.0,3.3666666666666667
763,184.0,2.0166666666666666
764,2071.0,2.466666666666667
765,2072.0,7.983333333333333
766,2073.0,3.0166666666666666
767,172.0,2.45
768,2074.0,4.983333333333333
769,173.0,2.55
770,2075.0,3.033333333333333
771,2076.0,3.7666666666666666
772,2077.0,1.9833333333333334
773,2078.0,4.95
774,2079.0,3.283333333333333
775,174.0,2.0166666666666666
776,2080.0,1.55
777,2081.0,2.5
778,2082.0,3.85
779,2083.0,2.9
780,175.0,2.1666666666666665
781,2084.0,0.7666666666666667
782,2085.0,2.566666666666667
783,2086.0,0.5166666666666667
784,2087.0,1.5666666666666667
785,176.0,5.833333333333333
786,2088.0,7.816666666666666
787,177.0,3.3833333333333333
788,1256.0,0.0
789,1257.0,2.0
790,2089.0,0.03333333333333333
791,2090.0,0.9
792,2091.0,2.0833333333333335
793,2092.0,1.8
794,2093.0,0.7333333333333333
795,2094.0,7.8
796,1258.0,2.0
797,2095.0,2.55
798,2096.0,11.066666666666666
799,178.0,2.0
800,2097.0,7.783333333333333
801,2098.0,0.0
802,2099.0,7.633333333333334
803,2100.0,3.533333333333333
804,179.0,2.0
805,180.0,1.7166666666666666
806,2101.0,6.85
807,2102.0,7.85
808,1259.0,2.0
809,2103.0,7.883333333333334
810,1260.0,2.5
811,2104.0,1.3333333333333333
812,2105.0,7.383333333333334
813,2106.0,7.783333333333333
814,185.0,3.05
815,2107.0,3.183333333333333
816,2108.0,3.7333333333333334
817,2109.0,3.1333333333333333
818,2110.0,7.316666666666666
819,2111.0,0.0
820,2112.0,1.6333333333333333
821,181.0,2.183333333333333
822,2113.0,3.466666666666667
823,1252.0,1.0
824,1264.0,2.0
825,2114.0,6.016666666666667
826,2115.0,4.066666666666666
827,2116.0,3.05
828,2117.0,1.7166666666666666
829,1254.0,2.0
830,2118.0,6.133333333333334
831,2119.0,3.8333333333333335
832,1261.0,2.0
833,2120.0,1.2333333333333334
834,2121.0,6.216666666666667
835,2122.0,3.4
836,182.0,2.0166666666666666
837,2123.0,2.7
838,2124.0,3.8333333333333335
839,2125.0,3.433333333333333
840,183.0,2.05
841,2126.0,5.083333333333333
842,2127.0,1.9
843,2128.0,0.13333333333333333
844,2129.0,3.95
845,2130.0,3.1666666666666665
846,2131.0,1.4333333333333333
847,1262.0,2.0
848,2132.0,2.8
849,1253.0,0.5
850,2133.0,2.216666666666667
851,1263.0,2.0
852,731.0,9.5
853,103.0,2.0
854,730.0,1.0
855,102.0,1.0
856,106.0,2.6
857,107.0,3.0
858,734.0,0.5
859,735.0,2.0
860,104.0,1.0
861,733.0,2.5
862,105.0,0.5
863,732.0,3.0
864,737.0,2.0
865,736.0,0.0
866,1775.0,7.0
867,1937.0,0.0
868,1938.0,13.0
869,1939.0,0.0
870,1940.0,6.5
871,1941.0,6.0
872,1953.0,1.0
873,1942.0,7.5
874,1943.0,7.0
875,1944.0,7.0
876,1945.0,4.0
877,1946.0,6.0
878,1947.0,0.0
879,1948.0,9.0
880,438.0,2.466666666666667
881,1950.0,1.0
882,1952.0,0.0
883,1949.0,3.5
884,1951.0,13.0
885,433.0,3.816666666666667
886,435.0,3.0166666666666666
887,434.0,3.4166666666666665
888,436.0,7.4
889,437.0,7.4
890,1934.0,0.0
891,1935.0,8.5
892,1936.0,5.0
893,190.0,6.9
894,1284.0,4.0
895,2134.0,1.55
896,1280.0,4.0
897,1281.0,1.5
898,191.0,2.0
899,1282.0,0.0
900,1283.0,2.0
901,1285.0,4.0
902,1286.0,4.0
903,1279.0,1.0
904,1287.0,7.0
905,1288.0,0.0
906,189.0,2.0
907,1289.0,3.0
908,1609.0,0.0
909,1610.0,2.0
910,1608.0,0.0
911,1611.0,0.0
912,1612.0,0.0
913,1613.0,0.0
914,1614.0,8.5
915,270.0,3.316666666666667
916,271.0,5.5
917,272.0,5.716666666666667
918,1615.0,1.0
919,273.0,3.5833333333333335
920,1616.0,0.0
921,274.0,2.0
922,1617.0,0.0
923,1618.0,0.0
924,1619.0,2.0
925,1620.0,0.0
926,275.0,0.0
927,428.0,4.5
928,1891.0,5.0
929,1888.0,0.5
930,1889.0,0.5
931,1892.0,5.0
932,429.0,4.683333333333334
933,1894.0,3.5
934,1893.0,10.0
935,1887.0,0.0
936,1890.0,3.5
937,703.0,6.0
938,1527.0,0.5
939,2135.0,0.48333333333333334
940,1523.0,1.0
941,219.0,0.6166666666666667
942,1528.0,0.5
943,1537.0,0.5
944,1529.0,0.5
945,1530.0,0.5
946,220.0,4.0
947,1524.0,4.0
948,1531.0,0.5
949,1525.0,1.5
950,1532.0,2.5
951,1526.0,2.5
952,1533.0,0.5
953,221.0,1.0
954,1534.0,0.5
955,1536.0,0.5
956,1535.0,0.5
957,299.0,7.983333333333333
958,1644.0,1.0
959,748.0,0.0
960,113.0,23.833333333333332
961,749.0,12.5
962,2136.0,1.9333333333333333
963,750.0,0.0
964,1576.0,0.0
965,248.0,4.8
966,247.0,4.85
967,249.0,3.15
968,250.0,2.283333333333333
969,246.0,2.5166666666666666
970,1483.0,3.0
971,1450.0,1.0
972,1502.0,1.0
973,1455.0,2.0
974,1484.0,1.0
975,1456.0,2.0
976,1470.0,0.5
977,1503.0,1.0
978,209.0,1.5
979,1485.0,2.0
980,1496.0,2.0
981,1461.0,2.0
982,1476.0,2.0
983,1486.0,2.0
984,1477.0,3.5
985,1510.0,1.0
986,1451.0,1.0
987,1511.0,1.0
988,1487.0,2.0
989,1504.0,4.0
990,1462.0,2.0
991,1465.0,4.0
992,1478.0,3.0
993,1471.0,0.5
994,1463.0,2.0
995,1488.0,2.0
996,1474.0,1.0
997,1498.0,2.5
998,1499.0,1.0
999,1466.0,3.5
1000,1460.0,2.0
1001,1446.0,1.0
1002,1489.0,3.0
1003,1475.0,1.0
1004,1467.0,2.0
1005,1457.0,0.0
1006,1490.0,0.0
1007,1452.0,0.0
1008,1500.0,0.0
1009,1506.0,0.0
1010,1491.0,0.0
1011,1507.0,0.0
1012,1501.0,1.5
1013,1480.0,2.5
1014,1492.0,4.0
1015,1481.0,5.0
1016,1493.0,2.0
1017,1458.0,3.0
1018,1459.0,2.0
1019,1447.0,1.0
1020,1494.0,0.0
1021,1453.0,0.0
1022,1468.0,2.0
1023,1448.0,1.0
1024,1495.0,2.5
1025,1479.0,3.0
1026,1454.0,1.0
1027,1472.0,0.5
1028,1508.0,2.0
1029,1449.0,0.0
1030,1482.0,0.0
1031,1509.0,3.0
1032,1505.0,1.0
1033,1473.0,0.5
1034,1464.0,2.5
1035,1469.0,2.0
1036,1497.0,1.0
1037,1056.0,3.0
1038,1008.0,2.0
1039,1057.0,1.0
1040,1097.0,1.0
1041,1020.0,14.0
1042,1049.0,2.0
1043,1025.0,2.0
1044,1085.0,3.0
1045,1088.0,5.0
1046,1065.0,14.0
1047,1012.0,2.0
1048,1058.0,1.0
1049,1127.0,2.0
1050,1066.0,3.0
1051,1117.0,1.0
1052,1089.0,12.0
1053,1067.0,2.0
1054,1098.0,3.0
1055,1133.0,8.0
1056,1118.0,1.0
1057,1090.0,5.0
1058,1099.0,10.0
1059,1129.0,2.0
1060,160.0,0.5
1061,1037.0,3.5
1062,1131.0,1.5
1063,1068.0,1.0
1064,1091.0,0.5
1065,1100.0,3.0
1066,1134.0,3.0
1067,1101.0,9.0
1068,1069.0,0.0
1069,1092.0,10.5
1070,1086.0,4.5
1071,1132.0,1.5
1072,1009.0,3.0
1073,1013.0,2.0
1074,1021.0,14.0
1075,1070.0,2.0
1076,1026.0,2.0
1077,1010.0,3.0
1078,1053.0,1.5
1079,1135.0,2.0
1080,1071.0,3.0
1081,1136.0,5.0
1082,1072.0,9.0
1083,1014.0,2.0
1084,1038.0,3.0
1085,1055.0,2.0
1086,1102.0,1.5
1087,1119.0,2.0
1088,1144.0,2.0
1089,1073.0,14.0
1090,1103.0,3.0
1091,1104.0,1.0
1092,1137.0,2.0
1093,1145.0,1.0
1094,1043.0,1.0
1095,1033.0,4.0
1096,1105.0,10.0
1097,1123.0,1.0
1098,1130.0,2.0
1099,1015.0,2.0
1100,1029.0,2.0
1101,1106.0,3.0
1102,1138.0,6.0
1103,1074.0,34.0
1104,1059.0,1.0
1105,1083.0,9.0
1106,1093.0,3.0
1107,1087.0,7.0
1108,1107.0,2.5
1109,1044.0,1.0
1110,1075.0,2.0
1111,1139.0,3.0
1112,1039.0,1.5
1113,1140.0,4.0
1114,1076.0,7.0
1115,1060.0,2.0
1116,1027.0,2.0
1117,1030.0,3.0
1118,1077.0,2.0
1119,1034.0,3.0
1120,1124.0,3.0
1121,1078.0,11.0
1122,1016.0,3.0
1123,1061.0,1.0
1124,1128.0,1.0
1125,1040.0,2.0
1126,1120.0,2.0
1127,1041.0,2.0
1128,1050.0,6.0
1129,1035.0,3.0
1130,1141.0,3.0
1131,1031.0,3.0
1132,1054.0,1.5
1133,161.0,1.5
1134,1108.0,2.0
1135,1146.0,1.0
1136,1125.0,5.0
1137,1109.0,5.0
1138,1142.0,3.0
1139,1017.0,2.0
1140,1114.0,1.0
1141,1062.0,2.0
1142,1045.0,2.0
1143,1007.0,1.5
1144,1042.0,0.5
1145,162.0,3.0
1146,1110.0,4.0
1147,163.0,28.516666666666666
1148,1022.0,8.0
1149,1036.0,9.0
1150,1023.0,0.0
1151,1084.0,19.0
1152,1018.0,2.0
1153,1063.0,3.0
1154,1046.0,0.5
1155,1011.0,0.5
1156,1048.0,0.5
1157,1079.0,1.5
1158,1111.0,3.0
1159,1080.0,7.0
1160,1051.0,7.0
1161,1032.0,2.0
1162,1028.0,2.0
1163,1126.0,3.0
1164,1112.0,2.0
1165,1052.0,3.0
1166,1147.0,1.0
1167,1115.0,2.5
1168,1113.0,1.5
1169,1094.0,7.0
1170,1024.0,2.0
1171,1019.0,2.0
1172,1095.0,1.0
1173,1081.0,2.0
1174,1148.0,2.0
1175,1064.0,2.0
1176,1096.0,5.0
1177,1121.0,3.0
1178,1143.0,1.5
1179,1116.0,1.0
1180,1122.0,2.0
1181,1047.0,1.0
1182,1082.0,3.0
1183,384.0,1.9
1184,1756.0,1.0
1185,1757.0,1.0
1186,928.0,0.0
1187,935.0,0.0
1188,929.0,6.0
1189,930.0,6.5
1190,2137.0,0.016666666666666666
1191,2138.0,0.6833333333333333
1192,931.0,1.0
1193,932.0,7.5
1194,934.0,0.0
1195,933.0,2.0
1196,148.0,0.0
1197,652.0,2.0
1198,651.0,0.0
1199,1895.0,2.0
1200,1896.0,7.5
1201,432.0,6.883333333333334
1202,1897.0,3.5
