FO_ROW_ID,ResTk,ResWBS,EVENT_ROW_ID,USER_ID,DATE_TIME_STAMP
6277,4168692,30990/32063,947039106,jeon73,11/7/2022 12:53
6277,NULL,NULL,947079675,vanbel53,11/7/2022 15:28
6277,4162658,31199/00650,947079687,vanbel53,11/7/2022 15:28
6277,NULL,NULL,947124134,vanbel53,11/7/2022 17:53
6277,4169252,30990/02249,947597105,stokhof,11/9/2022 9:58
6277,NULL,NULL,947665092,stokhof,11/9/2022 13:40
6277,4169520,30990/32063,947688449,rastog28,11/9/2022 15:12
6277,NULL,NULL,947755845,andriesf,11/9/2022 18:21
6653,4167853,39422/01221,946180739,lai86,11/3/2022 15:16
6653,NULL,NULL,946214946,lai86,11/3/2022 17:09
6653,4169339,32005/01717,947617081,graulus,11/9/2022 11:03
6653,NULL,NULL,947713540,grgac93,11/9/2022 16:26
7053,4169467,31199/00653,947583265,kenens78,11/9/2022 8:51
7053,NULL,NULL,947596416,kenens78,11/9/2022 9:55
7053,4170009,38199/01284,947851179,pittev,11/10/2022 6:33
7053,NULL,NULL,947885735,pittev,11/10/2022 10:00
7191,4168172,39421/01221,946398528,mauric47,11/4/2022 10:04
7191,NULL,NULL,946489245,mauric47,11/4/2022 15:54
7554,NULL,NULL,945217169,schrauw,10/30/2022 6:55
7554,4166892,31199/01918,945244576,jambal44,10/30/2022 10:55
7554,NULL,NULL,945386014,willem81,10/31/2022 6:52
7554,4167740,31199/01988,946389752,naqvi66,11/4/2022 9:28
7554,NULL,NULL,946417947,sun57,11/4/2022 11:32
7554,4167658,30990/32063,946417982,sun57,11/4/2022 11:32
7554,NULL,NULL,946452741,sun57,11/4/2022 13:53
7554,4169001,98850/98097,947261830,vanoost,11/8/2022 7:10
7554,NULL,NULL,947529843,willem81,11/9/2022 2:38
7554,4169853,31199/01920,947854374,baudem,11/10/2022 6:59
7554,NULL,NULL,947873447,baudem,11/10/2022 9:06
7554,4169475,30990/32063,947950078,sun57,11/10/2022 14:01
7554,NULL,NULL,948063105,debout81,11/10/2022 20:47
7633,4168915,30990/32063,947325340,rastog28,11/8/2022 11:49
7633,NULL,NULL,947409417,rastog28,11/8/2022 16:30
7694,4167267,32299/00588,945886153,monter30,11/2/2022 15:38
7694,NULL,NULL,945891409,monter30,11/2/2022 15:58
7694,4168201,98601/01062,946474975,ledain47,11/4/2022 15:03
7694,NULL,NULL,946478784,ledain47,11/4/2022 15:21
8133,4158411,31199/30079,945267945,le27,10/30/2022 13:55
