EVENT_ROW_ID,Datim,State_SC,ToolName,State_TR,State,FACILITY,LithoCluster
948819438,11/15/2022 22:37,DOWN_TEST,SC1000,PARTLY_UP,DOWN,PLINE300,1000
948839938,11/16/2022 0:29,UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
948906705,11/16/2022 8:02,UP,TR1000,RESERVED,DOWN,PLINE300,1000
948906714,11/16/2022 8:02,RESERVED,SC1000,RESERVED,DOWN,PLINE300,1000
948920270,11/16/2022 9:03,RESERVED,TR1000,PARTLY_UP,DOWN,PLINE300,1000
948920284,11/16/2022 9:03,UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
948935605,11/16/2022 10:00,UP,TR1000,DOWN_TEST,DOWN,PLINE300,1000
948980504,11/16/2022 12:21,UP,TR1000,IN_MAINT,DOWN,PLINE300,1000
948993541,11/16/2022 13:15,UP,TR1000,PARTLY_UP,DOWN,PLINE300,1000
949237482,11/17/2022 8:04,UP,TR1000,RESERVED,DOWN,PLINE300,1000
949237516,11/17/2022 8:05,RESERVED,SC1000,RESERVED,DOWN,PLINE300,1000
949261171,11/17/2022 9:47,UP,SC1000,RESERVED,DOWN,PLINE300,1000
949261206,11/17/2022 9:47,UP,TR1000,PARTLY_UP,DOWN,PLINE300,1000
949321390,11/17/2022 13:25,UP,TR1000,IDLE_ERROR,DOWN,PLINE300,1000
949346264,11/17/2022 14:47,UP,TR1000,PARTLY_UP,DOWN,PLINE300,1000
949346763,11/17/2022 14:49,RESERVED,SC1000,PARTLY_UP,DOWN,PLINE300,1000
949361736,11/17/2022 15:43,UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
949488641,11/18/2022 2:37,DOWN_TEST,SC1000,PARTLY_UP,DOWN,PLINE300,1000
949497701,11/18/2022 3:39,UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
949532938,11/18/2022 7:57,UP,TR1000,RESERVED,DOWN,PLINE300,1000
949532952,11/18/2022 7:57,RESERVED,SC1000,RESERVED,DOWN,PLINE300,1000
949557149,11/18/2022 9:58,RESERVED,TR1000,PARTLY_UP,DOWN,PLINE300,1000
949557499,11/18/2022 9:58,UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
949582619,11/18/2022 11:13,UP,TR1000,RESERVED,DOWN,PLINE300,1000
949637155,11/18/2022 14:36,UP,TR1000,PARTLY_UP,DOWN,PLINE300,1000
949699684,11/18/2022 17:37,RESERVED,SC1000,PARTLY_UP,DOWN,PLINE300,1000
949778946,11/18/2022 21:55,UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
949800054,11/19/2022 0:02,PARTLY_UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
949848975,11/19/2022 8:17,RESERVED,SC1000,PARTLY_UP,DOWN,PLINE300,1000
949867776,11/19/2022 9:59,PARTLY_UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
949987675,11/20/2022 2:41,UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
950015313,11/20/2022 8:43,RESERVED,SC1000,PARTLY_UP,DOWN,PLINE300,1000
950023422,11/20/2022 10:17,UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
950118702,11/20/2022 23:30,DOWN_TEST,SC1000,PARTLY_UP,DOWN,PLINE300,1000
950122822,11/21/2022 0:17,UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
950159120,11/21/2022 8:12,RESERVED,SC1000,PARTLY_UP,DOWN,PLINE300,1000
950159139,11/21/2022 8:12,RESERVED,TR1000,RESERVED,DOWN,PLINE300,1000
950209553,11/21/2022 12:01,UP,SC1000,RESERVED,DOWN,PLINE300,1000
950209631,11/21/2022 12:02,UP,TR1000,PARTLY_UP,DOWN,PLINE300,1000
950588525,11/22/2022 15:20,RESERVED,SC1000,PARTLY_UP,DOWN,PLINE300,1000
950678548,11/22/2022 19:48,UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
950697923,11/22/2022 21:41,UP,TR1000,IDLE_ERROR,DOWN,PLINE300,1000
950705616,11/22/2022 22:10,UP,TR1000,PARTLY_UP,DOWN,PLINE300,1000
950792817,11/23/2022 8:01,RESERVED,SC1000,PARTLY_UP,DOWN,PLINE300,1000
950792877,11/23/2022 8:02,RESERVED,TR1000,RESERVED,DOWN,PLINE300,1000
950804489,11/23/2022 9:35,UP,SC1000,RESERVED,DOWN,PLINE300,1000
950804532,11/23/2022 9:35,UP,TR1000,PARTLY_UP,DOWN,PLINE300,1000
950885705,11/23/2022 14:05,RESERVED,SC1000,PARTLY_UP,DOWN,PLINE300,1000
950886984,11/23/2022 14:13,RESERVED,TR1000,UP,DOWN,PLINE300,1000
950903015,11/23/2022 15:00,RESERVED,TR1000,DOWN_TEST,DOWN,PLINE300,1000
950904627,11/23/2022 15:08,UP,SC1000,DOWN_TEST,DOWN,PLINE300,1000
950917605,11/23/2022 15:44,UP,TR1000,PARTLY_UP,DOWN,PLINE300,1000
951035388,11/24/2022 0:00,DOWN_TEST,SC1000,PARTLY_UP,DOWN,PLINE300,1000
951104703,11/24/2022 7:59,DOWN_TEST,TR1000,RESERVED,DOWN,PLINE300,1000
951119748,11/24/2022 9:35,DOWN_TEST,TR1000,PARTLY_UP,DOWN,PLINE300,1000
951188496,11/24/2022 13:41,DOWN_TEST,TR1000,RESERVED,DOWN,PLINE300,1000
951201610,11/24/2022 14:24,PARTLY_UP,SC1000,RESERVED,DOWN,PLINE300,1000
951210159,11/24/2022 14:49,PARTLY_UP,TR1000,DOWN_TEST,DOWN,PLINE300,1000
951222974,11/24/2022 15:18,IDLE_ERROR,SC1000,DOWN_TEST,DOWN,PLINE300,1000
951232824,11/24/2022 15:48,PARTLY_UP,SC1000,DOWN_TEST,DOWN,PLINE300,1000
951288628,11/24/2022 18:05,PARTLY_UP,TR1000,UP,DOWN,PLINE300,1000
951459100,11/25/2022 7:59,RESERVED,SC1000,UP,DOWN,PLINE300,1000
951459126,11/25/2022 7:59,RESERVED,TR1000,RESERVED,DOWN,PLINE300,1000
951466321,11/25/2022 9:15,RESERVED,TR1000,UP,DOWN,PLINE300,1000
951466330,11/25/2022 9:15,PARTLY_UP,SC1000,UP,DOWN,PLINE300,1000
951726324,11/26/2022 0:00,DOWN_TEST,SC1000,UP,DOWN,PLINE300,1000
951769648,11/26/2022 5:04,PARTLY_UP,SC1000,UP,DOWN,PLINE300,1000
951800331,11/26/2022 8:25,RESERVED,SC1000,UP,DOWN,PLINE300,1000
951817674,11/26/2022 10:08,PARTLY_UP,SC1000,UP,DOWN,PLINE300,1000
951895181,11/26/2022 18:53,DOWN_TEST,SC1000,UP,DOWN,PLINE300,1000
951915991,11/26/2022 22:48,UP,SC1000,UP,UP,PLINE300,1000
952136077,11/28/2022 8:04,UP,TR1000,RESERVED,DOWN,PLINE300,1000
952136086,11/28/2022 8:04,RESERVED,SC1000,RESERVED,DOWN,PLINE300,1000
952142706,11/28/2022 9:01,UP,SC1000,RESERVED,DOWN,PLINE300,1000
952142727,11/28/2022 9:01,UP,TR1000,UP,UP,PLINE300,1000
952186814,11/28/2022 10:38,UP,TR1000,IN_MAINT,DOWN,PLINE300,1000
952397186,11/28/2022 20:13,UP,TR1000,UP,UP,PLINE300,1000
952433350,11/29/2022 0:23,RESERVED,SC1000,UP,DOWN,PLINE300,1000
952464339,11/29/2022 3:31,UP,SC1000,UP,UP,PLINE300,1000
952477415,11/29/2022 5:25,DOWN_TEST,SC1000,UP,DOWN,PLINE300,1000
952501700,11/29/2022 7:43,UP,SC1000,UP,UP,PLINE300,1000
952503917,11/29/2022 7:59,RESERVED,SC1000,UP,DOWN,PLINE300,1000
952503940,11/29/2022 7:59,RESERVED,TR1000,RESERVED,DOWN,PLINE300,1000
952516837,11/29/2022 9:38,UP,SC1000,RESERVED,DOWN,PLINE300,1000
952516867,11/29/2022 9:38,UP,TR1000,UP,UP,PLINE300,1000
952707807,11/29/2022 18:15,UP,TR1000,IN_MAINT,DOWN,PLINE300,1000
952772518,11/29/2022 22:45,UP,TR1000,UP,UP,PLINE300,1000
952772600,11/29/2022 22:45,DOWN_TEST,SC1000,UP,DOWN,PLINE300,1000
952836478,11/30/2022 5:12,UP,SC1000,UP,UP,PLINE300,1000
952865259,11/30/2022 8:27,UP,TR1000,PARTLY_UP,DOWN,PLINE300,1000
952870476,11/30/2022 9:00,UP,TR1000,DOWN_TEST,DOWN,PLINE300,1000
952903641,11/30/2022 10:33,UP,TR1000,IN_MAINT,DOWN,PLINE300,1000
953075531,11/30/2022 19:51,UP,TR1000,PARTLY_UP,DOWN,PLINE300,1000
953208480,12/1/2022 7:59,RESERVED,SC1000,PARTLY_UP,DOWN,PLINE300,1000
953208507,12/1/2022 8:00,RESERVED,TR1000,RESERVED,DOWN,PLINE300,1000
953216335,12/1/2022 8:55,RESERVED,TR1000,PARTLY_UP,DOWN,PLINE300,1000
953216379,12/1/2022 8:55,UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
953236922,12/1/2022 10:01,UP,TR1000,IN_MAINT,DOWN,PLINE300,1000
953271287,12/1/2022 11:34,IN_MAINT,SC1000,IN_MAINT,DOWN,PLINE300,1000
953298071,12/1/2022 13:32,UP,SC1000,IN_MAINT,DOWN,PLINE300,1000
953303033,12/1/2022 13:54,UP,TR1000,PARTLY_UP,DOWN,PLINE300,1000
953356511,12/1/2022 16:25,UP,TR1000,RESERVED,DOWN,PLINE300,1000
953356574,12/1/2022 16:26,RESERVED,SC1000,RESERVED,DOWN,PLINE300,1000
953441729,12/1/2022 19:05,RESERVED,TR1000,PARTLY_UP,DOWN,PLINE300,1000
953441786,12/1/2022 19:05,UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
953505852,12/2/2022 2:22,DOWN_TEST,SC1000,PARTLY_UP,DOWN,PLINE300,1000
953528177,12/2/2022 5:04,UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
953558033,12/2/2022 7:53,RESERVED,SC1000,PARTLY_UP,DOWN,PLINE300,1000
953558138,12/2/2022 7:53,RESERVED,TR1000,RESERVED,DOWN,PLINE300,1000
953583927,12/2/2022 10:03,RESERVED,TR1000,IN_MAINT,DOWN,PLINE300,1000
953587231,12/2/2022 10:11,UP,SC1000,IN_MAINT,DOWN,PLINE300,1000
953697752,12/2/2022 16:11,UP,TR1000,PARTLY_UP,DOWN,PLINE300,1000
953713095,12/2/2022 17:09,UP,TR1000,RESERVED,DOWN,PLINE300,1000
953713134,12/2/2022 17:09,RESERVED,SC1000,RESERVED,DOWN,PLINE300,1000
953721638,12/2/2022 17:42,RESERVED,TR1000,PARTLY_UP,DOWN,PLINE300,1000
953741456,12/2/2022 18:21,UP,SC1000,PARTLY_UP,DOWN,PLINE300,1000
953764727,12/2/2022 20:06,UP,TR1000,UP,UP,PLINE300,1000
953830517,12/3/2022 3:37,DOWN_TEST,SC1000,UP,DOWN,PLINE300,1000
953858433,12/3/2022 7:26,UP,SC1000,UP,UP,PLINE300,1000
953871261,12/3/2022 8:23,RESERVED,SC1000,UP,DOWN,PLINE300,1000
953894286,12/3/2022 10:20,UP,SC1000,UP,UP,PLINE300,1000
954087803,12/4/2022 8:13,RESERVED,SC1000,UP,DOWN,PLINE300,1000
954096846,12/4/2022 9:57,UP,SC1000,UP,UP,PLINE300,1000
