,FACILITY,Tool,EVENT_ROW_ID,Datim,State,State_SC,State_TR
893,PLINE300,HELIOS1200,962504968,2023-01-13 00:55:00,DOWN,,
894,PLINE300,HELIOS1200,962673218,2023-01-13 14:00:00,UP,,
895,PLINE300,HELIOS1200,963210641,2023-01-15 21:02:00,DOWN,,
896,PLINE300,HELIOS1200,963214003,2023-01-15 21:58:00,UP,,
897,PLINE300,HELIOS1200,965615744,2023-01-23 22:09:00,DOWN,,
898,PLINE300,HELIOS1200,965650213,2023-01-24 01:10:00,UP,,
899,PLINE300,DNS_5,959706070,2023-01-02 15:44:00,UP,,
900,PLINE300,DNS_5,959865117,2023-01-03 07:59:00,DOWN,,
901,PLINE300,DNS_5,959997264,2023-01-03 16:05:00,UP,,
902,PLINE300,DNS_5,960692993,2023-01-06 05:21:00,DOWN,,
903,PLINE300,DNS_5,960704557,2023-01-06 06:54:00,UP,,
904,PLINE300,DNS_5,961597339,2023-01-10 06:46:00,DOWN,,
905,PLINE300,DNS_5,961725030,2023-01-10 15:57:00,UP,,
906,PLINE300,DNS_5,962944833,2023-01-14 14:22:00,DOWN,,
907,PLINE300,DNS_5,962968132,2023-01-14 16:35:00,UP,,
908,PLINE300,DNS_5,963205424,2023-01-15 20:19:00,DOWN,,
909,PLINE300,DNS_5,963216412,2023-01-15 22:26:00,UP,,
910,PLINE300,DNS_5,964224771,2023-01-19 00:43:00,DOWN,,
911,PLINE300,DNS_5,964253888,2023-01-19 03:32:00,UP,,
912,PLINE300,DNS_5,964309897,2023-01-19 09:20:00,DOWN,,
913,PLINE300,DNS_5,964327973,2023-01-19 10:26:00,UP,,
914,PLINE300,DNS_5,965585013,2023-01-23 19:43:00,DOWN,,
915,PLINE300,DNS_5,965613601,2023-01-23 21:57:00,UP,,
916,PLINE300,DNS_5,965670638,2023-01-24 03:29:00,DOWN,,
917,PLINE300,DNS_5,965679610,2023-01-24 05:30:00,UP,,
918,PLINE300,DNS_6,959607839,2023-01-02 09:21:00,UP,,
919,PLINE300,DNS_6,960162684,2023-01-04 09:22:00,DOWN,,
920,PLINE300,DNS_6,960212085,2023-01-04 12:08:00,UP,,
921,PLINE300,DNS_6,961597390,2023-01-10 06:46:00,DOWN,,
922,PLINE300,DNS_6,961725408,2023-01-10 15:58:00,UP,,
923,PLINE300,DNS_6,961839115,2023-01-10 22:40:00,DOWN,,
924,PLINE300,DNS_6,961861363,2023-01-11 01:40:00,UP,,
925,PLINE300,DNS_6,964225331,2023-01-19 00:46:00,DOWN,,
926,PLINE300,DNS_6,964255064,2023-01-19 03:44:00,UP,,
927,PLINE300,DNS_6,965452453,2023-01-23 13:52:00,DOWN,,
928,PLINE300,DNS_6,965477494,2023-01-23 15:16:00,UP,,
929,PLINE300,DNS_6,965812032,2023-01-24 14:38:00,DOWN,,
930,PLINE300,DNS_6,965892443,2023-01-24 18:51:00,UP,,
931,PLINE300,DNS_6,966126025,2023-01-25 14:39:00,DOWN,,
932,PLINE300,DNS_6,966167010,2023-01-25 16:43:00,UP,,
933,PLINE300,DNS_6,966201899,2023-01-25 18:08:00,DOWN,,
934,PLINE300,DNS_6,966231169,2023-01-25 20:02:00,UP,,
935,PLINE300,T600,959768772,2023-01-02 20:10:00,UP,,
936,PLINE300,T600,961240645,2023-01-08 23:00:00,DOWN,,
937,PLINE300,T600,961608580,2023-01-10 07:58:00,UP,,
938,PLINE300,T600,963219598,2023-01-15 23:00:00,DOWN,,
939,PLINE300,T600,963239153,2023-01-16 04:04:00,UP,,
940,PLINE300,T600,965321234,2023-01-22 22:57:00,DOWN,,
941,PLINE300,T600,965334168,2023-01-23 02:20:00,UP,,
942,PLINE300,YS250,959625309,2023-01-02 10:45:00,DOWN,,
943,PLINE300,YS250,959868250,2023-01-03 08:31:00,UP,,
944,PLINE300,YS250,960183222,2023-01-04 10:17:00,DOWN,,
945,PLINE300,YS250,960376349,2023-01-05 03:18:00,UP,,
946,PLINE300,YS250,961306569,2023-01-09 10:37:00,DOWN,,
947,PLINE300,YS250,961387607,2023-01-09 15:45:00,UP,,
948,PLINE300,YS250,962692961,2023-01-13 15:00:00,DOWN,,
949,PLINE300,YS250,962880856,2023-01-14 07:11:00,UP,,
950,PLINE300,YS250,963358810,2023-01-16 12:42:00,DOWN,,
951,PLINE300,YS250,963402066,2023-01-16 14:59:00,UP,,
952,PLINE300,YS250,964317968,2023-01-19 09:53:00,DOWN,,
953,PLINE300,YS250,964380016,2023-01-19 13:03:00,UP,,
954,PLINE300,YS250,964782393,2023-01-20 15:00:00,DOWN,,
955,PLINE300,YS250,964848460,2023-01-20 17:50:00,UP,,
956,PLINE300,XP8,959829285,2023-01-03 04:05:00,UP,,
957,PLINE300,XP8,960405111,2023-01-05 07:30:00,DOWN,,
958,PLINE300,XP8,960414348,2023-01-05 08:40:00,UP,,
959,PLINE300,XP8,960785738,2023-01-06 12:15:00,DOWN,,
960,PLINE300,XP8,960888473,2023-01-06 18:00:00,UP,,
961,PLINE300,XP8,961687203,2023-01-10 13:52:00,DOWN,,
962,PLINE300,XP8,961756090,2023-01-10 17:30:00,UP,,
963,PLINE300,XP8,961940190,2023-01-11 09:15:00,DOWN,,
964,PLINE300,XP8,962110796,2023-01-11 18:26:00,UP,,
965,PLINE300,XP8,965786871,2023-01-24 13:37:00,DOWN,,
966,PLINE300,XP8,965830440,2023-01-24 15:19:00,UP,,
967,PLINE300,XP8,965877981,2023-01-24 17:49:00,DOWN,,
968,PLINE300,XP8,965883773,2023-01-24 18:04:00,UP,,
969,PLINE300,XP8,965964669,2023-01-25 01:54:00,DOWN,,
970,PLINE300,XP8,966044092,2023-01-25 09:29:00,UP,,
971,PLINE300,SABRE,959608848,2023-01-02 09:31:00,UP,,
972,PLINE300,SABRE,959718605,2023-01-02 17:19:00,DOWN,,
973,PLINE300,SABRE,959764980,2023-01-02 19:27:00,UP,,
974,PLINE300,SABRE,960429670,2023-01-05 09:40:00,DOWN,,
975,PLINE300,SABRE,960441721,2023-01-05 10:25:00,UP,,
976,PLINE300,SABRE,961158319,2023-01-08 08:30:00,DOWN,,
977,PLINE300,SABRE,961170099,2023-01-08 11:06:00,UP,,
978,PLINE300,SABRE,961249119,2023-01-09 01:31:00,DOWN,,
979,PLINE300,SABRE,961260104,2023-01-09 06:42:00,UP,,
980,PLINE300,SABRE,961749767,2023-01-10 17:10:00,DOWN,,
981,PLINE300,SABRE,961808249,2023-01-10 20:11:00,UP,,
982,PLINE300,SABRE,962347130,2023-01-12 14:32:00,DOWN,,
983,PLINE300,SABRE,962450642,2023-01-12 19:36:00,UP,,
984,PLINE300,SABRE,962451983,2023-01-12 19:51:00,DOWN,,
985,PLINE300,SABRE,962475150,2023-01-12 22:17:00,UP,,
986,PLINE300,SABRE,962889646,2023-01-14 08:16:00,DOWN,,
987,PLINE300,SABRE,962908365,2023-01-14 10:37:00,UP,,
988,PLINE300,SABRE,963268977,2023-01-16 08:16:00,DOWN,,
989,PLINE300,SABRE,963349100,2023-01-16 11:56:00,UP,,
990,PLINE300,SABRE,963999858,2023-01-18 10:23:00,DOWN,,
991,PLINE300,SABRE,964027725,2023-01-18 11:59:00,UP,,
992,PLINE300,SABRE,964045861,2023-01-18 13:16:00,DOWN,,
993,PLINE300,SABRE,964105429,2023-01-18 16:03:00,UP,,
994,PLINE300,SABRE,964658428,2023-01-20 09:00:00,DOWN,,
995,PLINE300,SABRE,964684566,2023-01-20 10:29:00,UP,,
996,PLINE300,SABRE,964767245,2023-01-20 14:28:00,DOWN,,
997,PLINE300,SABRE,964938205,2023-01-20 23:47:00,UP,,
998,PLINE300,SABRE,965196315,2023-01-22 07:52:00,DOWN,,
999,PLINE300,SABRE,965225503,2023-01-22 10:59:00,UP,,
1000,PLINE300,SABRE,965483812,2023-01-23 15:37:00,DOWN,,
1001,PLINE300,SABRE,965608357,2023-01-23 21:30:00,UP,,
1002,PLINE300,SABRE,965997289,2023-01-25 05:09:00,DOWN,,
1003,PLINE300,SABRE,966006128,2023-01-25 05:58:00,UP,,
1004,PLINE300,SORT4,959710235,2023-01-02 16:10:00,UP,,
1005,PLINE300,SORT4,961945479,2023-01-11 09:44:00,DOWN,,
1006,PLINE300,SORT4,961958997,2023-01-11 10:26:00,UP,,
1007,PLINE300,SORT4,964545168,2023-01-19 21:37:00,DOWN,,
1008,PLINE300,SORT4,964559070,2023-01-19 22:42:00,UP,,
1009,PLINE300,SORT4,965862080,2023-01-24 17:15:00,DOWN,,
1010,PLINE300,SORT4,965867179,2023-01-24 17:35:00,UP,,
1011,PLINE300,SORT4,966052846,2023-01-25 09:55:00,DOWN,,
1012,PLINE300,SORT4,966096386,2023-01-25 12:41:00,UP,,
1013,PLINE300,PRODUCER_5,961122473,2023-01-07 22:47:00,DOWN,,
1014,PLINE300,PRODUCER_5,961127259,2023-01-08 00:05:00,UP,,
1015,PLINE300,HELIOS460,959587048,2023-01-02 06:49:00,DOWN,,
1016,PLINE300,HELIOS460,959775839,2023-01-02 21:12:00,UP,,
1017,PLINE300,HELIOS460,961638459,2023-01-10 10:33:00,DOWN,,
1018,PLINE300,HELIOS460,962443619,2023-01-12 18:46:00,UP,,
1019,PLINE300,HELIOS460,965023016,2023-01-21 08:38:00,DOWN,,
1020,PLINE300,HELIOS460,965502356,2023-01-23 16:46:00,UP,,
1021,PLINE300,NX3DM,959694930,2023-01-02 15:09:00,UP,,
1022,PLINE300,NX3DM,960161595,2023-01-04 09:15:00,DOWN,,
1023,PLINE300,NX3DM,960333031,2023-01-04 21:12:00,UP,,
1024,PLINE300,NX3DM,961940526,2023-01-11 09:18:00,DOWN,,
1025,PLINE300,NX3DM,962283465,2023-01-12 10:33:00,UP,,
1026,PLINE300,NX3DM,962539173,2023-01-13 04:57:00,DOWN,,
1027,PLINE300,NX3DM,962542575,2023-01-13 05:10:00,UP,,
1028,PLINE300,NX3DM,963747904,2023-01-17 15:22:00,DOWN,,
1029,PLINE300,NX3DM,963782950,2023-01-17 17:04:00,UP,,
1030,PLINE300,NX3DM,963983086,2023-01-18 09:15:00,DOWN,,
1031,PLINE300,NX3DM,964323888,2023-01-19 10:15:00,UP,,
1032,PLINE300,NX3DM,966019345,2023-01-25 07:07:00,DOWN,,
1033,PLINE300,NX3DM,966051115,2023-01-25 09:50:00,UP,,
1034,PLINE300,NX3DM,966059974,2023-01-25 10:23:00,DOWN,,
1035,PLINE300,NX3DM,966075812,2023-01-25 11:19:00,UP,,
1036,PLINE300,NX3DM,966162186,2023-01-25 16:28:00,DOWN,,
1037,PLINE300,NX3DM,966169414,2023-01-25 16:51:00,UP,,
1038,PLINE300,VERSALIS,959679413,2023-01-02 13:57:00,DOWN,,
1039,PLINE300,VERSALIS,959705202,2023-01-02 15:40:00,UP,,
1040,PLINE300,VERSALIS,960082892,2023-01-03 22:53:00,DOWN,,
1041,PLINE300,VERSALIS,960147122,2023-01-04 07:25:00,UP,,
1042,PLINE300,VERSALIS,964582944,2023-01-20 00:23:00,DOWN,,
1043,PLINE300,VERSALIS,964890625,2023-01-20 19:47:00,UP,,
1044,PLINE300,VERSALIS,965974801,2023-01-25 02:38:00,DOWN,,
1045,PLINE300,VERSALIS,966020549,2023-01-25 07:12:00,UP,,
1046,PLINE300,CENTURA_EPI,959974097,2023-01-03 14:32:00,UP,,
1047,PLINE300,LAM_E5_2,959586705,2023-01-02 06:48:00,DOWN,,
1048,PLINE300,LAM_E5_2,959628071,2023-01-02 10:55:00,UP,,
1049,PLINE300,LAM_E5_2,962131287,2023-01-11 20:34:00,DOWN,,
1050,PLINE300,LAM_E5_2,962192197,2023-01-12 01:27:00,UP,,
1051,PLINE300,LAM_E5_2,964196585,2023-01-18 22:12:00,DOWN,,
1052,PLINE300,LAM_E5_2,964226528,2023-01-19 00:52:00,UP,,
1053,PLINE300,QUANTUMXP,959598461,2023-01-02 07:53:00,DOWN,,
1054,PLINE300,QUANTUMXP,959873587,2023-01-03 09:28:00,UP,,
1055,PLINE300,QUANTUMXP,960345888,2023-01-04 22:28:00,DOWN,,
1056,PLINE300,QUANTUMXP,960462786,2023-01-05 11:13:00,UP,,
1057,PLINE300,QUANTUMXP,960705851,2023-01-06 07:02:00,DOWN,,
1058,PLINE300,QUANTUMXP,961187208,2023-01-08 14:23:00,UP,,
1059,PLINE300,QUANTUMXP,961854365,2023-01-11 00:08:00,DOWN,,
1060,PLINE300,QUANTUMXP,961898622,2023-01-11 06:04:00,UP,,
1061,PLINE300,QUANTUMXP,963940040,2023-01-18 03:52:00,DOWN,,
1062,PLINE300,QUANTUMXP,963956833,2023-01-18 06:09:00,UP,,
1063,PLINE300,QUANTUMXP,965786786,2023-01-24 13:37:00,DOWN,,
1064,PLINE300,QUANTUMXP,965826823,2023-01-24 15:11:00,UP,,
1065,PLINE300,QUANTUMXP,965938562,2023-01-24 22:49:00,DOWN,,
1066,PLINE300,QUANTUMXP,965971502,2023-01-25 02:23:00,UP,,
1067,PLINE300,EBEAM300,959614832,2023-01-02 10:00:00,DOWN,,
1068,PLINE300,EBEAM300,960845604,2023-01-06 16:06:00,UP,,
1069,PLINE300,EBEAM300,965370721,2023-01-23 08:55:00,DOWN,,
1070,PLINE300,MH300,959690153,2023-01-02 14:45:00,UP,,
1071,PLINE300,MH300,960403401,2023-01-05 07:19:00,DOWN,,
1072,PLINE300,MH300,960501438,2023-01-05 13:49:00,UP,,
1073,PLINE300,MH300,960756289,2023-01-06 10:48:00,DOWN,,
1074,PLINE300,MH300,960811417,2023-01-06 14:21:00,UP,,
1075,PLINE300,MH300,961569005,2023-01-10 02:20:00,DOWN,,
1076,PLINE300,MH300,961576408,2023-01-10 03:28:00,UP,,
1077,PLINE300,MH300,961941442,2023-01-11 09:23:00,DOWN,,
1078,PLINE300,MH300,962000433,2023-01-11 12:17:00,UP,,
1079,PLINE300,MH300,962893566,2023-01-14 08:39:00,DOWN,,
1080,PLINE300,MH300,962897050,2023-01-14 09:14:00,UP,,
1081,PLINE300,MH300,963638446,2023-01-17 08:11:00,DOWN,,
1082,PLINE300,MH300,963640732,2023-01-17 08:24:00,UP,,
1083,PLINE300,MH300,965819945,2023-01-24 14:57:00,DOWN,,
1084,PLINE300,MH300,965827190,2023-01-24 15:12:00,UP,,
1085,PLINE300,KLA2925,959654755,2023-01-02 12:49:00,UP,,
1086,PLINE300,KLA2925,961528145,2023-01-09 21:00:00,DOWN,,
1087,PLINE300,KLA2925,961588333,2023-01-10 05:37:00,UP,,
1088,PLINE300,KLA2925,962486592,2023-01-12 23:17:00,DOWN,,
1089,PLINE300,KLA2925,962495194,2023-01-12 23:46:00,UP,,
1090,PLINE300,KLA2925,963645478,2023-01-17 09:00:00,DOWN,,
1091,PLINE300,KLA2925,963842106,2023-01-17 20:14:00,UP,,
1092,PLINE300,KLA2925,964003910,2023-01-18 10:37:00,DOWN,,
1093,PLINE300,KLA2925,964107553,2023-01-18 16:11:00,UP,,
1094,PLINE300,KLA2925,965471411,2023-01-23 15:00:00,DOWN,,
1095,PLINE300,KLA2925,965606101,2023-01-23 21:17:00,UP,,
1096,PLINE300,KLA2925,966085833,2023-01-25 11:56:00,DOWN,,
1097,PLINE300,KLA2925,966097901,2023-01-25 12:50:00,UP,,
1098,PLINE300,H6300,959594004,2023-01-02 07:28:00,UP,,
1099,PLINE300,H6300,961123300,2023-01-07 23:07:00,DOWN,,
1100,PLINE300,H6300,961129312,2023-01-08 00:41:00,UP,,
1101,PLINE300,H6300,965188846,2023-01-22 07:00:00,DOWN,,
1102,PLINE300,H6300,965191604,2023-01-22 07:19:00,UP,,
1103,PLINE300,SPECTRA10K,959625611,2023-01-02 10:45:00,DOWN,,
1104,PLINE300,SPECTRA10K,959681434,2023-01-02 14:07:00,UP,,
1105,PLINE300,SPECTRA10K,960961585,2023-01-06 22:29:00,DOWN,,
1106,PLINE300,SPECTRA10K,960973653,2023-01-07 00:08:00,UP,,
1107,PLINE300,SPECTRA10K,965086164,2023-01-21 15:23:00,DOWN,,
1108,PLINE300,SPECTRA10K,965088051,2023-01-21 15:36:00,UP,,
1109,PLINE300,SPECTRA10K,965495106,2023-01-23 16:10:00,DOWN,,
1110,PLINE300,SPECTRA10K,965578841,2023-01-23 19:13:00,UP,,
1111,PLINE300,SPECTRA10K,966136277,2023-01-25 15:09:00,DOWN,,
1112,PLINE300,SPECTRA10K,966155062,2023-01-25 16:01:00,UP,,
1113,PLINE300,SAVANNAH,959617549,2023-01-02 10:11:00,UP,,
1114,PLINE300,F_REX300X_1,959602390,2023-01-02 08:18:00,DOWN,,
1115,PLINE300,F_REX300X_1,959761155,2023-01-02 18:54:00,UP,,
1116,PLINE300,F_REX300X_1,960501820,2023-01-05 13:51:00,DOWN,,
1117,PLINE300,F_REX300X_1,960629103,2023-01-05 21:41:00,UP,,
1118,PLINE300,F_REX300X_1,960701119,2023-01-06 06:31:00,DOWN,,
1119,PLINE300,F_REX300X_1,960794709,2023-01-06 13:20:00,UP,,
1120,PLINE300,F_REX300X_1,961151624,2023-01-08 07:25:00,DOWN,,
1121,PLINE300,F_REX300X_1,961156677,2023-01-08 08:11:00,UP,,
1122,PLINE300,F_REX300X_1,961983026,2023-01-11 11:32:00,DOWN,,
1123,PLINE300,F_REX300X_1,962158139,2023-01-11 22:19:00,UP,,
1124,PLINE300,F_REX300X_1,963414852,2023-01-16 15:36:00,DOWN,,
1125,PLINE300,F_REX300X_1,963592353,2023-01-17 02:33:00,UP,,
1126,PLINE300,F_REX300X_1,964317811,2023-01-19 09:52:00,DOWN,,
1127,PLINE300,F_REX300X_1,964348615,2023-01-19 11:17:00,UP,,
1128,PLINE300,F_REX300X_1,965253337,2023-01-22 14:20:00,DOWN,,
1129,PLINE300,F_REX300X_1,965258679,2023-01-22 15:08:00,UP,,
1130,PLINE300,F_REX300X_1,965582718,2023-01-23 19:32:00,DOWN,,
1131,PLINE300,F_REX300X_1,965612002,2023-01-23 21:47:00,UP,,
1132,PLINE300,F_REX300X_1,966201627,2023-01-25 18:07:00,DOWN,,
1133,PLINE300,A412_4,960091175,2023-01-03 23:50:00,UP,,
1134,PLINE300,A412_4,960101604,2023-01-04 01:44:00,DOWN,,
1135,PLINE300,A412_4,960134698,2023-01-04 06:26:00,UP,,
1136,PLINE300,A412_4,960141481,2023-01-04 06:57:00,DOWN,,
1137,PLINE300,A412_4,960214561,2023-01-04 12:22:00,UP,,
1138,PLINE300,A412_4,961563785,2023-01-10 01:31:00,DOWN,,
1139,PLINE300,A412_4,961681169,2023-01-10 13:34:00,UP,,
1140,PLINE300,A412_4,962033627,2023-01-11 14:30:00,DOWN,,
1141,PLINE300,A412_4,962353547,2023-01-12 15:00:00,UP,,
1142,PLINE300,A412_4,962816516,2023-01-13 22:39:00,DOWN,,
1143,PLINE300,A412_4,962839232,2023-01-14 00:28:00,UP,,
1144,PLINE300,A412_4,962879469,2023-01-14 07:02:00,DOWN,,
1145,PLINE300,A412_4,963223805,2023-01-16 00:01:00,UP,,
1146,PLINE300,A412_4,963607589,2023-01-17 04:58:00,DOWN,,
1147,PLINE300,A412_4,963839058,2023-01-17 20:07:00,UP,,
1148,PLINE300,A412_4,964189611,2023-01-18 21:42:00,DOWN,,
1149,PLINE300,A412_4,964521756,2023-01-19 20:08:00,UP,,
1150,PLINE300,A412_4,965325342,2023-01-23 00:35:00,DOWN,,
1151,PLINE300,A412_4,965981643,2023-01-25 03:16:00,UP,,
1152,PLINE300,A412_4,966180634,2023-01-25 17:27:00,DOWN,,
1153,PLINE300,XP4_2,959692682,2023-01-02 14:55:00,UP,,
1154,PLINE300,XP4_2,961154883,2023-01-08 07:54:00,DOWN,,
1155,PLINE300,XP4_2,961166161,2023-01-08 10:21:00,UP,,
1156,PLINE300,XP4_2,961854233,2023-01-11 00:04:00,DOWN,,
1157,PLINE300,XP4_2,961895589,2023-01-11 05:42:00,UP,,
1158,PLINE300,XP4_2,962611216,2023-01-13 10:46:00,DOWN,,
1159,PLINE300,XP4_2,962634930,2023-01-13 11:54:00,UP,,
1160,PLINE300,XP4_2,965767693,2023-01-24 12:13:00,DOWN,,
1161,PLINE300,XP4_2,965944992,2023-01-24 23:10:00,UP,,
1212,PLINE300,TEL_TACTRAS3,959585474,2023-01-02 06:39:00,DOWN,,
1213,PLINE300,TEL_TACTRAS3,959719706,2023-01-02 17:28:00,UP,,
1214,PLINE300,TEL_TACTRAS3,961918307,2023-01-11 07:53:00,DOWN,,
1215,PLINE300,TEL_TACTRAS3,962002282,2023-01-11 12:22:00,UP,,
1216,PLINE300,TEL_TACTRAS3,963961261,2023-01-18 06:44:00,DOWN,,
1217,PLINE300,TEL_TACTRAS3,964005373,2023-01-18 10:43:00,UP,,
1218,PLINE300,TEL_TACTRAS3,966238993,2023-01-25 20:33:00,DOWN,,
1219,PLINE300,GEMINI,959969528,2023-01-03 14:15:00,UP,,
1220,PLINE300,GEMINI,960211458,2023-01-04 12:03:00,DOWN,,
1221,PLINE300,GEMINI,960241874,2023-01-04 14:20:00,UP,,
1222,PLINE300,GEMINI,961863988,2023-01-11 01:55:00,DOWN,,
1223,PLINE300,GEMINI,961945362,2023-01-11 09:44:00,UP,,
1224,PLINE300,GEMINI,964337526,2023-01-19 10:53:00,DOWN,,
1225,PLINE300,GEMINI,964399384,2023-01-19 14:05:00,UP,,
1226,PLINE300,EXSOLVE,959585966,2023-01-02 06:42:00,DOWN,,
1227,PLINE300,EXSOLVE,959596193,2023-01-02 07:42:00,UP,,
1228,PLINE300,EXSOLVE,963333711,2023-01-16 11:10:00,DOWN,,
1229,PLINE300,EXSOLVE,963919215,2023-01-18 01:56:00,UP,,
1230,PLINE300,TEMLINK,959586057,2023-01-02 06:43:00,DOWN,,
1231,PLINE300,TEMLINK,959601301,2023-01-02 08:12:00,UP,,
1232,PLINE300,METRIOS,959586274,2023-01-02 06:44:00,DOWN,,
1233,PLINE300,METRIOS,959682995,2023-01-02 14:17:00,UP,,
1234,PLINE300,METRIOS,963274171,2023-01-16 09:04:00,DOWN,,
1235,PLINE300,METRIOS,963336295,2023-01-16 11:18:00,UP,,
1236,PLINE300,METRIOS,963990996,2023-01-18 09:54:00,DOWN,,
1237,PLINE300,METRIOS,964135376,2023-01-18 17:39:00,UP,,
1238,PLINE300,METRIOS,964671929,2023-01-20 09:57:00,DOWN,,
1239,PLINE300,METRIOS,964715548,2023-01-20 11:55:00,UP,,
1240,PLINE300,CRESSINGTON300,959586364,2023-01-02 06:45:00,DOWN,,
1241,PLINE300,CRESSINGTON300,959594126,2023-01-02 07:29:00,UP,,
1242,PLINE300,MC600I,959587343,2023-01-02 06:50:00,DOWN,,
1243,PLINE300,MC600I,959806473,2023-01-03 00:33:00,UP,,
1244,PLINE300,TEM_METROLOGY,959587512,2023-01-02 06:52:00,DOWN,,
1245,PLINE300,TEM_METROLOGY,959636533,2023-01-02 11:29:00,UP,,
1246,PLINE300,TEM_METROLOGY,964674782,2023-01-20 10:05:00,DOWN,,
1247,PLINE300,TEM_METROLOGY,964715147,2023-01-20 11:54:00,UP,,
1248,PLINE300,ENDURA_5,960265610,2023-01-04 15:43:00,UP,,
1249,PLINE300,ENDURA_5,961617736,2023-01-10 08:59:00,DOWN,,
1250,PLINE300,ENDURA_5,961631695,2023-01-10 10:11:00,UP,,
1251,PLINE300,SYSTEMIII,960768606,2023-01-06 11:21:00,DOWN,,
1252,PLINE300,SYSTEMIII,960794879,2023-01-06 13:21:00,UP,,
1253,PLINE300,SIGMA,959935923,2023-01-03 11:58:00,UP,,
1254,PLINE300,SIGMA,962551219,2023-01-13 06:26:00,DOWN,,
1255,PLINE300,SIGMA,962593780,2023-01-13 09:38:00,UP,,
1256,PLINE300,SIGMA,962684075,2023-01-13 14:36:00,DOWN,,
1257,PLINE300,SIGMA,962700706,2023-01-13 15:25:00,UP,,
1258,PLINE300,SIGMA,964631816,2023-01-20 05:51:00,DOWN,,
1259,PLINE300,SIGMA,964675240,2023-01-20 10:07:00,UP,,
1260,PLINE300,GENI,959963119,2023-01-03 13:54:00,UP,,
1261,PLINE300,GENI,961553655,2023-01-09 23:48:00,DOWN,,
1262,PLINE300,GENI,962100038,2023-01-11 17:57:00,UP,,
1263,PLINE300,GENI,963532676,2023-01-16 21:52:00,DOWN,,
1264,PLINE300,GENI,963832194,2023-01-17 19:39:00,UP,,
1265,PLINE300,GENI,965372937,2023-01-23 09:03:00,DOWN,,
1266,PLINE300,SEALER_4,962602090,2023-01-13 10:09:00,DOWN,,
1267,PLINE300,SEALER_4,962610499,2023-01-13 10:44:00,UP,,
1268,PLINE300,MOLDER,961389281,2023-01-09 15:51:00,UP,,
1269,PLINE300,MOLDER,963168180,2023-01-15 17:47:00,DOWN,,
1270,PLINE300,MOLDER,963212823,2023-01-15 21:26:00,UP,,
1271,PLINE300,INTREPID_2,959793249,2023-01-02 22:54:00,UP,,
1272,PLINE300,INTREPID_2,960877276,2023-01-06 17:48:00,DOWN,,
1273,PLINE300,INTREPID_2,960931677,2023-01-06 19:58:00,UP,,
1274,PLINE300,INTREPID_2,963978067,2023-01-18 08:43:00,DOWN,,
1275,PLINE300,INTREPID_2,963995554,2023-01-18 10:09:00,UP,,
1276,PLINE300,INTREPID_2,966004357,2023-01-25 05:46:00,DOWN,,
1277,PLINE300,INTREPID_2,966031287,2023-01-25 08:12:00,UP,,
1278,PLINE300,YS375,959681184,2023-01-02 14:05:00,UP,,
1279,PLINE300,YS375,960823235,2023-01-06 15:00:00,DOWN,,
1280,PLINE300,YS375,960831652,2023-01-06 15:26:00,UP,,
1281,PLINE300,YS375,962692963,2023-01-13 15:00:00,DOWN,,
1282,PLINE300,YS375,962882084,2023-01-14 07:18:00,UP,,
1283,PLINE300,YS375,964640555,2023-01-20 06:47:00,DOWN,,
1284,PLINE300,YS375,964680185,2023-01-20 10:21:00,UP,,
1285,PLINE300,YS375,964782391,2023-01-20 15:00:00,DOWN,,
1286,PLINE300,YS375,964796530,2023-01-20 15:41:00,UP,,
1287,PLINE300,YS375,965743583,2023-01-24 10:38:00,DOWN,,
1288,PLINE300,YS375,965780555,2023-01-24 13:09:00,UP,,
1289,PLINE300,LAM_E6,959758415,2023-01-02 18:37:00,UP,,
1290,PLINE300,LAM_E6,961526858,2023-01-09 20:50:00,DOWN,,
1291,PLINE300,LAM_E6,961569518,2023-01-10 02:26:00,UP,,
1292,PLINE300,LAM_E6,963252821,2023-01-16 07:01:00,DOWN,,
1293,PLINE300,LAM_E6,963431240,2023-01-16 16:26:00,UP,,
1294,PLINE300,LAM_E6,965607033,2023-01-23 21:22:00,DOWN,,
1295,PLINE300,LAM_E6,965661891,2023-01-24 02:24:00,UP,,
1296,PLINE300,SORT5,959710373,2023-01-02 16:11:00,UP,,
1297,PLINE300,SORT5,960347100,2023-01-04 22:34:00,DOWN,,
1298,PLINE300,SORT5,960352033,2023-01-04 23:02:00,UP,,
1299,PLINE300,SORT5,960820396,2023-01-06 14:48:00,DOWN,,
1300,PLINE300,SORT5,960832941,2023-01-06 15:29:00,UP,,
1301,PLINE300,SORT5,963326216,2023-01-16 10:43:00,DOWN,,
1302,PLINE300,SORT5,963342538,2023-01-16 11:36:00,UP,,
1303,PLINE300,SORT5,964615496,2023-01-20 04:14:00,DOWN,,
1304,PLINE300,SORT5,964643527,2023-01-20 07:03:00,UP,,
1305,PLINE300,SORT5,964826024,2023-01-20 17:12:00,DOWN,,
1306,PLINE300,SORT5,964838316,2023-01-20 17:44:00,UP,,
1307,PLINE300,EP5,959873210,2023-01-03 09:23:00,DOWN,,
1308,PLINE300,EP5,959975264,2023-01-03 14:36:00,UP,,
1309,PLINE300,EP5,960483465,2023-01-05 12:30:00,DOWN,,
1310,PLINE300,EP5,960742296,2023-01-06 10:11:00,UP,,
