,Begin,Cluster,Description,End,Fab300_Duration,Fab300_User_id,FACILITY,IIO_Duration,IIO_User_id,Modules,Tool,WBS,LithoCluster,ToolName,_merge
0,2022-10-31 00:00:00,,lot processing,2022-10-31 02:00:00,,,PLINE300,2.0,robber85,,SC1000,31199/30079,1000.0,SC1000,both
1,2022-10-31 16:48:50,0.0,JSR,2022-10-31 19:00:00,1.2366666666666666,wouter12,PLINE300,2.0,perrem78,,SC1000,31199/30079,1000.0,SC1000,both
2,2022-11-01 00:00:00,,tst,2022-11-01 02:00:00,,,PLINE300,2.0,perrem78,,SC1000,31199/30079,1000.0,SC1000,both
3,2022-11-01 10:00:00,1.0,lot processing,2022-11-01 12:01:50,1.7863888888888888,le27,PLINE300,2.0,robber85,,SC1000,31199/30079,1000.0,SC1000,both
4,2022-11-01 14:00:00,,scanner,2022-11-01 14:30:00,,,PLINE300,0.5,dauend87,,SC1000,98600/00962,1000.0,SC1000,both
5,2022-11-02 07:58:10,2.0,tst,2022-11-02 10:00:00,1.946388888888889,lecocq91,PLINE300,2.0,perrem78,,SC1000,31199/30079,1000.0,SC1000,both
6,2022-11-03 00:00:00,,JSR,2022-11-03 02:00:00,,,PLINE300,2.0,perrem78,,SC1000,31199/30079,1000.0,SC1000,both
7,2022-11-03 08:00:00,3.0,test,2022-11-03 10:00:00,1.751111111111111,maessc90,PLINE300,2.0,dilien72,,SC1000,31199/30079,1000.0,SC1000,both
8,2022-11-04 01:00:00,,test,2022-11-04 02:00:00,,,PLINE300,1.0,vleerb85,,SC1000,31199/30079,1000.0,SC1000,both
9,2022-11-04 08:00:00,4.0,test,2022-11-04 10:00:00,1.675277777777778,lecocq91,PLINE300,2.0,dilien72,,SC1000,31199/30079,1000.0,SC1000,both
10,2022-11-05 08:00:00,,JSR,2022-11-05 10:00:00,,,PLINE300,2.0,perrem78,,SC1000,31199/30079,1000.0,SC1000,both
11,2022-11-06 08:00:00,5.0,JSR slot,2022-11-06 10:57:16,2.0283333333333333,le27,PLINE300,2.0,robber85,,SC1000,31199/30079,1000.0,SC1000,both
12,2022-11-06 13:00:00,,JSR slot,2022-11-06 15:00:00,,,PLINE300,2.0,robber85,,SC1000,31199/30079,1000.0,SC1000,both
13,2022-11-07 08:00:00,,test,2022-11-07 10:00:00,,,PLINE300,2.0,cloost23,,SC1000,31199/30079,1000.0,SC1000,both
14,2022-11-08 00:00:00,,JSR;test,2022-11-08 02:00:00,,,PLINE300,2.0,perrem78;vleerb85,,SC1000,31199/30079,1000.0,SC1000,both
15,2022-11-08 07:30:00,0.0,meting,2022-11-08 09:00:00,0.2783333333333333,jacobs41,PLINE300,1.5,jacobs41,,SC1000,31199/01513,1000.0,SC1000,both
16,2022-11-08 14:00:00,,KrF,2022-11-08 14:30:00,,,PLINE300,0.5,kampit73,,SC1000,31199/01680,1000.0,SC1000,both
17,2022-11-09 08:00:00,6.0,test;JSR processing time,2022-11-09 12:00:00,1.663888888888889,maessc90,PLINE300,4.0,cloost23;perrem78,,SC1000,31199/30079,1000.0,SC1000,both
18,2022-11-09 17:00:00,,JSR,2022-11-09 19:00:00,,,PLINE300,2.0,perrem78,,SC1000,31199/30079,1000.0,SC1000,both
19,2022-11-10 07:58:56,7.0,test,2022-11-10 10:25:24,2.4411111111111112,maessc90,PLINE300,2.0,cloost23,,SC1000,31199/30079,1000.0,SC1000,both
20,2022-11-10 14:00:00,,Inpria,2022-11-10 16:00:00,,,PLINE300,2.0,deschepp,,SC1000,31199/01706,1000.0,SC1000,both
21,2022-11-10 17:00:00,8.0,JSR,2022-11-10 19:00:00,1.6483333333333334,wouter12,PLINE300,2.0,perrem78,,SC1000,31199/30079,1000.0,SC1000,both
22,2022-11-14 08:00:00,9.0,test,2022-11-14 10:00:00,0.915,lecocq91,PLINE300,2.0,cloost23,,SC1000,31199/30079,1000.0,SC1000,both
23,2022-11-15 00:00:00,,test,2022-11-15 02:00:00,,,PLINE300,2.0,vleerb85,,SC1000,31199/30079,1000.0,SC1000,both
24,2022-11-15 07:30:00,,meting,2022-11-15 09:00:00,,,PLINE300,1.5,jacobs41,,SC1000,31199/01513,1000.0,SC1000,both
25,2022-11-15 09:00:00,10.0,JSR,2022-11-15 11:12:27,1.3694444444444445,lecocq91,PLINE300,2.0,perrem78,,SC1000,31199/30079,1000.0,SC1000,both
26,2022-11-15 14:00:00,,Inpria,2022-11-15 16:00:00,,,PLINE300,2.0,deschepp,,SC1000,31199/31247,1000.0,SC1000,both
27,2022-11-15 17:00:00,,AL225326/5,2022-11-15 19:30:00,,,PLINE300,2.5,moelants,,SC1000,98850/02081,1000.0,SC1000,both
28,2022-11-16 00:00:00,,JSR,2022-11-16 02:00:00,,,PLINE300,2.0,perrem78,,SC1000,31199/30079,1000.0,SC1000,both
29,2022-11-16 08:00:00,11.0,test,2022-11-16 10:00:00,1.0194444444444444,lecocq91,PLINE300,2.0,cloost23,,SC1000,31199/30079,1000.0,SC1000,both
30,2022-11-17 00:00:00,,JSR,2022-11-17 02:00:00,,,PLINE300,2.0,perrem78,,SC1000,31199/30079,1000.0,SC1000,both
31,2022-11-17 08:00:00,12.0,test,2022-11-17 10:00:00,1.7055555555555555,lecocq91,PLINE300,2.0,cloost23,,SC1000,31199/30079,1000.0,SC1000,both
32,2022-11-17 14:00:00,,SAVI test,2022-11-17 16:00:00,,,PLINE300,2.0,dhave,,SC1000,37004/01795,1000.0,SC1000,both
33,2022-11-17 14:49:37,,,2022-11-17 15:43:43,0.9016666666666666,hofman72,PLINE300,,,,SC1000,31199/01706,1000.0,SC1000,both
34,2022-11-18 08:00:00,,test,2022-11-18 10:00:00,,,PLINE300,2.0,cloost23,,SC1000,31199/30079,1000.0,SC1000,both
35,2022-10-31 00:00:00,,lot processing,2022-10-31 02:00:00,,,PLINE300,2.0,robber85,,TR1000,31199/30079,1000.0,TR1000,both
36,2022-10-31 16:49:10,0.0,JSR,2022-10-31 19:00:00,1.2344444444444445,wouter12,PLINE300,2.0,perrem78,,TR1000,31199/30079,1000.0,TR1000,both
37,2022-11-01 00:00:00,,tst,2022-11-01 02:00:00,,,PLINE300,2.0,perrem78,,TR1000,31199/30079,1000.0,TR1000,both
38,2022-11-01 10:00:00,,lot processing,2022-11-01 12:00:00,,,PLINE300,2.0,robber85,,TR1000,31199/30079,1000.0,TR1000,both
39,2022-11-01 14:00:00,,scanner,2022-11-01 14:30:00,,,PLINE300,0.5,dauend87,,TR1000,98600/00962,1000.0,TR1000,both
40,2022-11-02 07:58:06,1.0,tst,2022-11-02 10:00:00,1.95,lecocq91,PLINE300,2.0,perrem78,,TR1000,31199/30079,1000.0,TR1000,both
41,2022-11-03 00:00:00,,JSR,2022-11-03 02:00:00,,,PLINE300,2.0,perrem78,,TR1000,31199/30079,1000.0,TR1000,both
42,2022-11-03 08:00:00,2.0,test,2022-11-03 10:00:00,1.793611111111111,maessc90,PLINE300,2.0,dilien72,,TR1000,31199/30079,1000.0,TR1000,both
43,2022-11-04 01:00:00,,test,2022-11-04 02:00:00,,,PLINE300,1.0,vleerb85,,TR1000,31199/30079,1000.0,TR1000,both
44,2022-11-04 08:00:00,3.0,test,2022-11-04 10:00:00,1.675277777777778,lecocq91,PLINE300,2.0,dilien72,,TR1000,31199/30079,1000.0,TR1000,both
45,2022-11-05 08:00:00,,JSR,2022-11-05 10:00:00,,,PLINE300,2.0,perrem78,,TR1000,31199/30079,1000.0,TR1000,both
46,2022-11-06 08:00:00,,JSR slot,2022-11-06 10:00:00,,,PLINE300,2.0,robber85,,TR1000,31199/30079,1000.0,TR1000,both
47,2022-11-06 13:00:00,4.0,JSR slot,2022-11-06 15:00:00,1.5480555555555555,le27,PLINE300,2.0,robber85,,TR1000,31199/30079,1000.0,TR1000,both
48,2022-11-07 08:00:00,,test,2022-11-07 10:00:00,,,PLINE300,2.0,cloost23,,TR1000,31199/30079,1000.0,TR1000,both
49,2022-11-08 00:00:00,,JSR;test,2022-11-08 02:00:00,,,PLINE300,2.0,perrem78;vleerb85,,TR1000,31199/30079,1000.0,TR1000,both
50,2022-11-08 07:30:00,0.0,meting,2022-11-08 09:00:00,0.2847222222222222,jacobs41,PLINE300,1.5,jacobs41,,TR1000,31199/01513,1000.0,TR1000,both
51,2022-11-08 14:00:00,,KrF,2022-11-08 14:30:00,,,PLINE300,0.5,kampit73,,TR1000,31199/01680,1000.0,TR1000,both
52,2022-11-09 08:00:00,,test;JSR processing time,2022-11-09 12:00:00,,,PLINE300,4.0,cloost23;perrem78,,TR1000,31199/30079,1000.0,TR1000,both
53,2022-11-09 17:00:00,,JSR,2022-11-09 19:00:00,,,PLINE300,2.0,perrem78,,TR1000,31199/30079,1000.0,TR1000,both
54,2022-11-10 07:58:29,5.0,test,2022-11-10 10:25:33,2.451111111111111,maessc90,PLINE300,2.0,cloost23,,TR1000,31199/30079,1000.0,TR1000,both
55,2022-11-10 14:00:00,,Inpria,2022-11-10 16:00:00,,,PLINE300,2.0,deschepp,,TR1000,31199/01706,1000.0,TR1000,both
56,2022-11-10 17:00:00,6.0,JSR,2022-11-10 19:00:00,1.65,wouter12,PLINE300,2.0,perrem78,,TR1000,31199/30079,1000.0,TR1000,both
57,2022-11-14 08:00:00,7.0,test,2022-11-14 10:00:00,0.9186111111111112,lecocq91,PLINE300,2.0,cloost23,,TR1000,31199/30079,1000.0,TR1000,both
58,2022-11-15 00:00:00,,test,2022-11-15 02:00:00,,,PLINE300,2.0,vleerb85,,TR1000,31199/30079,1000.0,TR1000,both
59,2022-11-15 07:30:00,,meting,2022-11-15 09:00:00,,,PLINE300,1.5,jacobs41,,TR1000,31199/01513,1000.0,TR1000,both
60,2022-11-15 09:00:00,8.0,JSR,2022-11-15 11:12:41,1.3758333333333332,lecocq91,PLINE300,2.0,perrem78,,TR1000,31199/30079,1000.0,TR1000,both
61,2022-11-15 14:00:00,,Inpria,2022-11-15 16:00:00,,,PLINE300,2.0,deschepp,,TR1000,31199/31247,1000.0,TR1000,both
62,2022-11-16 00:00:00,,JSR,2022-11-16 02:00:00,,,PLINE300,2.0,perrem78,,TR1000,31199/30079,1000.0,TR1000,both
63,2022-11-16 08:00:00,9.0,test,2022-11-16 10:00:00,1.0202777777777778,lecocq91,PLINE300,2.0,cloost23,,TR1000,31199/30079,1000.0,TR1000,both
64,2022-11-17 00:00:00,,JSR,2022-11-17 02:00:00,,,PLINE300,2.0,perrem78,,TR1000,31199/30079,1000.0,TR1000,both
65,2022-11-17 08:00:00,10.0,test,2022-11-17 10:00:00,1.7044444444444444,lecocq91,PLINE300,2.0,cloost23,,TR1000,31199/30079,1000.0,TR1000,both
66,2022-11-18 08:00:00,,test,2022-11-18 10:00:00,,,PLINE300,2.0,cloost23,,TR1000,31199/30079,1000.0,TR1000,both
67,2022-10-31 00:00:00,,private,2022-10-31 06:00:00,,,PLINE300,6.0,fukumu91,,H6300,31199/02019,,,left_only
68,2022-10-31 09:30:00,,Tool-to-tool offset,2022-10-31 11:00:00,,,PLINE300,1.5,newman74,,H6300,31199/01995,,,left_only
69,2022-10-31 11:00:00,,DSA,2022-10-31 13:00:00,,,PLINE300,2.0,vanbel53,,H6300,31199/00650,,,left_only
70,2022-10-31 13:00:00,,use,2022-10-31 14:00:00,,,PLINE300,1.0,ledain47,,H6300,98601/01062,,,left_only
71,2022-10-31 14:00:00,,proc  dev,2022-10-31 17:00:00,,,PLINE300,3.0,ramane56,,H6300,31199/02273,,,left_only
72,2022-10-31 17:00:00,,m,2022-10-31 20:00:00,,,PLINE300,3.0,vdries51,,H6300,31199/01413,,,left_only
73,2022-10-31 20:00:00,,AP3 work,2022-11-01 11:00:00,,,PLINE300,15.0,fukumu91,,H6300,31199/02008,,,left_only
74,2022-11-01 11:00:00,,meas,2022-11-01 15:30:00,,,PLINE300,4.5,oka40,,H6300,31199/30117,,,left_only
75,2022-11-01 15:30:00,,meas,2022-11-01 19:00:00,,,PLINE300,3.5,dauend87,,H6300,98600/00962,,,left_only
76,2022-11-01 19:00:00,,use,2022-11-02 00:00:00,,,PLINE300,5.0,zidan45,,H6300,31199/01918,,,left_only
77,2022-11-02 00:00:00,,use,2022-11-02 02:00:00,,,PLINE300,2.0,zidan45,,H6300,31199/01988,,,left_only
78,2022-11-02 02:00:00,,LS measurementr;proc dev,2022-11-02 11:00:00,,,PLINE300,9.0,genjim61;ramane56,,H6300,31199/02273,,,left_only
79,2022-11-02 11:00:00,,m,2022-11-02 12:00:00,,,PLINE300,1.0,vdries51,,H6300,31199/01413,,,left_only
80,2022-11-02 12:00:00,,queue,2022-11-02 14:00:00,,,PLINE300,2.0,dauend87,,H6300,98600/00962,,,left_only
81,2022-11-02 14:00:00,,R,2022-11-02 15:00:00,,,PLINE300,1.0,kampit73,,H6300,31199/01680,,,left_only
82,2022-11-02 15:00:00,,FEM job,2022-11-02 16:00:00,,,PLINE300,1.0,mingar54,,H6300,31199/00653,,,left_only
83,2022-11-02 16:00:00,,AP3 work,2022-11-03 08:00:00,,,PLINE300,16.0,fukumu91,,H6300,31199/02008,,,left_only
84,2022-11-02 16:00:00,,LS measurement,2022-11-03 00:00:00,,,PLINE300,8.0,dauend87,,H6300,31199/02273,,,left_only
85,2022-11-03 08:00:00,,recipe tuning,2022-11-03 10:00:00,,,PLINE300,2.0,dauend87,,H6300,98600/00962,,,left_only
86,2022-11-03 10:00:00,,m,2022-11-03 11:00:00,,,PLINE300,1.0,vdries51,,H6300,31199/01413,,,left_only
87,2022-11-03 11:00:00,,recipe tune,2022-11-03 14:00:00,,,PLINE300,3.0,dauend87,,H6300,98600/00962,,,left_only
88,2022-11-03 14:00:00,,hitachi,2022-11-03 16:00:00,,,PLINE300,2.0,wei34,,H6300,31199/01179,,,left_only
89,2022-11-03 15:58:31,0.0,training,2022-11-03 17:04:35,1.1011111111111112,monter30,PLINE300,1.0,monter30,,H6300,31299/31818,,,left_only
90,2022-11-03 17:00:00,,meas,2022-11-03 18:00:00,,,PLINE300,1.0,oka40,,H6300,31199/30117,,,left_only
91,2022-11-03 22:00:00,,proc dev,2022-11-04 08:00:00,,,PLINE300,10.0,ramane56,,H6300,31199/02273,,,left_only
92,2022-11-04 08:00:00,,Fixing offset,2022-11-04 09:00:00,,,PLINE300,1.0,willem81,,H6300,36056/36503,,,left_only
93,2022-11-04 09:02:04,,,2022-11-07 08:55:47,71.89527777777778,goovae19,PLINE300,,,,H6300,31199/01617,,,left_only
94,2022-11-04 11:00:00,,ER_Use,2022-11-04 13:00:00,,,PLINE300,2.0,her70,,H6300,31199/01680,,,left_only
95,2022-11-04 13:00:00,,proc,2022-11-04 14:00:00,,,PLINE300,1.0,shaaba29,,H6300,31199/01756,,,left_only
96,2022-11-04 14:00:00,,p,2022-11-04 16:00:00,,,PLINE300,2.0,goovae19,,H6300,31199/01755,,,left_only
97,2022-11-04 16:00:00,,proc,2022-11-04 17:00:00,,,PLINE300,1.0,shaaba29,,H6300,31199/01756,,,left_only
98,2022-11-04 17:00:00,,private,2022-11-04 18:00:00,,,PLINE300,1.0,fukumu91,,H6300,31199/02019,,,left_only
99,2022-11-04 18:00:00,,DSA,2022-11-04 20:00:00,,,PLINE300,2.0,vanbel53,,H6300,31199/00650,,,left_only
100,2022-11-04 20:00:00,,private,2022-11-05 00:00:00,,,PLINE300,4.0,fukumu91,,H6300,31199/02019,,,left_only
101,2022-11-05 00:00:00,,proc dev,2022-11-05 09:00:00,,,PLINE300,9.0,ramane56,,H6300,31199/02273,,,left_only
102,2022-11-05 09:00:00,,For Genjima-san,2022-11-06 00:00:00,,,PLINE300,15.0,demand38,,H6300,31199/31021,,,left_only
103,2022-11-06 00:00:00,,Inspection,2022-11-06 02:00:00,,,PLINE300,2.0,feurpr61,,H6300,31199/02273,,,left_only
104,2022-11-06 09:00:00,,proc dev,2022-11-06 11:00:00,,,PLINE300,2.0,ramane56,,H6300,31199/02273,,,left_only
105,2022-11-06 11:00:00,,private,2022-11-06 12:30:00,,,PLINE300,1.5,kato70,,H6300,31199/02007,,,left_only
106,2022-11-06 12:30:00,,private,2022-11-06 16:30:00,,,PLINE300,4.0,fukumu91,,H6300,31199/02019,,,left_only
107,2022-11-06 16:30:00,,AP3 work,2022-11-07 01:00:00,,,PLINE300,8.5,fukumu91,,H6300,31199/02008,,,left_only
108,2022-11-07 01:00:00,,private,2022-11-07 06:00:00,,,PLINE300,5.0,fukumu91,,H6300,31199/02019,,,left_only
109,2022-11-07 06:00:00,,DSA,2022-11-07 08:30:00,,,PLINE300,2.5,vanbel53,,H6300,31199/00650,,,left_only
110,2022-11-07 08:30:00,,for arnaud,2022-11-07 11:00:00,,,PLINE300,2.5,hareen73,,H6300,31199/02273,,,left_only
111,2022-11-07 08:55:52,,,2022-11-07 10:52:27,1.9430555555555555,goovae19,PLINE300,,,,H6300,31199/00650,,,left_only
112,2022-11-07 11:00:00,,m,2022-11-07 12:00:00,,,PLINE300,1.0,vdries51,,H6300,31199/01413,,,left_only
113,2022-11-07 12:00:00,,measure,2022-11-07 13:00:00,,,PLINE300,1.0,paolil45,,H6300,31199/01988,,,left_only
114,2022-11-07 13:00:00,,intel,2022-11-07 14:00:00,,,PLINE300,1.0,guzman11,,H6300,31199/00849,,,left_only
115,2022-11-07 18:00:00,,R,2022-11-07 21:00:00,,,PLINE300,3.0,kampit73,,H6300,31199/01680,,,left_only
116,2022-11-07 21:00:00,,m;AP3 work,2022-11-08 07:00:00,,,PLINE300,10.0,fukumu91,,H6300,31199/02008,,,left_only
117,2022-11-08 07:00:00,,p,2022-11-08 09:00:00,,,PLINE300,2.0,goovae19,,H6300,31199/01755,,,left_only
118,2022-11-08 14:00:00,,hitachi,2022-11-08 16:00:00,,,PLINE300,2.0,wei34,,H6300,31199/01179,,,left_only
119,2022-11-08 16:00:00,,pilot,2022-11-08 19:00:00,,,PLINE300,3.0,wei62,,H6300,31199/00653,,,left_only
120,2022-11-08 19:00:00,,arnaud ADI;arnaud adi,2022-11-09 07:00:00,,,PLINE300,12.0,demand38,,H6300,98600/00962,,,left_only
121,2022-11-09 07:00:00,,meting,2022-11-09 09:00:00,,,PLINE300,2.0,baudem,,H6300,31199/01920,,,left_only
122,2022-11-09 09:00:00,,proc dev,2022-11-09 11:00:00,,,PLINE300,2.0,ramane56,,H6300,31199/02273,,,left_only
123,2022-11-09 11:00:00,,use,2022-11-09 12:00:00,,,PLINE300,1.0,debruy71,,H6300,98601/01062,,,left_only
124,2022-11-09 12:00:00,,dev,2022-11-09 14:00:00,,,PLINE300,2.0,thiam14,,H6300,98600/00962,,,left_only
125,2022-11-09 12:00:00,,Private use,2022-11-09 14:00:00,,,PLINE300,2.0,oguma46,,H6300,31199/30092,,,left_only
126,2022-11-09 14:00:00,,ADI,2022-11-09 14:30:00,,,PLINE300,0.5,huang72,,H6300,31199/01617,,,left_only
127,2022-11-09 14:30:00,,fg;c,2022-11-09 18:00:00,,,PLINE300,3.5,hareen73,,H6300,31199/02273,,,left_only
128,2022-11-09 18:00:00,,D_Use;m,2022-11-09 21:00:00,,,PLINE300,3.0,her70,,H6300,31199/01680,,,left_only
129,2022-11-09 21:00:00,,hitachi,2022-11-10 02:00:00,,,PLINE300,5.0,wei34,,H6300,31199/01179,,,left_only
130,2022-11-10 09:00:00,,R,2022-11-10 11:00:00,,,PLINE300,2.0,kim94,,H6300,31199/01680,,,left_only
131,2022-11-10 11:00:00,,pilot,2022-11-10 14:00:00,,,PLINE300,3.0,wei62,,H6300,31199/00653,,,left_only
132,2022-11-10 14:00:00,,proc dev,2022-11-10 15:00:00,,,PLINE300,1.0,ramane56,,H6300,31199/02273,,,left_only
133,2022-11-10 15:00:00,,use,2022-11-10 16:00:00,,,PLINE300,1.0,debruy71,,H6300,98601/01062,,,left_only
134,2022-11-10 16:00:00,,foe;proc dev,2022-11-10 18:30:00,,,PLINE300,2.5,hareen73;ramane56,,H6300,31199/02273,,,left_only
135,2022-11-10 18:30:00,,CD,2022-11-10 19:30:00,,,PLINE300,1.0,naqvi66,,H6300,31199/01988,,,left_only
136,2022-11-11 15:00:00,,pilot,2022-11-11 18:00:00,,,PLINE300,3.0,wei62,,H6300,31199/00653,,,left_only
137,2022-11-14 06:30:00,,CD Metrology,2022-11-14 08:00:00,,,PLINE300,1.5,naqvi66,,H6300,31199/01988,,,left_only
138,2022-11-14 08:00:00,0.0,Tool-to-tool offset,2022-11-14 10:00:00,1.4108333333333334,newman74,PLINE300,2.0,newman74,,H6300,31199/01995,,,left_only
139,2022-11-14 10:00:00,,dev,2022-11-14 11:00:00,,,PLINE300,1.0,thiam14,,H6300,98600/00962,,,left_only
140,2022-11-14 11:00:00,,DSA,2022-11-14 12:00:00,,,PLINE300,1.0,kampit73,,H6300,31199/01680,,,left_only
141,2022-11-14 13:00:00,,dev,2022-11-14 14:00:00,,,PLINE300,1.0,das10,,H6300,31199/01565,,,left_only
142,2022-11-14 14:00:00,,CD_Metrology,2022-11-14 15:30:00,,,PLINE300,1.5,naqvi66,,H6300,31199/01988,,,left_only
143,2022-11-14 15:30:00,,dev,2022-11-14 17:00:00,,,PLINE300,1.5,thiam14,,H6300,98600/00962,,,left_only
144,2022-11-14 17:00:00,,CD measurement,2022-11-14 21:00:00,,,PLINE300,4.0,takaha90,,H6300,31199/01988,,,left_only
145,2022-11-15 07:00:00,,recipe,2022-11-15 09:00:00,,,PLINE300,2.0,vdbroecn,,H6300,31199/01851,,,left_only
146,2022-11-15 09:00:00,,for Intel,2022-11-15 11:00:00,,,PLINE300,2.0,guzman11,,H6300,31199/00849,,,left_only
147,2022-11-15 11:00:00,,m,2022-11-15 14:00:00,,,PLINE300,3.0,vdries51,,H6300,31199/01413,,,left_only
148,2022-11-15 14:00:00,,manual observation,2022-11-15 15:00:00,,,PLINE300,1.0,dauend87,,H6300,98600/00962,,,left_only
149,2022-11-15 15:00:00,,DSA,2022-11-15 16:00:00,,,PLINE300,1.0,verstr99,,H6300,31199/00650,,,left_only
150,2022-11-15 16:00:00,,pilot,2022-11-15 19:00:00,,,PLINE300,3.0,wei62,,H6300,31199/00653,,,left_only
151,2022-11-15 21:00:00,,queue,2022-11-15 22:00:00,,,PLINE300,1.0,dauend87,,H6300,98600/00962,,,left_only
152,2022-11-16 06:00:00,,re,2022-11-16 09:00:00,,,PLINE300,3.0,vdbroecn,,H6300,31199/01851,,,left_only
153,2022-11-16 12:00:00,,scrjdp,2022-11-16 14:00:00,,,PLINE300,2.0,vanderey,,H6300,31199/31191,,,left_only
154,2022-11-16 14:00:00,,i,2022-11-16 16:00:00,,,PLINE300,2.0,raymae79,,H6300,31199/02220,,,left_only
155,2022-11-16 16:00:00,,Arame ADI,2022-11-16 18:00:00,,,PLINE300,2.0,demand38,,H6300,31199/02273,,,left_only
156,2022-11-16 18:00:00,,h,2022-11-17 00:00:00,,,PLINE300,6.0,kondo25,,H6300,31199/01179,,,left_only
157,2022-11-17 00:00:00,,dev,2022-11-17 06:00:00,,,PLINE300,6.0,thiam14,,H6300,98600/00962,,,left_only
158,2022-11-17 02:31:50,,,2022-11-17 22:42:23,20.175833333333333,schrauw,PLINE300,,,,H6300,31199/02273,,,left_only
159,2022-11-17 06:00:00,,q,2022-11-17 10:00:00,,,PLINE300,4.0,vdbroecn,,H6300,31199/01851,,,left_only
160,2022-11-17 10:00:00,,test,2022-11-17 11:00:00,,,PLINE300,1.0,roy82,,H6300,31199/01918,,,left_only
161,2022-11-17 11:00:00,,i,2022-11-17 12:00:00,,,PLINE300,1.0,raymae79,,H6300,98601/01062,,,left_only
162,2022-11-17 12:00:00,,dev,2022-11-17 13:30:00,,,PLINE300,1.5,das10,,H6300,31199/01565,,,left_only
163,2022-11-17 13:30:00,,DSA,2022-11-17 14:00:00,,,PLINE300,0.5,verstr99,,H6300,31199/00650,,,left_only
164,2022-11-17 14:00:00,,Private use,2022-11-17 16:00:00,,,PLINE300,2.0,oguma46,,H6300,31199/30092,,,left_only
165,2022-11-17 16:00:00,,DSA,2022-11-17 19:00:00,,,PLINE300,3.0,vanbel53,,H6300,31199/00650,,,left_only
166,2022-11-17 19:00:00,,private,2022-11-18 02:00:00,,,PLINE300,7.0,fukumu91,,H6300,31199/02019,,,left_only
167,2022-11-18 09:00:00,,i,2022-11-18 11:00:00,,,PLINE300,2.0,raymae79,,H6300,31199/01918,,,left_only
168,2022-10-31 00:00:00,,RAX,2022-10-31 03:00:00,,,PLINE300,3.0,kim69,,H6300_2,31199/31147,,,left_only
169,2022-10-31 07:00:00,,proc dev,2022-10-31 10:00:00,,,PLINE300,3.0,ramane56,,H6300_2,31199/02273,,,left_only
170,2022-10-31 10:30:00,,ER_D_Use,2022-10-31 11:00:00,,,PLINE300,0.5,her70,,H6300_2,31199/01680,,,left_only
171,2022-10-31 11:00:00,,measure,2022-10-31 13:00:00,,,PLINE300,2.0,paolil45,,H6300_2,31199/01988,,,left_only
172,2022-10-31 13:00:00,,hitachi,2022-10-31 15:00:00,,,PLINE300,2.0,wei34,,H6300_2,31199/01179,,,left_only
173,2022-11-01 09:00:00,,proc dev,2022-11-01 13:00:00,,,PLINE300,4.0,ramane56,,H6300_2,31199/02273,,,left_only
174,2022-11-01 13:00:00,,CD measurment,2022-11-01 14:00:00,,,PLINE300,1.0,naqvi66,,H6300_2,31199/01988,,,left_only
175,2022-11-01 14:30:00,,sto,2022-11-01 19:00:00,,,PLINE300,4.5,bisschop,,H6300_2,31199/01988,,,left_only
176,2022-11-02 08:57:31,0.0,p,2022-11-02 11:19:59,2.3744444444444444,goovae19,PLINE300,2.0,goovae19,,H6300_2,31199/01918,,,left_only
177,2022-11-02 11:00:00,,use,2022-11-02 13:00:00,,,PLINE300,2.0,debruy71,,H6300_2,98601/01062,,,left_only
178,2022-11-02 13:00:00,,m,2022-11-02 15:00:00,,,PLINE300,2.0,vdries51,,H6300_2,31199/01413,,,left_only
179,2022-11-02 15:00:00,,d,2022-11-02 16:00:00,,,PLINE300,1.0,gupta76,,H6300_2,31199/01321,,,left_only
180,2022-11-02 16:00:00,,proc dev,2022-11-02 19:00:00,,,PLINE300,3.0,ramane56,,H6300_2,31199/02273,,,left_only
181,2022-11-03 08:00:00,,meas,2022-11-03 09:00:00,,,PLINE300,1.0,popesc83,,H6300_2,31199/01897,,,left_only
182,2022-11-03 09:00:00,,DSA,2022-11-03 11:00:00,,,PLINE300,2.0,verstr99,,H6300_2,31199/00650,,,left_only
183,2022-11-03 11:00:00,,d;test,2022-11-03 13:00:00,,,PLINE300,2.0,furuka28,,H6300_2,31199/01513,,,left_only
184,2022-11-03 13:00:00,,use,2022-11-03 14:00:00,,,PLINE300,1.0,zidan45,,H6300_2,31199/00653,,,left_only
185,2022-11-03 17:00:00,,use,2022-11-03 19:00:00,,,PLINE300,2.0,ledain47,,H6300_2,98601/01062,,,left_only
186,2022-11-04 09:00:00,,use,2022-11-04 10:00:00,,,PLINE300,1.0,ledain47,,H6300_2,98601/01062,,,left_only
187,2022-11-04 10:00:00,,meas,2022-11-04 12:00:00,,,PLINE300,2.0,baerts,,H6300_2,31199/00653,,,left_only
188,2022-11-04 12:00:00,,proc dev,2022-11-04 14:00:00,,,PLINE300,2.0,ramane56,,H6300_2,31199/02273,,,left_only
189,2022-11-04 14:00:00,,NXE monitor,2022-11-04 15:00:00,,,PLINE300,1.0,aubert85,,H6300_2,31199/31811,,,left_only
190,2022-11-04 15:00:00,,OPC;meas,2022-11-04 19:00:00,,,PLINE300,4.0,baerts,,H6300_2,31199/00653,,,left_only
191,2022-11-05 08:00:00,,proc dev,2022-11-05 09:30:00,,,PLINE300,1.5,ramane56,,H6300_2,31199/02273,,,left_only
192,2022-11-05 09:30:00,,measure wafers,2022-11-05 11:00:00,,,PLINE300,1.5,guzman11,,H6300_2,31199/00849,,,left_only
